Województwo,Code,Gmina,Powiat,registered_voters,ballots_cast,valid_votes,JUREK Marek,KACZYŃSKI Jarosław Aleksander,KOMOROWSKI Bronisław Maria,KORWIN-MIKKE Janusz Ryszard,LEPPER Andrzej Zbigniew,MORAWIECKI Kornel Andrzej,NAPIERALSKI Grzegorz Bernard,OLECHOWSKI Andrzej Marian,PAWLAK Waldemar,ZIĘTEK Bogusław Zbigniew
małopolskie,120710,"Niedźwiedź, gm.",limanowski,5133,2427,2416,23,1697,456,40,14,1,124,21,40,0
małopolskie,120711,"Słopnice, gm.",limanowski,4292,2639,2614,45,1987,331,35,19,4,145,19,25,4
małopolskie,120712,"Tymbark, gm.",limanowski,4719,2996,2983,77,2101,449,42,20,2,200,24,65,3
małopolskie,120801,"Charsznica, gm.",miechowski ,6320,2669,2655,11,1230,588,46,85,3,535,21,130,6
małopolskie,120802,"Gołcza, gm.",miechowski ,5150,2405,2386,21,1099,485,38,80,1,419,27,212,4
małopolskie,120803,"Kozłów, gm.",miechowski ,4046,1616,1597,10,801,284,22,58,5,348,11,51,7
małopolskie,120804,"Książ Wielki, gm.",miechowski ,4452,1959,1950,8,977,375,41,58,2,341,10,130,8
małopolskie,120805,"Miechów, gm.",miechowski ,16151,7812,7753,60,2991,2450,247,157,5,1483,113,228,19
małopolskie,120806,"Racławice, gm.",miechowski ,2073,777,772,8,308,147,14,53,0,148,3,90,1
małopolskie,120807,"Słaboszów, gm.",miechowski ,3108,1207,1195,5,522,190,12,72,1,220,7,164,2
małopolskie,120901,"Dobczyce, gm.",myślenicki,11038,6306,6273,114,3234,1863,191,36,7,597,108,117,6
małopolskie,120902,"Lubień, gm.",myślenicki,7221,4275,4240,54,2850,842,86,52,6,258,37,52,3
małopolskie,120903,"Myślenice, gm.",myślenicki,32469,19658,19529,432,9405,6555,696,143,20,1694,300,263,21
małopolskie,120904,"Pcim, gm.",myślenicki,8072,4707,4656,77,3058,921,82,56,3,342,47,67,3
małopolskie,120905,"Raciechowice, gm.",myślenicki,4764,2371,2344,47,1301,522,51,45,4,265,17,90,2
małopolskie,120906,"Siepraw, gm.",myślenicki,6174,3456,3424,46,1859,1005,103,16,2,286,59,45,3
małopolskie,120907,"Sułkowice, gm.",myślenicki,10823,5567,5525,91,2690,1687,140,75,3,685,86,55,13
małopolskie,120908,"Tokarnia, gm.",myślenicki,6296,3732,3688,49,2413,763,90,39,1,259,39,33,2
małopolskie,120909,"Wiśniowa, gm.",myślenicki,5294,3130,3108,64,2064,578,47,25,1,207,27,89,6
małopolskie,121001,"Grybów, m.",nowosądecki,4936,3132,3100,46,1968,686,79,16,2,235,26,38,4
małopolskie,121002,"Chełmiec, gm.",nowosądecki,19130,11784,11685,255,7628,2322,247,81,11,827,121,184,9
małopolskie,121003,"Gródek nad Dunajcem, gm.",nowosądecki,6769,3738,3704,60,2418,679,54,33,3,262,31,160,4
małopolskie,121004,"Grybów, gm.",nowosądecki,17220,10986,10932,161,8246,1461,181,124,5,527,65,156,6
małopolskie,121005,"Kamionka Wielka, gm.",nowosądecki,6923,4296,4264,97,2891,737,57,28,4,320,43,80,7
małopolskie,121006,"Korzenna, gm.",nowosądecki,10058,6069,6031,92,4356,772,66,80,1,376,26,259,3
małopolskie,121007,"Krynica-Zdrój, gm.",nowosądecki,14915,8774,8742,124,3846,3226,230,74,16,921,132,162,11
małopolskie,121008,"Łabowa, gm.",nowosądecki,3920,2151,2127,32,1482,350,33,29,5,154,11,31,0
małopolskie,121009,"Łącko, gm.",nowosądecki,11551,6556,6502,131,4418,1206,82,86,7,382,57,130,3
małopolskie,121010,"Łososina Dolna, gm.",nowosądecki,7619,4859,4839,91,3677,664,61,47,2,199,27,70,1
małopolskie,121011,"Muszyna, gm.",nowosądecki,9151,5136,5085,102,2539,1672,125,51,5,452,69,65,5
małopolskie,121012,"Nawojowa, gm.",nowosądecki,5811,3344,3323,49,2392,562,49,19,1,183,25,42,1
małopolskie,121013,"Piwniczna-Zdrój, gm.",nowosądecki,8405,4598,4575,106,2819,1125,91,35,1,303,48,41,6
małopolskie,121014,"Podegrodzie, gm.",nowosądecki,8835,5314,5272,102,3627,884,93,82,4,311,56,110,3
małopolskie,121015,"Rytro, gm.",nowosądecki,2968,1654,1636,45,1033,384,37,6,1,92,18,20,0
małopolskie,121016,"Stary Sącz, gm.",nowosądecki,17335,10388,10324,201,6655,2294,189,88,3,652,97,133,12
małopolskie,121101,"Nowy Targ, m.",nowotarski,26718,15123,15039,219,6073,6552,535,88,13,1259,207,71,22
małopolskie,121102,"Szczawnica, gm.",nowotarski,6265,3379,3357,57,1277,1537,92,25,3,260,62,39,5
małopolskie,121103,"Czarny Dunajec, gm.",nowotarski,16804,7264,7196,75,4629,1747,109,120,4,338,51,115,8
małopolskie,121104,"Czorsztyn, gm.",nowotarski,5691,2954,2919,59,1264,1133,91,32,4,229,51,53,3
małopolskie,121105,"Jabłonka, gm.",nowotarski,13098,7120,7077,114,5054,1226,117,86,9,344,52,63,12
małopolskie,121106,"Krościenko nad Dunajcem, gm.",nowotarski,5270,2815,2795,66,1386,942,54,31,2,241,21,52,0
małopolskie,121107,"Lipnica Wielka, gm.",nowotarski,4208,2339,2327,33,1550,508,23,36,2,143,15,15,2
małopolskie,121108,"Łapsze Niżne, gm.",nowotarski,7017,3475,3423,65,1768,1045,69,70,10,255,33,107,1
małopolskie,121109,"Nowy Targ, gm.",nowotarski,17414,8987,8920,122,5055,2749,145,132,7,473,93,130,14
małopolskie,121110,"Ochotnica Dolna, gm.",nowotarski,6139,3413,3382,62,2334,641,34,34,0,185,28,63,1
małopolskie,121111,"Raba Wyżna, gm.",nowotarski,10798,5697,5657,59,3526,1340,82,76,3,424,61,77,9
małopolskie,121112,"Rabka-Zdrój, gm.",nowotarski,14106,8337,8270,94,4800,2306,210,40,4,639,114,58,5
małopolskie,121113,"Spytkowice, gm.",nowotarski,3167,1657,1603,6,1109,301,29,27,2,97,13,15,4
małopolskie,121114,"Szaflary, gm.",nowotarski,7880,3608,3581,29,2547,722,46,28,3,139,20,46,1
małopolskie,121201,"Bukowno, m.",olkuski,8698,4678,4642,30,1434,1794,133,55,3,1088,71,22,12
małopolskie,121203,"Bolesław, gm.",olkuski,6456,3273,3241,22,915,1378,75,47,6,713,38,39,8
małopolskie,121204,"Klucze, gm.",olkuski,12444,7123,7051,55,2313,2859,202,79,9,1363,77,71,23
małopolskie,121205,"Olkusz, gm.",olkuski,41489,24269,24063,238,9852,8104,831,188,34,4209,337,227,43
małopolskie,121206,"Trzyciąż, gm.",olkuski,5686,2626,2594,20,1420,477,40,96,5,378,16,140,2
małopolskie,121207,"Wolbrom, gm.",olkuski,18949,9804,9725,73,4379,2687,255,193,11,1822,104,190,11
małopolskie,121301,"Oświęcim, m.",oświęcimski,33221,19457,19335,170,6350,8802,585,107,26,2859,267,129,40
małopolskie,121302,"Brzeszcze, gm.",oświęcimski,17496,10482,10408,138,3666,4189,282,87,14,1731,162,100,39
małopolskie,121303,"Chełmek, gm.",oświęcimski,10424,5973,5912,47,2160,2317,166,53,10,1026,74,46,13
małopolskie,121304,"Kęty, gm.",oświęcimski,27044,15882,15794,182,6791,6151,382,99,15,1796,205,133,40
małopolskie,121305,"Osiek, gm.",oświęcimski,6300,3437,3426,24,1662,1037,47,36,3,482,45,72,18
małopolskie,121306,"Oświęcim, gm.",oświęcimski,13904,8425,8363,104,3332,3175,227,68,8,1174,129,126,20
małopolskie,121307,"Polanka Wielka, gm.",oświęcimski,3311,1816,1809,35,817,586,29,9,1,223,13,91,5
małopolskie,121308,"Przeciszów, gm.",oświęcimski,5444,2952,2930,23,1183,1054,34,32,4,507,39,49,5
małopolskie,121309,"Zator, gm.",oświęcimski,7300,4165,4127,49,1872,1389,92,46,6,575,44,45,9
małopolskie,121401,"Koniusza, gm.",proszowicki,6833,2865,2848,19,1481,548,51,82,2,462,8,188,7
małopolskie,121402,"Koszyce, gm.",proszowicki,4741,1764,1752,7,846,375,33,53,0,301,10,127,0
małopolskie,121403,"Nowe Brzesko, gm.",proszowicki,4611,2143,2134,11,1073,461,34,66,2,288,18,178,3
małopolskie,121404,"Pałecznica, gm.",proszowicki,2882,1197,1188,1,580,161,9,52,3,173,2,206,1
małopolskie,121405,"Proszowice, gm.",proszowicki,13303,6182,6135,37,2830,1607,157,129,7,928,68,362,10
małopolskie,121406,"Radziemice, gm.",proszowicki,2749,1240,1227,8,566,201,19,60,0,197,2,172,2
małopolskie,121501,"Jordanów, m.",Suski,4208,2503,2492,27,1183,818,49,22,5,328,26,28,6
małopolskie,121502,"Sucha Beskidzka, m.",Suski,7879,4424,4397,26,1695,1906,169,33,4,449,62,49,4
małopolskie,121503,"Budzów, gm.",Suski,6405,3194,3165,28,1811,794,69,51,4,291,25,87,5
małopolskie,121504,"Bystra-Sidzina, gm.",Suski,4894,2662,2642,35,1619,594,64,36,0,205,21,64,4
małopolskie,121505,"Jordanów, gm.",Suski,8106,4450,4409,63,2824,920,57,58,2,350,44,85,6
małopolskie,121506,"Maków Podhalański, gm.",Suski,12825,7274,7206,70,4129,2082,147,58,6,561,70,71,12
małopolskie,121507,"Stryszawa, gm.",Suski,9484,5050,5001,49,2808,1384,94,50,11,485,45,66,9
małopolskie,121508,"Zawoja, gm.",Suski,7165,3900,3879,57,2058,1260,53,49,4,293,40,60,5
małopolskie,121509,"Zembrzyce, gm.",Suski,4413,2415,2398,32,1189,819,60,27,2,218,18,29,4
małopolskie,121601,"Ciężkowice, gm.",tarnowski,8662,4267,4250,86,2297,1005,49,121,4,444,35,207,2
małopolskie,121602,"Gromnik, gm.",tarnowski,6584,3379,3361,50,2373,445,28,70,6,261,16,108,4
małopolskie,121603,"Lisia Góra, gm.",tarnowski,10674,5954,5921,110,3799,1201,99,79,5,455,64,104,5
małopolskie,121604,"Pleśna, gm.",tarnowski,9069,4834,4811,107,2821,1074,86,67,2,458,59,129,8
małopolskie,121605,"Radłów, gm.",tarnowski,7695,3580,3562,63,2147,743,75,32,3,370,38,84,7
małopolskie,121606,"Ryglice, gm.",tarnowski,8753,4389,4355,83,2663,881,64,96,5,407,61,85,10
małopolskie,121607,"Rzepiennik Strzyżewski, gm.",tarnowski,5269,2653,2641,41,1735,427,28,59,7,210,22,111,1
małopolskie,121608,"Skrzyszów, gm.",tarnowski,10289,5452,5420,98,3122,1317,107,70,6,522,55,112,11
małopolskie,121609,"Tarnów, gm.",tarnowski,18360,10716,10654,200,5719,3035,322,83,15,995,134,146,5
małopolskie,121610,"Tuchów, gm.",tarnowski,13866,7713,7675,172,4819,1570,136,108,11,584,69,193,13
małopolskie,121611,"Wierzchosławice, gm.",tarnowski,8203,4664,4642,75,2583,1251,96,25,14,416,47,129,6
małopolskie,121612,"Wietrzychowice, gm.",tarnowski,3317,1424,1408,26,727,305,16,47,1,113,10,152,11
małopolskie,121613,"Wojnicz, gm.",tarnowski,10189,5565,5531,80,3371,1303,107,48,1,488,61,68,4
małopolskie,121614,"Zakliczyn, gm.",tarnowski,9418,4694,4646,68,2852,951,58,48,4,424,26,204,11
małopolskie,121615,"Żabno, gm.",tarnowski,14951,7544,7493,108,4580,1658,136,68,7,669,82,173,12
małopolskie,121616,"Szerzyny, gm.",tarnowski,6379,3180,3162,66,1966,622,48,58,9,213,15,162,3
małopolskie,121701,"Zakopane, m.",tatrzański,24990,15571,15494,204,6371,6891,385,71,19,1205,228,105,15
małopolskie,121702,"Biały Dunajec, gm.",tatrzański,5461,2865,2834,13,1975,615,37,23,1,113,25,32,0
małopolskie,121703,"Bukowina Tatrzańska, gm.",tatrzański,10019,5795,5756,50,3729,1444,89,45,3,264,57,70,5
małopolskie,121704,"Kościelisko, gm.",tatrzański,6703,3432,3403,33,1802,1130,77,31,2,198,84,39,7
małopolskie,121705,"Poronin, gm.",tatrzański,8647,4426,4397,49,2579,1398,51,39,0,184,45,45,7
małopolskie,121801,"Andrychów, gm.",wadowicki,34776,20378,20199,353,9022,7529,424,112,29,2221,304,185,20
małopolskie,121802,"Brzeźnica, gm.",wadowicki,7683,3839,3793,48,1771,1232,75,50,3,468,39,100,7
małopolskie,121803,"Kalwaria Zebrzydowska, gm.",wadowicki,15383,8727,8671,105,4127,2996,195,90,9,917,116,105,11
małopolskie,121804,"Lanckorona, gm.",wadowicki,4625,2356,2333,26,987,899,41,33,2,264,25,51,5
małopolskie,121805,"Mucharz, gm.",wadowicki,3085,1760,1753,14,829,615,38,19,3,187,23,23,2
małopolskie,121806,"Spytkowice, gm.",wadowicki,7812,4146,4119,41,2269,1101,72,52,6,488,33,49,8
małopolskie,121807,"Stryszów, gm.",wadowicki,5303,2807,2779,44,1309,937,31,36,2,324,26,65,5
małopolskie,121808,"Tomice, gm.",wadowicki,5772,3112,3096,40,1207,1138,88,52,6,416,42,97,10
małopolskie,121809,"Wadowice, gm.",wadowicki,30409,17812,17691,204,7171,7173,410,139,14,2116,207,227,30
małopolskie,121810,"Wieprz, gm.",wadowicki,8982,5220,5186,48,2707,1474,71,107,10,543,68,149,9
małopolskie,121901,"Biskupice, gm.",wielicki,6959,3829,3798,44,2125,1001,96,30,3,402,46,46,5
małopolskie,121902,"Gdów, gm.",wielicki,12718,6738,6686,59,3406,1990,203,100,12,689,86,129,12
małopolskie,121903,"Kłaj, gm.",wielicki,7947,4473,4433,41,1850,1710,150,32,9,479,78,80,4
małopolskie,121904,"Niepołomice, gm.",wielicki,18369,10344,10272,111,4393,3813,356,68,13,1135,204,161,18
małopolskie,121905,"Wieliczka, gm.",wielicki,40205,22610,22460,259,8734,9580,810,131,21,2270,398,240,17
małopolskie,126101,"Kraków, m.",Kraków,598591,381506,379215,4713,122672,184539,17154,1088,453,37947,7831,2369,449
małopolskie,126201,"Nowy Sącz, m.",Nowy Sącz,66929,41319,41099,639,19287,14831,1251,186,42,3969,555,303,36
małopolskie,126301,"Tarnów, m.",Tarnów,94798,54254,54009,802,20949,22405,1796,279,51,6364,894,393,76
mazowieckie,140101,"Białobrzegi, gm.",białobrzeski,8336,4658,4644,43,2301,1437,93,46,4,593,60,65,2
mazowieckie,140102,"Promna, gm.",białobrzeski,4634,2315,2301,9,1332,379,33,94,5,296,17,135,1
mazowieckie,140103,"Radzanów, gm.",białobrzeski,3023,1602,1594,6,1054,188,14,48,2,127,8,144,3
mazowieckie,140104,"Stara Błotnica, gm.",białobrzeski,3984,2047,2016,11,1331,225,15,100,4,218,14,97,1
mazowieckie,140105,"Stromiec, gm.",białobrzeski,4425,2012,1984,18,1266,337,24,61,1,180,17,78,2
mazowieckie,140106,"Wyśmierzyce, gm.",białobrzeski,2382,1267,1258,10,877,145,21,32,0,124,4,45,0
mazowieckie,140201,"Ciechanów, m.",ciechanowski,37219,20677,20550,176,8227,7200,463,159,20,3559,289,422,35
mazowieckie,140202,"Ciechanów, gm.",ciechanowski,5075,2220,2203,19,980,596,27,51,2,395,33,96,4
mazowieckie,140203,"Glinojeck, gm.",ciechanowski,6449,2772,2746,14,1257,738,41,67,3,523,29,67,7
mazowieckie,140204,"Gołymin-Ośrodek, gm.",ciechanowski,3243,1516,1498,9,923,189,17,44,3,199,15,99,0
mazowieckie,140205,"Grudusk, gm.",ciechanowski,3143,1636,1621,8,1016,303,20,34,0,162,15,63,0
mazowieckie,140206,"Ojrzeń, gm.",ciechanowski,3445,1548,1531,13,881,225,15,33,0,249,8,105,2
mazowieckie,140207,"Opinogóra Górna, gm.",ciechanowski,4724,2198,2189,18,1204,367,33,105,2,278,23,157,2
mazowieckie,140208,"Regimin, gm.",ciechanowski,3956,1820,1809,12,954,416,24,36,0,218,17,130,2
mazowieckie,140209,"Sońsk, gm.",ciechanowski,6349,3042,3003,23,1553,654,54,68,2,425,24,199,1
mazowieckie,140301,"Garwolin, m.",garwoliński,13224,8591,8530,176,4014,2830,211,43,7,983,132,121,13
mazowieckie,140302,"Łaskarzew, m.",garwoliński,3902,2186,2179,14,1266,511,40,19,5,273,26,21,4
mazowieckie,140303,"Borowie, gm.",garwoliński,3995,2138,2127,33,1301,337,24,44,3,281,20,75,9
mazowieckie,140304,"Garwolin, gm.",garwoliński,9456,5378,5342,102,3028,1255,70,70,6,568,69,170,4
mazowieckie,140305,"Górzno, gm.",garwoliński,4826,2802,2789,13,1827,414,17,55,9,314,22,113,5
mazowieckie,140306,"Łaskarzew, gm.",garwoliński,4164,2295,2279,30,1318,399,32,46,3,304,20,125,2
mazowieckie,140307,"Maciejowice, gm.",garwoliński,5952,3134,3111,25,1912,469,34,101,1,397,24,143,5
mazowieckie,140308,"Miastków Kościelny, gm.",garwoliński,4032,2155,2132,22,1204,405,24,52,4,253,13,152,3
mazowieckie,140309,"Parysów, gm.",garwoliński,3175,1608,1588,34,1131,204,18,36,2,116,9,37,1
mazowieckie,140310,"Pilawa, gm.",garwoliński,8282,4584,4551,84,2487,1151,93,57,7,518,64,82,8
mazowieckie,140311,"Sobolew, gm.",garwoliński,6483,3533,3491,31,2332,538,33,64,1,359,30,95,8
mazowieckie,140312,"Trojanów, gm.",garwoliński,6094,3442,3425,24,2257,450,24,124,3,357,22,152,12
mazowieckie,140313,"Wilga, gm.",garwoliński,4253,2446,2400,34,1046,755,43,32,2,282,26,176,4
mazowieckie,140314,"Żelechów, gm.",garwoliński,6723,3805,3768,44,2373,628,37,69,3,453,35,116,10
mazowieckie,140401,"Gostynin, m.",gostyniński,15842,8644,8565,73,3491,3046,177,72,9,1369,84,231,13
mazowieckie,140402,"Gostynin, gm.",gostyniński,9791,4458,4428,20,2242,1009,34,107,7,574,42,386,7
mazowieckie,140403,"Pacyna, gm.",gostyniński,3185,1460,1444,2,663,173,5,20,1,122,5,452,1
mazowieckie,140404,"Sanniki, gm.",gostyniński,5241,2054,2028,10,1153,340,12,47,0,159,12,294,1
mazowieckie,140405,"Szczawin Kośc., gm.",gostyniński,4180,1824,1797,9,908,308,16,55,1,249,10,240,1
mazowieckie,140501,"Milanówek, m.",grodziski,12906,8429,8374,104,2838,4145,219,49,13,754,163,79,10
mazowieckie,140502,"Podkowa Leśna, m.",grodziski,3243,2446,2427,30,754,1367,89,3,4,121,45,14,0
mazowieckie,140503,"Baranów, gm.",grodziski,3896,2037,2016,36,1001,536,38,41,2,280,22,58,2
mazowieckie,140504,"Grodzisk Mazowiecki, gm.",grodziski,31793,19789,19665,265,7158,8722,485,89,20,2397,293,211,25
mazowieckie,140505,"Jaktorów, gm.",grodziski,8330,4772,4738,85,1824,2105,109,23,2,490,54,44,2
mazowieckie,140506,"Żabia Wola, gm.",grodziski,5531,3077,3059,27,1278,1149,81,36,6,356,55,68,3
mazowieckie,140601,"Belsk Duży, gm.",grójecki,5316,3077,3059,13,1525,572,48,104,4,402,28,359,4
mazowieckie,140602,"Błędów, gm.",grójecki,6356,3445,3424,25,1951,512,38,201,3,383,14,295,2
mazowieckie,140603,"Chynów, gm.",grójecki,7581,3912,3881,31,1809,961,67,124,7,582,36,257,7
mazowieckie,140604,"Goszczyn, gm.",grójecki,2314,1337,1331,8,954,96,18,45,2,129,7,71,1
mazowieckie,140605,"Grójec, gm.",grójecki,19435,11064,11003,87,4061,4240,203,136,6,1878,142,230,20
mazowieckie,140606,"Jasieniec, gm.",grójecki,4273,2013,2000,18,982,416,27,104,1,299,21,131,1
mazowieckie,140607,"Mogielnica, gm.",grójecki,7507,4071,4037,28,2417,780,55,84,3,434,31,200,5
mazowieckie,140608,"Nowe Miasto nad Pilicą, gm.",grójecki,7210,3972,3944,35,2496,695,44,69,3,423,31,140,8
mazowieckie,140609,"Pniewy, gm.",grójecki,3703,1836,1828,18,914,388,19,78,2,261,11,134,3
mazowieckie,140611,"Warka, gm.",grójecki,15133,8411,8354,103,4065,1947,154,211,6,1239,85,539,5
mazowieckie,140701,"Garbatka-Letnisko, gm.",kozienicki,4832,2451,2426,33,1210,778,60,31,3,251,21,37,2
mazowieckie,140702,"Głowaczów, gm.",kozienicki,6174,2777,2760,17,1790,372,41,74,3,350,25,86,2
mazowieckie,140703,"Gniewoszów, gm.",kozienicki,3409,1454,1447,10,756,255,27,97,6,182,14,100,0
mazowieckie,140704,"Grabów nad Pilicą, gm.",kozienicki,3119,1482,1470,14,981,213,12,32,2,147,16,51,2
mazowieckie,140705,"Kozienice, gm.",kozienicki,25674,13783,13678,107,6812,3699,357,139,13,2148,171,212,20
mazowieckie,140706,"Magnuszew, gm.",kozienicki,5429,2727,2706,16,1643,449,33,91,4,310,23,133,4
mazowieckie,140707,"Sieciechów, gm.",kozienicki,3334,1560,1552,9,915,273,22,38,4,211,8,67,5
mazowieckie,140801,"Legionowo, m.",legionowski,40535,26179,26011,241,9153,11714,652,109,38,3398,464,202,40
mazowieckie,140802,"Jabłonna, gm.",legionowski,11478,7748,7717,96,2555,3740,230,31,11,823,136,83,12
mazowieckie,140803,"Nieporęt, gm.",legionowski,9726,6306,6260,62,2315,2843,165,43,5,624,114,84,5
mazowieckie,140804,"Serock, gm.",legionowski,10007,5683,5648,31,2048,2382,158,48,2,806,82,82,9
mazowieckie,140805,"Wieliszew, gm.",legionowski,8538,5263,5216,31,2024,2144,111,36,4,702,59,97,8
mazowieckie,140901,"Chotcza, gm.",lipski,2180,782,777,6,360,134,7,51,0,152,7,59,1
mazowieckie,140902,"Ciepielów, gm.",lipski,4756,2008,1982,20,971,328,34,75,1,372,29,145,7
mazowieckie,140903,"Lipsko, gm.",lipski,9938,4324,4282,60,1876,1119,87,102,3,755,54,219,7
mazowieckie,140904,"Rzeczniów, gm.",lipski,3865,1715,1703,59,871,248,28,92,4,278,9,114,0
mazowieckie,140905,"Sienno, gm.",lipski,5216,2119,2113,22,1061,382,33,70,2,361,24,150,8
mazowieckie,140906,"Solec nad Wisłą, gm.",lipski,4583,1725,1718,9,731,386,29,48,3,376,22,110,4
mazowieckie,141001,"Huszlew, gm.",łosicki,2418,1234,1228,11,793,156,11,43,0,89,6,119,0
mazowieckie,141002,"Łosice, gm.",łosicki,9224,4655,4622,45,2255,1198,121,81,4,702,41,161,14
mazowieckie,141003,"Olszanka, gm.",łosicki,2532,1304,1297,9,827,179,16,45,2,105,16,98,0
mazowieckie,141004,"Platerów, gm.",łosicki,4216,1928,1920,19,957,377,32,70,1,274,12,169,9
mazowieckie,141005,"Sarnaki, gm.",łosicki,4290,2149,2135,14,1037,497,38,75,7,273,21,164,9
mazowieckie,141006,"Stara Kornica, gm.",łosicki,4016,1952,1934,19,1149,301,19,89,3,198,21,132,3
mazowieckie,141101,"Maków Mazowiecki, m.",makowski,8215,4278,4223,35,1843,1348,83,36,3,753,31,83,8
mazowieckie,141102,"Czerwonka, gm.",makowski,2065,1008,995,5,673,150,4,22,0,109,4,27,1
mazowieckie,141103,"Karniewo, gm.",makowski,4251,2167,2153,16,1221,325,24,74,3,344,16,126,4
mazowieckie,141104,"Krasnosielc, gm.",makowski,5269,2546,2528,39,1256,630,31,56,7,287,23,191,8
mazowieckie,141105,"Młynarze, gm.",makowski,1412,767,763,5,476,144,11,19,2,56,4,46,0
mazowieckie,141106,"Płoniawy-Bramura, gm.",makowski,4713,2197,2175,15,1329,343,26,69,2,284,18,88,1
mazowieckie,141107,"Różan, gm.",makowski,3789,1966,1955,11,1021,560,31,24,2,233,15,55,3
mazowieckie,141108,"Rzewnie, gm.",makowski,2253,1232,1222,11,775,199,12,42,1,116,4,61,1
mazowieckie,141109,"Sypniewo, gm.",makowski,2852,1452,1440,7,849,197,27,53,2,186,16,101,2
mazowieckie,141110,"Szelków, gm.",makowski,3050,1586,1579,14,962,249,16,46,3,194,9,86,0
mazowieckie,141201,"Mińsk Mazowiecki, m.",miński,30254,19475,19330,269,6740,7992,537,110,24,3035,369,213,41
mazowieckie,141204,"Cegłów, gm.",miński,4967,2687,2666,23,1131,858,51,58,5,388,39,110,3
mazowieckie,141205,"Dębe Wielkie, gm.",miński,6884,3827,3788,45,1910,1141,66,56,4,442,59,60,5
mazowieckie,141206,"Dobre, gm.",miński,4849,2462,2431,28,1294,610,37,72,2,279,22,81,6
mazowieckie,141207,"Halinów, gm.",miński,10443,6429,6390,85,2752,2428,199,54,9,625,108,121,9
mazowieckie,141208,"Jakubów, gm.",miński,3933,2000,1983,18,1093,412,18,43,1,292,25,76,5
mazowieckie,141209,"Kałuszyn, gm.",miński,4796,2457,2443,16,1439,577,37,27,2,235,26,83,1
mazowieckie,141210,"Latowicz, gm.",miński,4291,1894,1876,24,1087,335,23,69,2,205,21,107,3
mazowieckie,141211,"Mińsk Mazowiecki, gm.",miński,10432,5977,5926,89,2820,1794,129,90,4,798,89,104,9
mazowieckie,141212,"Mrozy, gm.",miński,7136,3653,3626,30,1674,1019,72,72,6,530,56,157,10
mazowieckie,141213,"Siennica, gm.",miński,5638,2838,2805,50,1286,797,40,84,6,381,38,117,6
mazowieckie,141214,"Stanisławów, gm.",miński,5106,2820,2800,49,1593,631,48,45,4,314,30,81,5
mazowieckie,141215,"Sulejówek, m.",miński,15005,10029,9970,145,4068,4141,350,48,16,955,162,68,17
mazowieckie,141301,"Mława, m.",mławski,24410,13046,12942,99,5203,4897,248,89,5,2099,133,151,18
mazowieckie,141302,"Dzierzgowo, gm.",mławski,2713,1168,1160,1,716,210,10,38,0,113,7,65,0
mazowieckie,141303,"Lipowiec Kościelny, gm.",mławski,3880,1716,1704,13,861,371,23,24,2,318,20,70,2
mazowieckie,141304,"Radzanów, gm.",mławski,2818,1356,1340,1,829,213,14,26,0,173,5,79,0
mazowieckie,141305,"Strzegowo, gm.",mławski,6395,2827,2795,16,1554,626,29,68,3,341,26,131,1
mazowieckie,141306,"Stupsk, gm.",mławski,4053,1900,1891,7,1003,388,15,58,2,323,20,74,1
