Code,Gmina,Voivodeship,registered_voters,ballots_cast,valid_votes,duda,komorowski
240407,gm. Konopiska,śląskie,8753,4511,4453,1966,2487
240408,gm. Kruszyna,śląskie,4013,2101,2074,1362,712
240409,gm. Lelów,śląskie,4180,2203,2161,1507,654
240410,gm. Mstów,śląskie,8744,4727,4668,3023,1645
240411,gm. Mykanów,śląskie,11781,6639,6557,4012,2545
240412,gm. Olsztyn,śląskie,6529,3642,3579,1882,1697
240413,gm. Poczesna,śląskie,10375,5693,5587,2805,2782
240414,gm. Przyrów,śląskie,3233,1576,1551,979,572
240415,gm. Rędziny,śląskie,8110,4345,4277,2406,1871
240416,gm. Starcza,śląskie,2269,1245,1230,632,598
240501,m. Knurów,śląskie,30111,16522,16277,8387,7890
240502,m. Pyskowice,śląskie,14517,7062,6939,3112,3827
240503,gm. Gierałtowice,śląskie,9124,5588,5508,3078,2430
240504,gm. Pilchowice,śląskie,9088,4850,4775,2223,2552
240505,gm. Rudziniec,śląskie,8674,4035,3977,1808,2169
240506,gm. Sośnicowice,śląskie,6862,3342,3292,1285,2007
240507,gm. Toszek,śląskie,8036,3567,3507,1675,1832
240508,gm. Wielowieś,śląskie,4834,1932,1902,1003,899
240601,gm. Kłobuck,śląskie,16825,9327,9191,4675,4516
240602,gm. Krzepice,śląskie,7656,3998,3927,2222,1705
240603,gm. Lipie,śląskie,5281,2710,2672,1624,1048
240604,gm. Miedźno,śląskie,6247,3463,3395,2333,1062
240605,gm. Opatów,śląskie,5532,2692,2645,1490,1155
240606,gm. Panki,śląskie,4139,2052,2031,1071,960
240607,gm. Popów,śląskie,5047,2495,2453,1372,1081
240608,gm. Przystajń,śląskie,4834,2203,2173,1135,1038
240609,gm. Wręczyca Wielka,śląskie,14309,7202,7085,3641,3444
240701,m. Lubliniec,śląskie,19128,10662,10490,4971,5519
240702,gm. Boronów,śląskie,2762,1382,1364,784,580
240703,gm. Ciasna,śląskie,6870,2773,2738,1125,1613
240704,gm. Herby,śląskie,5816,3007,2957,1388,1569
240705,gm. Kochanowice,śląskie,5708,2639,2605,1545,1060
240706,gm. Koszęcin,śląskie,9534,5108,5055,2933,2122
240707,gm. Pawonków,śląskie,5306,2423,2376,1240,1136
240708,gm. Woźniki,śląskie,7780,4211,4170,2592,1578
240801,m. Łaziska Górne,śląskie,17226,9720,9571,5041,4530
240802,m. Mikołów,śląskie,31758,18919,18638,8460,10178
240803,m. Orzesze,śląskie,15817,9193,9070,5389,3681
240804,gm. Ornontowice,śląskie,4594,2702,2664,1698,966
240805,gm. Wyry,śląskie,5872,3639,3577,2045,1532
240901,m. Myszków,śląskie,26121,13320,13137,6588,6549
240902,gm. Koziegłowy,śląskie,11869,5823,5767,3278,2489
240903,gm. Niegowa,śląskie,4699,2519,2497,1845,652
240904,gm. Poraj,śląskie,8994,4769,4688,2162,2526
240905,gm. Żarki,śląskie,6898,3449,3398,2123,1275
241001,gm. Goczałkowice-Zdrój,śląskie,6031,3625,3568,1780,1788
241002,gm. Kobiór,śląskie,3872,2384,2363,1506,857
241003,gm. Miedźna,śląskie,12311,7296,7216,5201,2015
241004,gm. Pawłowice,śląskie,13749,8423,8311,5738,2573
241005,gm. Pszczyna,śląskie,40170,24551,24234,13413,10821
241006,gm. Suszec,śląskie,9054,5705,5621,3923,1698
241101,m. Racibórz,śląskie,43930,21846,21549,9285,12264
241102,gm. Kornowac,śląskie,4002,2186,2083,1238,845
241103,gm. Krzanowice,śląskie,4766,1800,1772,701,1071
241104,gm. Krzyżanowice,śląskie,9163,3577,3546,1488,2058
241105,gm. Kuźnia Raciborska,śląskie,9443,3718,3672,1581,2091
241106,gm. Nędza,śląskie,5922,2536,2505,1194,1311
241107,gm. Pietrowice Wielkie,śląskie,5545,2257,2234,961,1273
241108,gm. Rudnik,śląskie,4203,1667,1649,821,828
241201,gm. Czerwionka-Leszczyny,śląskie,32752,17844,17654,10465,7189
241202,gm. Gaszowice,śląskie,7367,4003,3943,2143,1800
241203,gm. Jejkowice,śląskie,3131,1898,1880,1127,753
241204,gm. Lyski,śląskie,7771,4460,4414,2277,2137
241205,gm. Świerklany,śląskie,9244,5619,5554,3744,1810
241301,m. Kalety,śląskie,7178,3636,3574,1910,1664
241302,m. Miasteczko Śląskie,śląskie,5769,2931,2888,1616,1272
241303,m. Radzionków,śląskie,13483,7822,7691,4173,3518
241304,m. Tarnowskie Góry,śląskie,49347,27531,27042,12178,14864
241305,gm. Krupski Młyn,śląskie,2692,1458,1437,802,635
241306,gm. Ożarowice,śląskie,4582,2673,2618,1409,1209
241307,gm. Świerklaniec,śląskie,9465,5078,5015,2458,2557
241308,gm. Tworóg,śląskie,6520,3184,3134,1644,1490
241309,gm. Zbrosławice,śląskie,12198,5721,5635,2467,3168
241401,m. Bieruń,śląskie,15440,8857,8744,5561,3183
241402,m. Imielin,śląskie,6818,4146,4059,2399,1660
241403,m. Lędziny,śląskie,13029,7489,7376,4887,2489
241404,gm. Bojszowy,śląskie,5913,3871,3829,2705,1124
241405,gm. Chełm Śląski,śląskie,4806,2864,2814,1777,1037
241501,m. Pszów,śląskie,11215,6054,5957,3537,2420
241502,m. Radlin,śląskie,13932,7534,7435,3833,3602
241503,m. Rydułtowy,śląskie,17126,9068,8959,4972,3987
241504,m. Wodzisław Śląski,śląskie,38417,21634,21358,11326,10032
241505,gm. Godów,śląskie,10730,6370,6265,3973,2292
241506,gm. Gorzyce,śląskie,16251,9042,8933,5093,3840
241507,gm. Lubomia,śląskie,6398,3157,3118,1848,1270
241508,gm. Marklowice,śląskie,4313,2594,2555,1628,927
241509,gm. Mszana,śląskie,5871,3636,3594,2665,929
241601,m. Poręba,śląskie,7151,3754,3673,1628,2045
241602,m. Zawiercie,śląskie,41659,21861,21546,10240,11306
241603,gm. Irządze,śląskie,2275,1092,1076,763,313
241604,gm. Kroczyce,śląskie,5202,2640,2587,1524,1063
241605,gm. Łazy,śląskie,13184,6979,6876,3407,3469
241606,gm. Ogrodzieniec,śląskie,7823,4108,4045,2138,1907
241607,gm. Pilica,śląskie,7324,4183,4127,2861,1266
241608,gm. Szczekociny,śląskie,6730,3674,3631,2413,1218
241609,gm. Włodowice,śląskie,4387,2294,2262,1219,1043
241610,gm. Żarnowiec,śląskie,3838,2107,2080,1512,568
241701,m. Żywiec,śląskie,25476,15217,14966,7594,7372
241702,gm. Czernichów,śląskie,5355,3418,3381,2267,1114
241703,gm. Gilowice,śląskie,4845,3039,3012,2038,974
241704,gm. Jeleśnia,śląskie,10863,6360,6308,4308,2000
241705,gm. Koszarawa,śląskie,2070,1165,1146,866,280
241706,gm. Lipowa,śląskie,8225,4800,4750,2641,2109
241707,gm. Łękawica,śląskie,3508,2105,2084,1420,664
241708,gm. Łodygowice,śląskie,11156,6699,6621,4120,2501
241709,gm. Milówka,śląskie,7996,4602,4548,3270,1278
241710,gm. Radziechowy-Wieprz,śląskie,10299,5985,5914,4189,1725
241711,gm. Rajcza,śląskie,7303,3734,3672,2398,1274
241712,gm. Ślemień,śląskie,2911,1728,1702,1272,430
241713,gm. Świnna,śląskie,6417,3764,3723,2306,1417
241714,gm. Ujsoły,śląskie,3748,1892,1874,1178,696
241715,gm. Węgierska Górka,śląskie,11841,7176,7083,4895,2188
246101,m. Bielsko-Biała,śląskie,136018,82852,81789,37564,44225
246201,m. Bytom,śląskie,128547,62713,61612,27793,33819
246301,m. Chorzów,śląskie,85232,43828,43102,16608,26494
246401,m. Częstochowa,śląskie,185216,105760,104136,48207,55929
246501,m. Dąbrowa Górnicza,śląskie,99036,54264,53337,22629,30708
246601,m. Gliwice,śląskie,144284,82107,80709,32389,48320
246701,m. Jastrzębie-Zdrój,śląskie,71673,40239,39678,24524,15154
246801,m. Jaworzno,śląskie,74457,40630,39983,19576,20407
246901,m. Katowice,śląskie,239995,140426,138060,56275,81785
247001,m. Mysłowice,śląskie,57961,33013,32547,16458,16089
247101,m. Piekary Śląskie,śląskie,44907,24235,23854,12161,11693
247201,m. Ruda Śląska,śląskie,109869,58541,57534,29569,27965
247301,m. Rybnik,śląskie,108887,60533,59586,31075,28511
247401,m. Siemianowice Śląskie,śląskie,54170,29276,28741,11236,17505
247501,m. Sosnowiec,śląskie,170838,92896,91338,37990,53348
247601,m. Świętochłowice,śląskie,39886,19326,19004,8399,10605
247701,m. Tychy,śląskie,100903,59235,58359,28505,29854
247801,m. Zabrze,śląskie,137609,64014,62754,27473,35281
247901,m. Żory,śląskie,47000,26790,26408,14286,12122
260101,gm. Busko-Zdrój,świętokrzyskie,28836,15110,14948,8459,6489
260102,gm. Gnojno,świętokrzyskie,3720,1714,1697,1293,404
260103,gm. Nowy Korczyn,świętokrzyskie,5180,2443,2413,1563,850
260104,gm. Pacanów,świętokrzyskie,6397,2694,2645,1790,855
260105,gm. Solec-Zdrój,świętokrzyskie,4363,2312,2284,1406,878
260106,gm. Stopnica,świętokrzyskie,6426,3087,3065,2117,948
260107,gm. Tuczępy,świętokrzyskie,3078,1460,1439,1075,364
260108,gm. Wiślica,świętokrzyskie,4764,2136,2106,1429,677
260201,gm. Imielno,świętokrzyskie,3704,1798,1785,1208,577
260202,gm. Jędrzejów,świętokrzyskie,23214,12271,12091,7257,4834
260203,gm. Małogoszcz,świętokrzyskie,9287,5053,5000,3890,1110
260204,gm. Nagłowice,świętokrzyskie,4167,1899,1880,1364,516
260205,gm. Oksa,świętokrzyskie,3876,1876,1852,1334,518
260206,gm. Sędziszów,świętokrzyskie,10492,5310,5230,3625,1605
260207,gm. Słupia (Jędrzejowska),świętokrzyskie,3612,1682,1665,1243,422
260208,gm. Sobków,świętokrzyskie,6839,3700,3639,2645,994
260209,gm. Wodzisław,świętokrzyskie,6077,2916,2887,2005,882
260301,gm. Bejsce,świętokrzyskie,3457,1356,1348,882,466
260302,gm. Czarnocin,świętokrzyskie,3334,1384,1365,904,461
260303,gm. Kazimierza Wielka,świętokrzyskie,13635,5975,5912,3711,2201
260304,gm. Opatowiec,świętokrzyskie,3078,1301,1293,758,535
260305,gm. Skalbmierz,świętokrzyskie,5485,2259,2245,1585,660
260401,gm. Bieliny,świętokrzyskie,7850,4178,4135,3334,801
260402,gm. Bodzentyn,świętokrzyskie,9371,4695,4645,3293,1352
260403,gm. Chęciny,świętokrzyskie,12328,6739,6641,4469,2172
260404,gm. Chmielnik,świętokrzyskie,9314,4781,4716,3345,1371
260405,gm. Daleszyce,świętokrzyskie,12308,6630,6544,4565,1979
260406,gm. Górno,świętokrzyskie,10826,6428,6353,4992,1361
260407,gm. Łagów,świętokrzyskie,5645,2697,2661,2071,590
260408,gm. Łopuszno,świętokrzyskie,7224,4049,3974,3053,921
260409,gm. Masłów,świętokrzyskie,8314,4945,4873,3009,1864
260410,gm. Miedziana Góra,świętokrzyskie,8794,5063,4966,3252,1714
260411,gm. Mniów,świętokrzyskie,7409,4062,4028,3144,884
260412,gm. Morawica,świętokrzyskie,12403,7011,6900,4394,2506
260413,gm. Nowa Słupia,świętokrzyskie,8154,3795,3758,2610,1148
260414,gm. Piekoszów,świętokrzyskie,12807,6992,6883,4982,1901
260415,gm. Pierzchnica,świętokrzyskie,3964,2022,1996,1418,578
260416,gm. Raków,świętokrzyskie,4847,2455,2423,1820,603
260417,gm. Sitkówka-Nowiny,świętokrzyskie,5739,3298,3246,1910,1336
260418,gm. Strawczyn,świętokrzyskie,8190,4709,4644,3552,1092
260419,gm. Zagnańsk,świętokrzyskie,10536,6331,6235,4175,2060
260501,gm. Fałków,świętokrzyskie,3871,1904,1890,1411,479
260502,gm. Gowarczów,świętokrzyskie,3869,1905,1880,1399,481
260503,gm. Końskie,świętokrzyskie,30143,16528,16310,9836,6474
260504,gm. Radoszyce,świętokrzyskie,7408,3844,3814,3035,779
260505,gm. Ruda Maleniecka,świętokrzyskie,2756,1566,1549,1086,463
260506,gm. Słupia (Konecka),świętokrzyskie,2787,1564,1544,1168,376
260507,gm. Smyków,świętokrzyskie,3022,1680,1666,1292,374
260508,gm. Stąporków,świętokrzyskie,14800,6950,6845,4111,2734
260601,gm. Baćkowice,świętokrzyskie,4098,2012,1988,1570,418
260602,gm. Iwaniska,świętokrzyskie,5607,2830,2796,2107,689
260603,gm. Lipnik,świętokrzyskie,4571,2012,1985,1358,627
260604,gm. Opatów,świętokrzyskie,9982,5213,5093,3172,1921
260605,gm. Ożarów,świętokrzyskie,8949,4376,4287,2413,1874
260606,gm. Sadowie,świętokrzyskie,3427,1600,1569,1089,480
260607,gm. Tarłów,świętokrzyskie,4660,2169,2135,1450,685
260608,gm. Wojciechowice,świętokrzyskie,3483,1660,1636,935,701
260701,m. Ostrowiec Świętokrzyski,świętokrzyskie,58066,28440,28030,14166,13864
260702,gm. Bałtów,świętokrzyskie,3091,1477,1456,814,642
260703,gm. Bodzechów,świętokrzyskie,11065,5238,5145,2889,2256
260704,gm. Ćmielów,świętokrzyskie,6261,2655,2602,1509,1093
260705,gm. Kunów,świętokrzyskie,8179,3794,3743,2225,1518
260706,gm. Waśniów,świętokrzyskie,5609,2367,2345,1814,531
260801,gm. Działoszyce,świętokrzyskie,4417,1896,1881,1219,662
260802,gm. Kije,świętokrzyskie,3737,1962,1945,1394,551
260803,gm. Michałów,świętokrzyskie,3895,1754,1733,1216,517
260804,gm. Pińczów,świętokrzyskie,18401,8830,8704,4991,3713
260805,gm. Złota,świętokrzyskie,3894,1634,1622,947,675
260901,m. Sandomierz,świętokrzyskie,20431,10756,10608,5353,5255
260902,gm. Dwikozy,świętokrzyskie,7367,3132,3088,1849,1239
260903,gm. Klimontów,świętokrzyskie,6797,3077,3040,2022,1018
260904,gm. Koprzywnica,świętokrzyskie,5641,3063,3021,2239,782
260905,gm. Łoniów,świętokrzyskie,6106,3147,3105,2276,829
260906,gm. Obrazów,świętokrzyskie,5449,2535,2499,1683,816
260907,gm. Samborzec,świętokrzyskie,7136,3530,3484,2227,1257
260908,gm. Wilczyce,świętokrzyskie,3192,1410,1384,799,585
260909,gm. Zawichost,świętokrzyskie,3734,1702,1640,980,660
261001,m. Skarżysko-Kamienna,świętokrzyskie,39099,20287,19994,10293,9701
261002,gm. Bliżyn,świętokrzyskie,6937,3398,3347,2090,1257
261003,gm. Łączna,świętokrzyskie,4217,2197,2165,1594,571
261004,gm. Skarżysko Kościelne,świętokrzyskie,5139,2783,2736,1767,969
261005,gm. Suchedniów,świętokrzyskie,8713,4620,4541,2495,2046
261101,m. Starachowice,świętokrzyskie,42020,21877,21537,10875,10662
261102,gm. Brody,świętokrzyskie,8918,4397,4336,2908,1428
261103,gm. Mirzec,świętokrzyskie,6810,3779,3717,2701,1016
261104,gm. Pawłów,świętokrzyskie,12149,6015,5952,4872,1080
261105,gm. Wąchock,świętokrzyskie,5826,3111,3065,1852,1213
261201,gm. Bogoria,świętokrzyskie,6397,3018,2987,2233,754
261202,gm. Łubnice,świętokrzyskie,3514,1795,1767,1423,344
261203,gm. Oleśnica,świętokrzyskie,3251,1581,1567,1090,477
261204,gm. Osiek,świętokrzyskie,6352,3385,3350,2866,484
261205,gm. Połaniec,świętokrzyskie,9679,5338,5278,3907,1371
261206,gm. Rytwiany,świętokrzyskie,5189,2529,2492,1826,666
261207,gm. Staszów,świętokrzyskie,21642,10550,10422,6553,3869
261208,gm. Szydłów,świętokrzyskie,3966,1964,1929,1318,611
261301,gm. Kluczewsko,świętokrzyskie,4311,2303,2280,1729,551
261302,gm. Krasocin,świętokrzyskie,8532,4519,4473,3300,1173
261303,gm. Moskorzew,świętokrzyskie,2383,1220,1203,893,310
261304,gm. Radków,świętokrzyskie,2148,964,945,600,345
261305,gm. Secemin,świętokrzyskie,4144,1990,1965,1205,760
261306,gm. Włoszczowa,świętokrzyskie,16554,9038,8907,6062,2845
266101,m. Kielce,świętokrzyskie,159105,95655,94151,46775,47376
280101,m. Bartoszyce,warmińsko-mazurskie,19643,10161,10032,4095,5937
280102,m. Górowo Iławeckie,warmińsko-mazurskie,3406,1640,1625,607,1018
280103,gm. Bartoszyce,warmińsko-mazurskie,8673,3743,3690,1780,1910
280104,gm. Bisztynek,warmińsko-mazurskie,5297,2078,2037,835,1202
280105,gm. Górowo Iławeckie,warmińsko-mazurskie,6807,2410,2378,760,1618
280106,gm. Sępopol,warmińsko-mazurskie,5251,2047,2018,807,1211
280201,m. Braniewo,warmińsko-mazurskie,13722,6952,6856,2738,4118
280202,gm. Braniewo,warmińsko-mazurskie,4958,2027,2005,800,1205
280203,gm. Frombork,warmińsko-mazurskie,3309,1520,1499,525,974
280204,gm. Lelkowo,warmińsko-mazurskie,2476,924,914,326,588
280205,gm. Pieniężno,warmińsko-mazurskie,5390,2236,2224,993,1231
280206,gm. Płoskinia,warmińsko-mazurskie,2075,862,858,380,478
280207,gm. Wilczęta,warmińsko-mazurskie,2435,892,880,409,471
280301,m. Działdowo,warmińsko-mazurskie,17241,9004,8911,3891,5020
280302,gm. Działdowo,warmińsko-mazurskie,7452,3102,3069,1478,1591
280303,gm. Iłowo-Osada,warmińsko-mazurskie,5695,2686,2653,1516,1137
280304,gm. Lidzbark,warmińsko-mazurskie,11560,5170,5086,2592,2494
280305,gm. Płośnica,warmińsko-mazurskie,4641,2058,2052,1058,994
280306,gm. Rybno,warmińsko-mazurskie,5753,2946,2920,1732,1188
280401,gm. Elbląg,warmińsko-mazurskie,5729,2436,2408,947,1461
280402,gm. Godkowo,warmińsko-mazurskie,2650,996,987,512,475
280403,gm. Gronowo Elbląskie,warmińsko-mazurskie,3978,1603,1589,598,991
280404,gm. Markusy,warmińsko-mazurskie,3181,1246,1229,538,691
280405,gm. Milejewo,warmińsko-mazurskie,2668,1214,1196,622,574
280406,gm. Młynary,warmińsko-mazurskie,3654,1614,1594,706,888
280407,gm. Pasłęk,warmińsko-mazurskie,15556,7192,7103,2815,4288
280408,gm. Rychliki,warmińsko-mazurskie,3170,1195,1176,467,709
280409,gm. Tolkmicko,warmińsko-mazurskie,5269,2254,2223,897,1326
280501,m. Ełk,warmińsko-mazurskie,45276,21472,21106,10733,10373
280502,gm. Ełk,warmińsko-mazurskie,8646,3459,3400,1686,1714
280503,gm. Kalinowo,warmińsko-mazurskie,5429,2098,2070,1080,990
280504,gm. Prostki,warmińsko-mazurskie,5870,2056,2020,1048,972
280505,gm. Stare Juchy,warmińsko-mazurskie,3120,1215,1200,586,614
280601,m. Giżycko,warmińsko-mazurskie,23949,12108,11940,4285,7655
280604,gm. Giżycko,warmińsko-mazurskie,6697,3185,3124,1215,1909
280605,gm. Kruklanki,warmińsko-mazurskie,2552,1072,1052,336,716
280606,gm. Miłki,warmińsko-mazurskie,3152,1306,1284,565,719
280608,gm. Ryn,warmińsko-mazurskie,4915,2182,2166,849,1317
280610,gm. Wydminy,warmińsko-mazurskie,5294,2310,2287,1056,1231
280701,m. Iława,warmińsko-mazurskie,27346,14599,14370,6059,8311
280702,m. Lubawa,warmińsko-mazurskie,7473,4267,4221,2009,2212
280703,gm. Iława,warmińsko-mazurskie,9720,4393,4350,2132,2218
280704,gm. Kisielice,warmińsko-mazurskie,4902,2030,2020,981,1039
280705,gm. Lubawa,warmińsko-mazurskie,8183,4256,4217,2635,1582
280706,gm. Susz,warmińsko-mazurskie,9916,4129,4068,1865,2203
280707,gm. Zalewo,warmińsko-mazurskie,5669,2069,2046,836,1210
280801,m. Kętrzyn,warmińsko-mazurskie,22497,11058,10904,4538,6366
280802,gm. Barciany,warmińsko-mazurskie,5314,1916,1891,747,1144
280803,gm. Kętrzyn,warmińsko-mazurskie,6563,2556,2511,1048,1463
280804,gm. Korsze,warmińsko-mazurskie,8516,3274,3248,1662,1586
280805,gm. Reszel,warmińsko-mazurskie,6522,2823,2765,1188,1577
280806,gm. Srokowo,warmińsko-mazurskie,3267,1374,1359,501,858
280901,m. Lidzbark Warmiński,warmińsko-mazurskie,12870,6628,6515,2590,3925
280902,gm. Kiwity,warmińsko-mazurskie,2782,1224,1198,585,613
280903,gm. Lidzbark Warmiński,warmińsko-mazurskie,5419,1966,1933,882,1051
280904,gm. Lubomino,warmińsko-mazurskie,2910,1139,1124,561,563
280905,gm. Orneta,warmińsko-mazurskie,9834,4328,4270,1919,2351
281001,m. Mrągowo,warmińsko-mazurskie,17402,9087,8976,4013,4963
281002,gm. Mikołajki,warmińsko-mazurskie,6905,3219,3178,1197,1981
281003,gm. Mrągowo,warmińsko-mazurskie,6237,2537,2493,1067,1426
281004,gm. Piecki,warmińsko-mazurskie,6283,2738,2704,1304,1400
281005,gm. Sorkwity,warmińsko-mazurskie,3707,1639,1613,687,926
281101,gm. Janowiec Kościelny,warmińsko-mazurskie,2639,1204,1189,769,420
281102,gm. Janowo,warmińsko-mazurskie,2182,1000,991,603,388
281103,gm. Kozłowo,warmińsko-mazurskie,4786,1899,1859,993,866
281104,gm. Nidzica,warmińsko-mazurskie,17065,8296,8178,3879,4299
281201,m. Nowe Miasto Lubawskie,warmińsko-mazurskie,8768,4508,4435,1982,2453
281202,gm. Biskupiec,warmińsko-mazurskie,7651,3530,3488,1619,1869
281203,gm. Grodziczno,warmińsko-mazurskie,4923,2435,2412,1584,828
281204,gm. Kurzętnik,warmińsko-mazurskie,6950,3461,3426,1876,1550
281205,gm. Nowe Miasto Lubawskie,warmińsko-mazurskie,6262,3072,3038,1703,1335
281303,gm. Kowale Oleckie,warmińsko-mazurskie,4172,1457,1449,671,778
281304,gm. Olecko,warmińsko-mazurskie,16978,8070,7975,3755,4220
281305,gm. Świętajno,warmińsko-mazurskie,3254,1232,1221,549,672
281306,gm. Wieliczki,warmińsko-mazurskie,2699,1169,1156,679,477
281401,gm. Barczewo,warmińsko-mazurskie,14038,6750,6670,2663,4007
281402,gm. Biskupiec,warmińsko-mazurskie,15283,6700,6600,2557,4043
281403,gm. Dobre Miasto,warmińsko-mazurskie,12792,6063,5946,2835,3111
281404,gm. Dywity,warmińsko-mazurskie,8563,4738,4676,1817,2859
281405,gm. Gietrzwałd,warmińsko-mazurskie,4975,2637,2571,1003,1568
281406,gm. Jeziorany,warmińsko-mazurskie,6386,2465,2428,1224,1204
281407,gm. Jonkowo,warmińsko-mazurskie,5477,2702,2669,1008,1661
281408,gm. Kolno,warmińsko-mazurskie,2747,1079,1061,501,560
281409,gm. Olsztynek,warmińsko-mazurskie,10957,5174,5111,2168,2943
281410,gm. Purda,warmińsko-mazurskie,6710,3011,2967,1171,1796
281411,gm. Stawiguda,warmińsko-mazurskie,6321,3664,3600,1285,2315
281412,gm. Świątki,warmińsko-mazurskie,3264,1300,1275,577,698
281501,m. Ostróda,warmińsko-mazurskie,26896,14194,13973,5201,8772
281502,gm. Dąbrówno,warmińsko-mazurskie,3434,1508,1492,722,770
281503,gm. Grunwald,warmińsko-mazurskie,4432,1691,1673,724,949
281504,gm. Łukta,warmińsko-mazurskie,3570,1459,1433,523,910
281505,gm. Małdyty,warmińsko-mazurskie,5067,1895,1876,706,1170
281506,gm. Miłakowo,warmińsko-mazurskie,4477,1806,1786,841,945
281507,gm. Miłomłyn,warmińsko-mazurskie,4075,1743,1719,672,1047
281508,gm. Morąg,warmińsko-mazurskie,19695,8978,8868,3612,5256
281509,gm. Ostróda,warmińsko-mazurskie,12303,5563,5469,2238,3231
281601,gm. Biała Piska,warmińsko-mazurskie,9411,3909,3864,2230,1634
281602,gm. Orzysz,warmińsko-mazurskie,7383,3098,3045,1299,1746
281603,gm. Pisz,warmińsko-mazurskie,21810,10262,10114,5541,4573
281604,gm. Ruciane-Nida,warmińsko-mazurskie,7060,3427,3383,1724,1659
281701,m. Szczytno,warmińsko-mazurskie,19835,10700,10525,5004,5521
281702,gm. Dźwierzuty,warmińsko-mazurskie,5413,2388,2359,1113,1246
281703,gm. Jedwabno,warmińsko-mazurskie,3101,1450,1423,625,798
281704,gm. Pasym,warmińsko-mazurskie,4326,1907,1882,834,1048
281705,gm. Rozogi,warmińsko-mazurskie,4531,1904,1846,1155,691
281706,gm. Szczytno,warmińsko-mazurskie,9518,4312,4248,2174,2074
281707,gm. Świętajno,warmińsko-mazurskie,4943,2229,2187,1130,1057
281708,gm. Wielbark,warmińsko-mazurskie,5155,2009,1949,1016,933
281801,gm. Banie Mazurskie,warmińsko-mazurskie,3276,1240,1229,462,767
281802,gm. Dubeninki,warmińsko-mazurskie,2486,918,906,460,446
281803,gm. Gołdap,warmińsko-mazurskie,16205,7091,6981,2700,4281
281901,gm. Budry,warmińsko-mazurskie,2450,908,895,378,517
281902,gm. Pozezdrze,warmińsko-mazurskie,2771,1134,1120,465,655
281903,gm. Węgorzewo,warmińsko-mazurskie,13988,6253,6189,2233,3956
286101,m. Elbląg,warmińsko-mazurskie,95165,49901,49182,20075,29107
286201,m. Olsztyn,warmińsko-mazurskie,134741,78542,77226,31117,46109
300101,m. Chodzież,wielkopolskie,15724,8897,8769,2735,6034
300102,gm. Budzyń,wielkopolskie,6562,3347,3287,1076,2211
300103,gm. Chodzież,wielkopolskie,4555,2481,2436,754,1682
300104,gm. Margonin,wielkopolskie,4920,2819,2789,1015,1774
300105,gm. Szamocin,wielkopolskie,5768,2917,2859,1144,1715
300201,m. Czarnków,wielkopolskie,8993,5151,5098,1799,3299
300202,gm. Czarnków,wielkopolskie,8695,4495,4436,1861,2575
300203,gm. Drawsko,wielkopolskie,4776,2492,2462,1171,1291
300204,gm. Krzyż Wielkopolski,wielkopolskie,7059,3329,3284,1312,1972
300205,gm. Lubasz,wielkopolskie,5772,2990,2946,1187,1759
300206,gm. Połajewo,wielkopolskie,4808,2531,2501,1077,1424
300207,gm. Trzcianka,wielkopolskie,18838,9626,9492,3709,5783
300208,gm. Wieleń,wielkopolskie,9915,5048,4983,2110,2873
300301,m. Gniezno,wielkopolskie,55188,30695,30284,12199,18085
300302,gm. Czerniejewo,wielkopolskie,6200,3258,3214,1550,1664
300303,gm. Gniezno,wielkopolskie,8238,4407,4337,1960,2377
300304,gm. Kiszkowo,wielkopolskie,4290,2193,2164,925,1239
300305,gm. Kłecko,wielkopolskie,5948,3167,3108,1628,1480
300306,gm. Łubowo,wielkopolskie,4755,2592,2558,1128,1430
300307,gm. Mieleszyn,wielkopolskie,3095,1448,1428,731,697
300308,gm. Niechanowo,wielkopolskie,4365,2275,2236,1178,1058
300309,gm. Trzemeszno,wielkopolskie,11227,5350,5255,2467,2788
300310,gm. Witkowo,wielkopolskie,10687,5758,5665,2602,3063
300401,gm. Borek Wielkopolski,wielkopolskie,6041,2780,2740,1277,1463
300402,gm. Gostyń,wielkopolskie,22342,11719,11563,5214,6349
300403,gm. Krobia,wielkopolskie,10275,4848,4793,2626,2167
300404,gm. Pępowo,wielkopolskie,4712,2532,2515,1298,1217
300405,gm. Piaski,wielkopolskie,6906,3435,3398,1712,1686
300406,gm. Pogorzela,wielkopolskie,4031,1873,1848,856,992
300407,gm. Poniec,wielkopolskie,6304,2730,2695,1350,1345
300501,gm. Granowo,wielkopolskie,3891,1987,1970,1000,970
300502,gm. Grodzisk Wielkopolski,wielkopolskie,15176,8055,7952,3244,4708
300503,gm. Kamieniec,wielkopolskie,5159,2590,2565,1024,1541
300504,gm. Rakoniewice,wielkopolskie,9908,4977,4920,1912,3008
300505,gm. Wielichowo,wielkopolskie,5376,2749,2712,1226,1486
300601,gm. Jaraczewo,wielkopolskie,6537,3364,3321,1850,1471
300602,gm. Jarocin,wielkopolskie,36091,19135,18857,8274,10583
300603,gm. Kotlin,wielkopolskie,5684,2932,2894,1472,1422
300604,gm. Żerków,wielkopolskie,8250,4173,4119,2298,1821
300701,gm. Blizanów,wielkopolskie,7820,3996,3951,1973,1978
300702,gm. Brzeziny,wielkopolskie,4648,2261,2217,1399,818
300703,gm. Ceków-Kolonia,wielkopolskie,3833,1838,1820,938,882
300704,gm. Godziesze Wielkie,wielkopolskie,7448,3843,3804,2263,1541
