Kod TERYT,Gmina,Powiat,Województwo,registered_voters,ballots_cast,valid_votes,biedroń,bosak,duda,hołownia,jakubiak,kosiniak-kamysz,piotrowski,tanajno,trzaskowksi,witkowski,żółtek
20101,m. Bolesławiec,bolesławiecki,dolnośląskie,29513,18395,18514,450,1131,6465,2899,32,255,13,19,7183,24,43
20102,gm. Bolesławiec,bolesławiecki,dolnośląskie,11184,6942,6926,132,506,2889,1217,7,118,8,5,2016,8,20
20103,gm. Gromadka,bolesławiecki,dolnośląskie,4302,2464,2461,45,159,1365,261,3,54,0,4,561,3,6
20104,gm. Nowogrodziec,bolesławiecki,dolnośląskie,11579,6437,6455,72,468,3254,1313,8,102,5,10,1204,6,13
20105,gm. Osiecznica,bolesławiecki,dolnośląskie,5356,2955,2953,79,271,1237,476,1,46,2,3,823,9,6
20106,gm. Warta Bolesławiecka,bolesławiecki,dolnośląskie,6620,3727,3726,74,224,1843,560,1,58,1,9,945,2,9
20201,m. Bielawa,dzierżoniowski,dolnośląskie,23495,13307,13369,308,799,5518,2097,12,168,20,19,4386,12,30
20202,m. Dzierżoniów,dzierżoniowski,dolnośląskie,25596,15768,15827,360,938,6236,2015,23,232,11,31,5939,19,23
20203,m. Pieszyce,dzierżoniowski,dolnośląskie,7424,4026,4052,96,256,1924,443,7,56,6,10,1238,3,13
20204,m. Piława Górna,dzierżoniowski,dolnośląskie,4895,2705,2722,53,225,1323,402,4,36,3,7,659,1,9
20205,gm. Dzierżoniów,dzierżoniowski,dolnośląskie,7269,4502,4500,84,256,2333,620,6,90,2,5,1094,6,4
20206,gm. Łagiewniki,dzierżoniowski,dolnośląskie,5868,3505,3509,49,205,1908,467,1,68,2,5,795,1,8
20207,gm. Niemcza,dzierżoniowski,dolnośląskie,4329,2357,2361,52,145,1161,292,2,37,2,5,659,4,2
20301,m. Głogów,głogowski,dolnośląskie,50451,31394,31490,750,1861,13316,4485,34,523,32,44,10345,32,68
20302,gm. Głogów,głogowski,dolnośląskie,5235,3437,3450,51,211,1672,483,4,57,8,2,955,4,3
20303,gm. Jerzmanowa,głogowski,dolnośląskie,3928,2711,2716,62,174,1171,441,1,66,3,5,784,3,6
20304,gm. Kotla,głogowski,dolnośląskie,3393,1896,1902,41,108,1024,226,2,27,1,1,470,0,2
20305,gm. Pęcław,głogowski,dolnośląskie,1686,952,953,37,46,617,89,1,26,0,2,134,0,1
20306,gm. Żukowice,głogowski,dolnośląskie,2664,1507,1508,39,99,768,245,0,37,0,3,312,3,2
20401,gm. Góra,górowski,dolnośląskie,15149,8280,8307,186,468,3772,1208,8,212,6,9,2418,8,12
20402,gm. Jemielno,górowski,dolnośląskie,2373,1244,1242,17,103,747,101,2,38,1,0,233,0,0
20403,gm. Niechlów,górowski,dolnośląskie,3846,2035,2032,43,134,1229,224,6,61,2,2,325,2,4
20404,gm. Wąsosz,górowski,dolnośląskie,5721,2973,3021,46,201,1559,385,5,67,3,3,746,0,6
20501,m. Jawor,jaworski,dolnośląskie,17968,10721,10840,245,720,4937,1218,12,229,16,7,3424,8,24
20502,gm. Bolków,jaworski,dolnośląskie,8159,4455,4477,117,265,2115,508,7,122,2,6,1327,1,7
20503,gm. Męcinka,jaworski,dolnośląskie,3966,2376,2381,35,154,1340,256,0,75,3,2,512,1,3
20504,gm. Mściwojów,jaworski,dolnośląskie,3190,1831,1843,28,131,889,246,3,67,1,2,475,0,1
20505,gm. Paszowice,jaworski,dolnośląskie,3242,1846,1850,27,127,924,177,2,89,4,2,490,0,8
20506,gm. Wądroże Wielkie,jaworski,dolnośląskie,3183,1921,1923,27,131,934,202,4,135,1,3,480,5,1
20601,m. Karpacz,jeleniogórski,dolnośląskie,4673,3063,3069,85,132,701,523,9,57,1,4,1543,7,7
20602,m. Kowary,jeleniogórski,dolnośląskie,8186,4612,4637,90,212,1525,775,5,72,3,8,1922,13,12
20603,m. Piechowice,jeleniogórski,dolnośląskie,4916,3019,3033,65,163,959,494,7,44,4,4,1285,4,4
20604,m. Szklarska Poręba,jeleniogórski,dolnośląskie,5612,3686,3707,94,182,1086,642,4,69,3,9,1606,4,8
20605,gm. Janowice Wielkie,jeleniogórski,dolnośląskie,3409,2087,2081,49,110,688,356,5,49,3,3,813,2,3
20606,gm. Jeżów Sudecki,jeleniogórski,dolnośląskie,5759,3664,3716,70,178,1126,588,3,55,2,0,1689,1,4
20607,gm. Mysłakowice,jeleniogórski,dolnośląskie,7907,4721,4769,87,240,1677,749,7,87,4,6,1900,7,5
20608,gm. Podgórzyn,jeleniogórski,dolnośląskie,6629,4108,4128,103,233,1263,672,8,84,4,6,1741,5,9
20609,gm. Stara Kamienica,jeleniogórski,dolnośląskie,4215,2334,2341,70,114,873,378,2,53,3,6,832,5,5
20701,m. Kamienna Góra,kamiennogórski,dolnośląskie,14960,8587,8632,190,440,3492,1121,5,122,3,19,3212,10,18
20702,gm. Kamienna Góra,kamiennogórski,dolnośląskie,6924,4249,4242,78,262,1834,641,7,83,8,3,1309,6,11
20703,gm. Lubawka,kamiennogórski,dolnośląskie,8698,5132,5125,111,272,2053,707,6,101,7,8,1846,4,10
20704,gm. Marciszów,kamiennogórski,dolnośląskie,3581,2006,2007,39,122,899,286,1,43,1,1,610,0,5
20801,m. Duszniki-Zdrój,kłodzki,dolnośląskie,3864,2367,2378,59,163,838,360,3,28,2,6,910,3,6
20802,m. Kłodzko,kłodzki,dolnośląskie,21024,12547,12610,287,697,4773,1646,17,265,13,14,4848,16,34
20803,m. Kudowa-Zdrój,kłodzki,dolnośląskie,8269,5272,5319,117,301,2023,723,5,98,9,9,2021,8,5
20804,m. Nowa Ruda,kłodzki,dolnośląskie,17469,9433,9484,211,568,3583,1252,8,147,9,10,3670,11,15
20805,m. Polanica-Zdrój,kłodzki,dolnośląskie,5664,3485,3537,65,194,1320,443,3,46,3,7,1446,6,4
20806,gm. Bystrzyca Kłodzka,kłodzki,dolnośląskie,15105,8759,8826,165,458,4001,1215,7,202,12,19,2721,10,16
20807,gm. Kłodzko,kłodzki,dolnośląskie,13455,7526,7596,121,428,3790,996,10,290,8,11,1922,6,14
20808,gm. Lądek-Zdrój,kłodzki,dolnośląskie,6964,3981,4007,83,237,1701,530,10,90,4,9,1331,4,8
20809,gm. Lewin Kłodzki,kłodzki,dolnośląskie,1583,934,933,23,49,380,146,1,15,0,2,316,0,1
20810,gm. Międzylesie,kłodzki,dolnośląskie,5769,3320,3338,75,185,1415,490,3,63,1,2,1094,2,8
20811,gm. Nowa Ruda,kłodzki,dolnośląskie,9247,5073,5081,112,254,2145,852,5,104,4,11,1576,5,13
20812,gm. Radków,kłodzki,dolnośląskie,7160,3970,4004,84,276,1810,614,11,90,2,8,1094,5,10
20813,gm. Stronie Śląskie,kłodzki,dolnośląskie,5911,3335,3340,74,172,1225,499,7,81,2,5,1260,5,10
20814,gm. Szczytna,kłodzki,dolnośląskie,5839,3336,3340,72,258,1297,472,5,55,2,7,1163,5,4
20901,m. Chojnów,legnicki,dolnośląskie,10150,5975,5993,110,446,2645,719,7,96,5,8,1941,6,10
20902,gm. Chojnów,legnicki,dolnośląskie,7415,4345,4363,77,281,2443,458,6,114,6,7,963,2,6
20903,gm. Krotoszyce,legnicki,dolnośląskie,2563,1607,1602,31,140,877,164,1,26,1,0,360,1,1
20904,gm. Kunice,legnicki,dolnośląskie,5351,3615,3617,74,200,1423,555,6,81,3,3,1259,3,10
20905,gm. Legnickie Pole,legnicki,dolnośląskie,3795,2498,2492,43,171,1297,303,4,58,3,4,602,3,4
20906,gm. Miłkowice,legnicki,dolnośląskie,5212,3332,3337,72,208,1555,401,8,92,0,5,982,5,9
20907,gm. Prochowice,legnicki,dolnośląskie,5782,3362,3362,48,212,1692,333,5,78,4,8,971,4,7
20908,gm. Ruja,legnicki,dolnośląskie,2024,1052,1067,15,68,653,79,0,38,2,1,208,3,0
21001,m. Lubań,lubański,dolnośląskie,16214,9720,9756,235,460,3522,1715,13,147,10,15,3611,8,20
21002,m. Świeradów-Zdrój,lubański,dolnośląskie,3436,2037,2062,58,98,726,281,3,35,2,2,847,7,3
21003,gm. Leśna,lubański,dolnośląskie,7764,4266,4279,112,231,1883,647,8,87,2,7,1296,3,3
21004,gm. Lubań,lubański,dolnośląskie,5127,3004,2997,36,155,1289,655,5,65,1,6,780,2,3
21005,gm. Olszyna,lubański,dolnośląskie,5047,2792,2793,35,153,1120,595,3,55,1,2,826,3,0
21006,gm. Platerówka,lubański,dolnośląskie,1265,805,799,12,64,413,96,0,25,0,7,181,0,1
21007,gm. Siekierczyn,lubański,dolnośląskie,3950,2356,2368,46,117,1025,408,3,57,1,4,700,3,4
21101,m. Lubin,lubiński,dolnośląskie,54821,34943,35069,828,2526,16206,4084,62,560,37,57,10601,29,79
21102,gm. Lubin,lubiński,dolnośląskie,12331,8270,8265,209,634,3717,1118,19,148,8,10,2368,12,22
21103,gm. Rudna,lubiński,dolnośląskie,6043,3615,3631,69,245,2038,411,16,72,3,4,757,4,12
21104,gm. Ścinawa,lubiński,dolnośląskie,7645,4484,4504,76,294,2745,397,5,74,8,1,890,4,10
21201,gm. Gryfów Śląski,lwówecki,dolnośląskie,7625,4291,4303,103,195,1751,769,5,92,7,7,1359,6,9
21202,gm. Lubomierz,lwówecki,dolnośląskie,4781,2548,2546,66,131,1111,367,3,64,4,7,791,0,2
21203,gm. Lwówek Śląski,lwówecki,dolnośląskie,13374,7633,7662,173,455,3099,1148,21,192,10,4,2542,7,11
21204,gm. Mirsk,lwówecki,dolnośląskie,6824,3624,3657,83,181,1578,611,9,77,10,13,1089,2,4
21205,gm. Wleń,lwówecki,dolnośląskie,3427,1870,1881,45,111,810,240,3,53,4,3,607,2,3
21301,gm. Cieszków,milicki,dolnośląskie,3716,2242,2248,45,162,1171,291,3,77,3,2,485,0,9
21302,gm. Krośnice,milicki,dolnośląskie,6348,3641,3660,64,228,1915,457,5,81,2,6,888,3,11
21303,gm. Milicz,milicki,dolnośląskie,18902,11335,11388,220,636,5260,1390,9,279,11,11,3539,16,17
21401,m. Oleśnica,oleśnicki,dolnośląskie,28492,18318,18428,454,1138,6716,2997,25,299,14,27,6661,32,65
21402,gm. Bierutów,oleśnicki,dolnośląskie,7707,4358,4383,87,271,2122,711,8,88,2,6,1084,1,3
21403,gm. Dobroszyce,oleśnicki,dolnośląskie,5320,3206,3231,45,219,1487,490,4,71,3,5,894,5,8
21404,gm. Dziadowa Kłoda,oleśnicki,dolnośląskie,3589,1974,1971,25,128,949,260,5,78,0,6,518,2,0
21405,gm. Międzybórz,oleśnicki,dolnośląskie,3984,2230,2236,28,164,933,381,2,79,1,0,645,2,1
21406,gm. Oleśnica,oleśnicki,dolnośląskie,10649,6410,6448,114,393,2776,1142,13,125,6,8,1860,5,6
21407,gm. Syców,oleśnicki,dolnośląskie,13038,7956,8010,162,580,2947,1337,15,231,8,13,2698,9,10
21408,gm. Twardogóra,oleśnicki,dolnośląskie,10146,6079,6110,97,403,2808,949,7,116,5,9,1699,5,12
21501,m. Oława,oławski,dolnośląskie,25197,16703,16811,462,1230,6249,2285,25,307,27,22,6170,9,25
21502,gm. Domaniów,oławski,dolnośląskie,4138,2530,2523,54,178,1350,348,1,61,0,2,523,1,5
21503,gm. Jelcz-Laskowice,oławski,dolnośląskie,17701,11548,11586,225,773,5177,1570,27,201,14,13,3551,13,22
21504,gm. Oława,oławski,dolnośląskie,11806,7973,7984,160,603,3670,1244,8,132,6,13,2130,7,11
21601,gm. Chocianów,polkowicki,dolnośląskie,9908,6095,6115,82,497,3514,705,7,119,7,7,1157,6,14
21602,gm. Gaworzyce,polkowicki,dolnośląskie,3020,1932,1924,30,142,1070,254,1,50,3,1,366,2,5
21603,gm. Grębocice,polkowicki,dolnośląskie,4203,2503,2503,36,177,1433,301,6,52,2,7,487,0,2
21604,gm. Polkowice,polkowicki,dolnośląskie,20320,12369,12416,311,926,6055,1664,23,256,9,23,3117,12,20
21605,gm. Przemków,polkowicki,dolnośląskie,6567,3651,3641,87,254,1990,487,7,83,2,3,717,1,10
21606,gm. Radwanice,polkowicki,dolnośląskie,3755,2321,2314,31,146,1223,326,5,57,1,5,512,3,5
21701,gm. Borów,strzeliński,dolnośląskie,4250,2690,2707,38,155,1535,349,9,76,0,2,529,4,10
21702,gm. Kondratowice,strzeliński,dolnośląskie,3459,1965,1962,31,79,1148,177,0,40,0,3,477,3,4
21703,gm. Przeworno,strzeliński,dolnośląskie,3882,2226,2242,19,102,1322,256,3,62,1,0,472,4,1
21704,gm. Strzelin,strzeliński,dolnośląskie,17834,11127,11205,245,581,4817,1452,19,221,8,18,3801,12,31
21705,gm. Wiązów,strzeliński,dolnośląskie,5765,3330,3354,48,202,1997,370,3,52,2,2,666,6,6
21801,gm. Kostomłoty,średzki,dolnośląskie,5671,3343,3365,43,255,1831,390,7,92,5,5,724,6,7
21802,gm. Malczyce,średzki,dolnośląskie,4609,2753,2773,55,222,1395,311,5,49,4,4,716,6,6
21803,gm. Miękinia,średzki,dolnośląskie,12894,8689,8739,201,757,3053,1233,15,158,16,11,3255,10,30
21804,gm. Środa Śląska,średzki,dolnośląskie,15348,9393,9389,135,751,4090,1020,7,234,5,9,3105,9,24
21805,gm. Udanin,średzki,dolnośląskie,4175,2502,2511,31,139,1544,212,7,77,2,5,489,2,3
21901,m. Świdnica,świdnicki,dolnośląskie,43729,27986,28167,729,1623,9698,3979,41,472,38,38,11442,37,70
21902,m. Świebodzice,świdnicki,dolnośląskie,17446,10445,10493,266,603,4001,1491,11,141,11,11,3931,10,17
21903,gm. Dobromierz,świdnicki,dolnośląskie,4121,2299,2283,34,124,1219,254,2,38,0,1,605,2,4
21904,gm. Jaworzyna Śląska,świdnicki,dolnośląskie,8087,4474,4494,69,331,2082,615,2,75,3,12,1290,5,10
21905,gm. Marcinowice,świdnicki,dolnośląskie,5128,3227,3235,55,250,1598,384,10,74,2,4,847,0,11
21906,gm. Strzegom,świdnicki,dolnośląskie,20206,11933,11980,221,838,5562,1470,14,192,12,21,3616,19,15
21907,gm. Świdnica,świdnicki,dolnośląskie,13732,8326,8374,153,586,3474,1252,19,194,7,12,2646,5,26
21908,gm. Żarów,świdnicki,dolnośląskie,9787,5718,5737,132,417,2541,746,6,106,3,3,1755,12,16
22001,gm. Oborniki Śląskie,trzebnicki,dolnośląskie,15918,10643,10727,231,727,4151,1453,20,193,9,27,3880,16,20
22002,gm. Prusice,trzebnicki,dolnośląskie,7547,4312,4328,83,276,2347,542,5,68,3,3,988,3,10
22003,gm. Trzebnica,trzebnicki,dolnośląskie,18658,12185,12228,253,882,5217,1574,15,266,11,14,3955,13,28
22004,gm. Wisznia Mała,trzebnicki,dolnośląskie,8232,5746,5763,124,300,2382,772,10,112,2,14,2029,4,14
22005,gm. Zawonia,trzebnicki,dolnośląskie,4711,2775,2772,47,228,1322,333,7,47,3,8,774,2,1
22006,gm. Żmigród,trzebnicki,dolnośląskie,11683,6538,6547,143,454,3044,829,13,230,4,11,1802,7,10
22101,m. Boguszów-Gorce,wałbrzyski,dolnośląskie,11755,6285,6287,174,326,2172,1125,4,96,2,10,2359,2,17
22102,m. Jedlina-Zdrój,wałbrzyski,dolnośląskie,3725,2255,2285,54,107,731,396,2,44,2,1,943,1,4
22103,m. Szczawno-Zdrój,wałbrzyski,dolnośląskie,4502,3011,3066,100,133,895,445,3,40,0,5,1436,3,6
22104,gm. Czarny Bór,wałbrzyski,dolnośląskie,3818,2367,2383,50,164,1055,348,2,59,2,2,700,1,0
22105,gm. Głuszyca,wałbrzyski,dolnośląskie,6789,3781,3802,85,235,1325,648,7,80,3,9,1401,0,9
22106,gm. Mieroszów,wałbrzyski,dolnośląskie,5291,2955,2946,59,187,1105,391,4,53,4,7,1119,3,14
22107,gm. Stare Bogaczowice,wałbrzyski,dolnośląskie,3334,2129,2130,39,85,868,375,7,33,2,0,716,2,3
22108,gm. Walim,wałbrzyski,dolnośląskie,4434,2585,2596,50,177,1033,408,4,62,2,6,844,3,7
22201,gm. Brzeg Dolny,wołowski,dolnośląskie,12592,7941,7939,197,542,3131,1176,5,128,6,11,2711,14,18
22202,gm. Wińsko,wołowski,dolnośląskie,6681,3739,3762,61,235,2351,355,4,78,5,2,663,2,6
22203,gm. Wołów,wołowski,dolnośląskie,18646,11126,11150,228,712,5061,1476,22,238,14,11,3346,16,26
22301,gm. Czernica,wrocławski,dolnośląskie,12667,9675,9736,203,758,3010,1442,18,192,6,15,4051,14,27
22302,gm. Długołęka,wrocławski,dolnośląskie,25922,19000,19103,478,1324,6498,3157,39,404,15,41,7052,36,59
22303,gm. Jordanów Śląski,wrocławski,dolnośląskie,2546,1834,1826,47,123,955,240,6,53,1,0,392,3,6
22304,gm. Kąty Wrocławskie,wrocławski,dolnośląskie,18948,13074,13118,286,939,4690,1839,22,286,13,24,4970,21,28
22305,gm. Kobierzyce,wrocławski,dolnośląskie,15551,11277,11339,246,742,3363,1744,25,209,9,21,4926,21,33
22306,gm. Mietków,wrocławski,dolnośląskie,3101,1994,1998,40,143,926,245,4,80,1,7,545,2,5
22307,gm. Sobótka,wrocławski,dolnośląskie,10203,6182,6224,156,486,2719,751,11,140,5,14,1923,9,10
22308,gm. Siechnice,wrocławski,dolnośląskie,17355,12724,12860,299,969,3986,2117,23,255,12,30,5120,17,32
22309,gm. Żórawina,wrocławski,dolnośląskie,8656,5961,5969,124,395,2184,886,15,116,0,2,2231,5,11
22401,gm. Bardo,ząbkowicki,dolnośląskie,4237,2379,2399,51,98,1053,362,10,66,2,8,745,1,3
22402,gm. Ciepłowody,ząbkowicki,dolnośląskie,2471,1463,1463,27,67,806,158,0,27,5,4,361,3,5
22403,gm. Kamieniec Ząbkowicki,ząbkowicki,dolnośląskie,6537,3706,3737,70,189,1783,435,5,101,2,6,1138,3,5
22404,gm. Stoszowice,ząbkowicki,dolnośląskie,4306,2415,2420,43,118,1243,267,4,127,4,0,607,3,4
22405,gm. Ząbkowice Śląskie,ząbkowicki,dolnośląskie,17078,10150,10192,169,550,4532,1201,7,266,4,15,3431,8,9
22406,gm. Ziębice,ząbkowicki,dolnośląskie,13493,7501,7538,114,348,3996,713,16,236,7,12,2078,6,12
22407,gm. Złoty Stok,ząbkowicki,dolnośląskie,3576,2045,2051,52,138,942,222,8,64,2,2,611,6,4
22501,m. Zawidów,zgorzelecki,dolnośląskie,3239,1932,1944,42,129,761,322,2,32,0,5,646,2,3
22502,m. Zgorzelec,zgorzelecki,dolnośląskie,23874,15112,15189,373,775,5515,2434,22,208,24,16,5779,20,23
22503,gm. Bogatynia,zgorzelecki,dolnośląskie,17847,10693,10685,278,732,4443,1936,20,184,7,12,3036,12,25
22504,gm. Pieńsk,zgorzelecki,dolnośląskie,6926,3672,3691,70,270,1552,627,3,70,0,3,1083,1,12
22505,gm. Sulików,zgorzelecki,dolnośląskie,4702,2722,2745,36,184,1419,396,7,51,1,2,645,2,2
22506,gm. Węgliniec,zgorzelecki,dolnośląskie,6504,3607,3610,60,234,1570,525,7,51,5,7,1134,7,10
22507,gm. Zgorzelec,zgorzelecki,dolnośląskie,6637,4006,4001,77,222,1741,723,12,75,1,7,1130,7,6
22601,m. Wojcieszów,złotoryjski,dolnośląskie,2850,1557,1561,36,63,643,232,0,22,0,2,558,2,3
22602,m. Złotoryja,złotoryjski,dolnośląskie,12116,7532,7553,162,349,3002,1093,17,120,8,6,2774,7,15
22603,gm. Pielgrzymka,złotoryjski,dolnośląskie,3595,1972,1971,36,111,947,354,2,68,0,3,440,3,7
22604,gm. Świerzawa,złotoryjski,dolnośląskie,5942,3280,3287,58,178,1428,505,5,85,3,7,1002,4,12
22605,gm. Zagrodno,złotoryjski,dolnośląskie,4171,2457,2457,31,114,1483,264,11,64,3,5,476,1,5
22606,gm. Złotoryja,złotoryjski,dolnośląskie,5440,3288,3303,47,178,1626,418,10,56,3,6,953,0,6
26101,m. Jelenia Góra,Jelenia Góra,dolnośląskie,61184,38685,38831,1082,1945,12048,5198,62,596,47,68,17654,58,73
26201,m. Legnica,Legnica,dolnośląskie,73001,45499,45671,1092,2849,17842,5918,63,758,45,77,16876,54,97
26401,m. Wrocław,Wrocław,dolnośląskie,503769,353039,355769,13898,25592,99770,51028,714,6381,362,760,154972,946,1346
26501,m. Wałbrzych,Wałbrzych,dolnośląskie,82943,47414,47506,1220,2256,16048,6822,56,715,30,71,20142,63,83
40101,m. Aleksandrów Kujawski,aleksandrowski,kujawsko-pomorskie,9539,5583,5581,126,388,2161,751,6,93,8,9,2023,1,15
40102,m. Ciechocinek,aleksandrowski,kujawsko-pomorskie,8870,6399,6493,126,325,2626,644,7,112,6,7,2630,6,4
40103,m. Nieszawa,aleksandrowski,kujawsko-pomorskie,1522,915,910,25,55,418,118,2,25,1,0,259,2,5
40104,gm. Aleksandrów Kujawski,aleksandrowski,kujawsko-pomorskie,9121,5304,5325,101,424,2593,738,5,156,2,3,1284,6,13
40105,gm. Bądkowo,aleksandrowski,kujawsko-pomorskie,3405,2009,2012,47,130,1094,269,1,99,3,2,362,3,2
40106,gm. Koneck,aleksandrowski,kujawsko-pomorskie,2632,1424,1427,15,91,842,166,1,64,1,8,233,2,4
40107,gm. Raciążek,aleksandrowski,kujawsko-pomorskie,2551,1540,1550,27,112,781,165,3,29,4,3,422,0,4
40108,gm. Waganiec,aleksandrowski,kujawsko-pomorskie,3609,2151,2158,24,126,1333,226,4,70,3,4,362,2,4
40109,gm. Zakrzewo,aleksandrowski,kujawsko-pomorskie,2815,1616,1616,44,82,814,236,4,84,1,1,347,1,2
40201,m. Brodnica,brodnicki,kujawsko-pomorskie,21262,13045,13116,225,696,5040,2137,29,276,15,17,4641,15,25
40202,gm. Bobrowo,brodnicki,kujawsko-pomorskie,5053,2759,2764,42,117,1560,370,6,92,2,4,562,3,6
40203,gm. Brodnica,brodnicki,kujawsko-pomorskie,6412,3734,3729,60,219,1602,652,9,145,3,4,1026,2,7
40204,gm. Brzozie,brodnicki,kujawsko-pomorskie,2969,1868,1884,24,105,1180,223,0,63,0,1,286,1,1
40205,gm. Górzno,brodnicki,kujawsko-pomorskie,3151,1834,1833,24,82,1063,264,3,78,2,1,310,1,5
40206,gm. Bartniczka,brodnicki,kujawsko-pomorskie,3626,2053,2046,13,118,1225,272,2,106,5,4,295,1,5
40207,gm. Jabłonowo Pomorskie,brodnicki,kujawsko-pomorskie,6987,3713,3742,52,329,1929,528,5,150,3,9,723,3,11
40208,gm. Osiek,brodnicki,kujawsko-pomorskie,3113,1638,1638,23,97,978,189,2,72,1,5,270,1,0
40209,gm. Świedziebnia,brodnicki,kujawsko-pomorskie,4060,2187,2186,19,122,1311,204,2,184,3,0,334,0,7
40210,gm. Zbiczno,brodnicki,kujawsko-pomorskie,3951,2410,2417,32,136,1068,371,2,129,6,2,665,3,3
40301,gm. Białe Błota,bydgoski,kujawsko-pomorskie,16805,11713,11743,294,742,3157,2508,14,206,5,25,4741,18,33
40302,gm. Dąbrowa Chełmińska,bydgoski,kujawsko-pomorskie,6426,3819,3835,97,286,1507,764,11,108,1,8,1033,8,12
40303,gm. Dobrcz,bydgoski,kujawsko-pomorskie,9057,5768,5795,111,350,2124,1180,9,161,9,9,1828,2,12
40304,gm. Koronowo,bydgoski,kujawsko-pomorskie,18842,10890,10932,277,526,4433,1870,10,276,14,11,3475,13,27
40305,gm. Nowa Wieś Wielka,bydgoski,kujawsko-pomorskie,7754,4833,4855,114,320,1564,1041,7,98,6,4,1683,8,10
40306,gm. Osielsko,bydgoski,kujawsko-pomorskie,10926,8421,8516,262,452,1982,1560,10,165,11,9,4046,5,14
40307,gm. Sicienko,bydgoski,kujawsko-pomorskie,7990,5057,5057,102,310,1796,956,12,134,6,3,1723,5,10
40308,gm. Solec Kujawski,bydgoski,kujawsko-pomorskie,12296,7978,8008,164,554,2544,1565,9,131,6,12,2978,12,33
40401,m. Chełmno,chełmiński,kujawsko-pomorskie,14197,8357,8410,185,426,2927,1340,19,144,5,7,3335,9,13
40402,gm. Chełmno,chełmiński,kujawsko-pomorskie,4592,2345,2344,41,153,986,391,2,127,3,2,632,2,5
40403,gm. Kijewo Królewskie,chełmiński,kujawsko-pomorskie,3453,2092,2102,46,137,981,380,6,64,2,1,480,1,4
40404,gm. Lisewo,chełmiński,kujawsko-pomorskie,3888,2122,2138,43,145,1102,277,1,64,5,4,494,0,3
40405,gm. Papowo Biskupie,chełmiński,kujawsko-pomorskie,3330,1641,1639,18,104,830,261,4,52,1,1,359,1,8
40406,gm. Stolno,chełmiński,kujawsko-pomorskie,4032,2264,2253,50,153,1069,384,2,84,1,0,506,2,2
40407,gm. Unisław,chełmiński,kujawsko-pomorskie,5261,3009,3031,69,195,1383,546,3,60,0,5,762,1,7
40501,m. Golub-Dobrzyń,golubsko-dobrzyński,kujawsko-pomorskie,9358,5469,5483,130,289,2439,773,10,87,2,10,1725,7,11
40502,gm. Ciechocin,golubsko-dobrzyński,kujawsko-pomorskie,3207,1877,1877,50,134,1038,227,2,75,2,3,345,0,1
40503,gm. Golub-Dobrzyń,golubsko-dobrzyński,kujawsko-pomorskie,7071,3884,3899,57,187,2023,552,8,141,6,2,909,10,4
40504,gm. Kowalewo Pomorskie,golubsko-dobrzyński,kujawsko-pomorskie,8881,5093,5113,112,355,2426,828,8,178,5,6,1182,5,8
40505,gm. Radomin,golubsko-dobrzyński,kujawsko-pomorskie,3253,1851,1867,17,119,1194,201,3,61,1,2,262,1,6
40506,gm. Zbójno,golubsko-dobrzyński,kujawsko-pomorskie,3415,1877,1870,27,96,1101,264,1,59,0,5,312,2,3
40601,gm. Grudziądz,grudziądzki,kujawsko-pomorskie,9590,5622,5633,143,429,2143,928,4,149,6,7,1802,8,14
40602,gm. Gruta,grudziądzki,kujawsko-pomorskie,5016,2758,2764,44,202,1479,351,0,94,3,2,579,5,5
40603,gm. Łasin,grudziądzki,kujawsko-pomorskie,6059,3130,3158,58,172,1683,396,8,103,4,0,728,1,5
40604,gm. Radzyń Chełmiński,grudziądzki,kujawsko-pomorskie,3665,1875,1880,35,157,987,227,4,70,1,6,386,4,3
40605,gm. Rogóźno,grudziądzki,kujawsko-pomorskie,3183,1713,1708,27,113,883,253,2,88,2,2,334,2,2
40606,gm. Świecie nad Osą,grudziądzki,kujawsko-pomorskie,3273,1518,1525,18,96,897,195,2,39,2,4,272,0,0
40701,m. Inowrocław,inowrocławski,kujawsko-pomorskie,55949,34964,35153,900,1752,11683,5260,46,672,25,45,14658,47,65
40702,gm. Dąbrowa Biskupia,inowrocławski,kujawsko-pomorskie,3955,2098,2102,28,120,1116,290,3,85,2,3,448,5,2
40703,gm. Gniewkowo,inowrocławski,kujawsko-pomorskie,11032,6262,6289,110,535,2780,927,15,205,6,11,1681,7,12
40704,gm. Inowrocław,inowrocławski,kujawsko-pomorskie,9404,5553,5562,113,374,2437,842,11,188,3,9,1572,3,10
40705,gm. Janikowo,inowrocławski,kujawsko-pomorskie,10396,6011,6045,130,402,2588,904,16,173,10,3,1799,9,11
40706,gm. Kruszwica,inowrocławski,kujawsko-pomorskie,15325,8496,8500,167,506,4087,1019,3,294,8,12,2387,7,10
40707,gm. Pakość,inowrocławski,kujawsko-pomorskie,7665,4378,4401,73,304,1894,683,8,128,5,5,1287,3,11
40708,gm. Rojewo,inowrocławski,kujawsko-pomorskie,3612,1960,1963,30,157,1051,246,3,70,2,2,395,2,5
40709,gm. Złotniki Kujawskie,inowrocławski,kujawsko-pomorskie,7154,4051,4063,84,256,1868,667,2,126,3,2,1047,4,4
40801,m. Lipno,lipnowski,kujawsko-pomorskie,11196,6029,6045,151,328,2468,833,6,213,8,11,2007,5,15
40802,gm. Bobrowniki,lipnowski,kujawsko-pomorskie,2451,1324,1335,28,57,656,191,1,114,0,3,282,1,2
