Kod TERYT,Gmina,Powiat,Województwo,registered_voters,ballots_cast,valid_votes,biedroń,bosak,duda,hołownia,jakubiak,kosiniak-kamysz,piotrowski,tanajno,trzaskowksi,witkowski,żółtek
261302,gm. Krasocin,włoszczowski,świętokrzyskie,8449,5379,5374,58,461,3615,450,12,144,5,6,614,2,7
261303,gm. Moskorzew,włoszczowski,świętokrzyskie,2310,1372,1376,37,68,973,99,1,48,1,0,144,4,1
261304,gm. Radków,włoszczowski,świętokrzyskie,2112,1238,1252,12,73,797,108,2,87,0,0,168,1,4
261305,gm. Secemin,włoszczowski,świętokrzyskie,3997,2348,2341,37,154,1526,186,4,102,3,1,320,2,6
261306,gm. Włoszczowa,włoszczowski,świętokrzyskie,15757,9973,9978,208,760,5902,948,19,453,9,12,1634,7,26
266101,m. Kielce,Kielce,świętokrzyskie,149357,101037,101582,2292,7479,41013,12742,183,2119,95,143,35147,137,232
280101,m. Bartoszyce,bartoszycki,warmińsko-mazurskie,18087,10715,10695,221,653,4109,1638,11,196,10,25,3792,13,27
280102,m. Górowo Iławeckie,bartoszycki,warmińsko-mazurskie,3168,1695,1698,28,86,667,188,2,33,0,0,692,0,2
280103,gm. Bartoszyce,bartoszycki,warmińsko-mazurskie,8392,4210,4212,61,306,2084,599,6,151,1,7,983,5,9
280104,gm. Bisztynek,bartoszycki,warmińsko-mazurskie,4936,2248,2247,38,155,1019,316,2,40,1,4,667,0,5
280105,gm. Górowo Iławeckie,bartoszycki,warmińsko-mazurskie,6568,2726,2709,45,136,1180,340,2,80,4,1,910,7,4
280106,gm. Sępopol,bartoszycki,warmińsko-mazurskie,4866,2233,2229,39,102,1171,319,8,51,2,2,529,1,5
280201,m. Braniewo,braniewski,warmińsko-mazurskie,13277,7443,7469,161,450,2542,1470,6,170,9,10,2624,10,17
280202,gm. Braniewo,braniewski,warmińsko-mazurskie,4764,2148,2146,27,134,982,383,1,102,2,3,505,2,5
280203,gm. Frombork,braniewski,warmińsko-mazurskie,3024,1575,1586,33,106,581,244,3,39,0,4,570,4,2
280204,gm. Lelkowo,braniewski,warmińsko-mazurskie,2356,954,950,22,48,511,109,0,28,0,0,229,1,2
280205,gm. Pieniężno,braniewski,warmińsko-mazurskie,5070,2445,2450,39,125,1328,324,1,63,1,2,566,0,1
280206,gm. Płoskinia,braniewski,warmińsko-mazurskie,2017,955,953,12,58,432,179,2,27,3,3,234,1,2
280207,gm. Wilczęta,braniewski,warmińsko-mazurskie,2272,1086,1080,25,56,536,127,0,51,1,4,278,1,1
280301,m. Działdowo,działdowski,warmińsko-mazurskie,16512,10064,10046,195,475,4127,1926,18,220,6,14,3039,11,15
280302,gm. Działdowo,działdowski,warmińsko-mazurskie,7329,3791,3777,43,193,2099,634,8,87,2,1,696,2,12
280303,gm. Iłowo-Osada,działdowski,warmińsko-mazurskie,5558,3091,3091,57,243,1639,439,5,79,1,3,620,3,2
280304,gm. Lidzbark,działdowski,warmińsko-mazurskie,11519,6184,6179,115,361,3172,876,7,185,5,7,1434,5,12
280305,gm. Płośnica,działdowski,warmińsko-mazurskie,4476,2410,2404,41,138,1393,311,3,121,1,2,392,1,1
280306,gm. Rybno,działdowski,warmińsko-mazurskie,5755,3387,3381,42,201,1942,442,4,100,5,3,636,2,4
280401,gm. Elbląg,elbląski,warmińsko-mazurskie,5745,3089,3091,63,192,1267,506,7,78,2,4,959,4,9
280402,gm. Godkowo,elbląski,warmińsko-mazurskie,2468,1113,1127,23,50,674,139,0,36,1,0,204,0,0
280403,gm. Gronowo Elbląskie,elbląski,warmińsko-mazurskie,3851,1949,1949,37,111,810,313,4,50,1,0,617,3,3
280404,gm. Markusy,elbląski,warmińsko-mazurskie,3110,1431,1438,24,66,742,215,3,39,1,0,346,0,2
280405,gm. Milejewo,elbląski,warmińsko-mazurskie,2672,1490,1484,16,127,629,229,2,42,0,0,436,1,2
280406,gm. Młynary,elbląski,warmińsko-mazurskie,3533,1813,1821,24,111,827,260,2,63,1,4,525,2,2
280407,gm. Pasłęk,elbląski,warmińsko-mazurskie,14999,7996,8024,136,497,3133,1178,13,233,6,8,2790,12,18
280408,gm. Rychliki,elbląski,warmińsko-mazurskie,2982,1331,1334,20,60,634,191,6,62,1,1,357,0,2
280409,gm. Tolkmicko,elbląski,warmińsko-mazurskie,5168,2670,2681,45,167,1185,439,2,73,3,2,760,1,4
280501,m. Ełk,ełcki,warmińsko-mazurskie,45100,24619,24732,518,2203,9494,4011,37,522,36,44,7777,24,66
280502,gm. Ełk,ełcki,warmińsko-mazurskie,9076,4709,4706,89,418,1986,714,13,125,8,14,1322,5,12
280503,gm. Kalinowo,ełcki,warmińsko-mazurskie,5274,2393,2398,36,170,1404,280,4,61,2,2,429,2,8
280504,gm. Prostki,ełcki,warmińsko-mazurskie,5592,2385,2420,31,128,1388,315,10,57,5,3,473,4,6
280505,gm. Stare Juchy,ełcki,warmińsko-mazurskie,3119,1508,1514,20,116,652,200,1,38,0,1,481,0,5
280601,m. Giżycko,giżycki,warmińsko-mazurskie,23417,13922,13959,287,850,4375,2232,22,293,15,28,5812,19,26
280604,gm. Giżycko,giżycki,warmińsko-mazurskie,7642,4615,4641,92,258,1556,780,12,101,2,7,1813,6,14
280605,gm. Kruklanki,giżycki,warmińsko-mazurskie,2600,1451,1453,35,91,487,241,2,53,4,1,535,3,1
280606,gm. Miłki,giżycki,warmińsko-mazurskie,3444,1854,1855,23,107,769,251,6,65,3,4,619,1,7
280608,gm. Ryn,giżycki,warmińsko-mazurskie,5166,2905,2907,59,191,1167,394,4,67,4,3,1013,2,3
280610,gm. Wydminy,giżycki,warmińsko-mazurskie,5238,2611,2613,33,167,1196,378,1,144,6,2,675,5,6
280701,m. Iława,iławski,warmińsko-mazurskie,26576,16628,16711,436,1067,6380,2270,37,348,14,30,6075,27,27
280702,m. Lubawa,iławski,warmińsko-mazurskie,7510,4809,4839,105,419,2145,733,6,112,4,5,1294,10,6
280703,gm. Iława,iławski,warmińsko-mazurskie,10032,5551,5562,106,458,2569,718,10,200,5,7,1467,7,15
280704,gm. Kisielice,iławski,warmińsko-mazurskie,4718,2408,2400,27,128,1403,255,6,65,2,6,503,2,3
280705,gm. Lubawa,iławski,warmińsko-mazurskie,8210,4884,4889,53,425,3047,572,15,163,10,5,581,5,13
280706,gm. Susz,iławski,warmińsko-mazurskie,9486,4850,4854,110,391,2462,550,3,96,4,6,1220,4,8
280707,gm. Zalewo,iławski,warmińsko-mazurskie,5598,2527,2555,46,168,1172,397,3,59,1,8,695,2,4
280801,m. Kętrzyn,kętrzyński,warmińsko-mazurskie,21283,12168,12213,287,708,4331,1942,14,277,11,15,4593,15,20
280802,gm. Barciany,kętrzyński,warmińsko-mazurskie,4793,2034,2031,36,97,1065,227,2,93,3,3,500,2,3
280803,gm. Kętrzyn,kętrzyński,warmińsko-mazurskie,6275,2985,2982,70,218,1276,483,6,113,5,4,802,2,3
280804,gm. Korsze,kętrzyński,warmińsko-mazurskie,7832,3556,3588,97,242,1779,447,5,88,3,2,916,2,7
280805,gm. Reszel,kętrzyński,warmińsko-mazurskie,6107,3281,3300,77,208,1290,490,9,99,3,10,1107,0,7
280806,gm. Srokowo,kętrzyński,warmińsko-mazurskie,3091,1527,1527,33,78,660,224,3,60,3,7,453,2,4
280901,m. Lidzbark Warmiński,lidzbarski,warmińsko-mazurskie,12046,7157,7176,165,474,2338,980,13,190,12,7,2975,11,11
280902,gm. Kiwity,lidzbarski,warmińsko-mazurskie,2682,1354,1353,17,122,681,167,0,57,0,0,307,0,2
280903,gm. Lidzbark Warmiński,lidzbarski,warmińsko-mazurskie,5346,2513,2513,52,187,1103,349,5,78,4,4,722,5,4
280904,gm. Lubomino,lidzbarski,warmińsko-mazurskie,2775,1311,1312,27,88,661,155,0,35,0,2,339,2,3
280905,gm. Orneta,lidzbarski,warmińsko-mazurskie,9332,4797,4816,93,275,2170,596,6,103,1,6,1555,5,6
281001,m. Mrągowo,mrągowski,warmińsko-mazurskie,16989,10258,10256,236,702,3595,1707,16,226,7,19,3714,12,22
281002,gm. Mikołajki,mrągowski,warmińsko-mazurskie,7341,4385,4389,87,247,1470,729,8,86,2,10,1741,5,4
281003,gm. Mrągowo,mrągowski,warmińsko-mazurskie,6475,3508,3514,58,279,1367,577,8,105,1,4,1108,2,5
281004,gm. Piecki,mrągowski,warmińsko-mazurskie,6356,3398,3401,56,265,1499,546,4,99,2,5,916,4,5
281005,gm. Sorkwity,mrągowski,warmińsko-mazurskie,3864,2055,2053,29,135,876,264,1,59,2,3,681,2,1
281101,gm. Janowiec Kościelny,nidzicki,warmińsko-mazurskie,2539,1370,1371,20,87,880,103,2,56,2,0,220,1,0
281102,gm. Janowo,nidzicki,warmińsko-mazurskie,2106,1097,1096,19,84,637,106,2,31,0,3,210,0,4
281103,gm. Kozłowo,nidzicki,warmińsko-mazurskie,4572,2131,2131,34,139,1285,230,4,52,1,3,379,2,2
281104,gm. Nidzica,nidzicki,warmińsko-mazurskie,16432,9322,9369,162,621,4208,1218,19,207,8,6,2891,10,19
281201,m. Nowe Miasto Lubawskie,nowomiejski,warmińsko-mazurskie,8271,4843,4866,95,259,2026,721,6,151,6,5,1575,11,11
281202,gm. Biskupiec,nowomiejski,warmińsko-mazurskie,7424,4003,4002,56,228,2211,394,5,227,5,10,859,2,5
281203,gm. Grodziczno,nowomiejski,warmińsko-mazurskie,4966,3022,3033,32,172,2041,289,4,97,7,2,376,2,11
281204,gm. Kurzętnik,nowomiejski,warmińsko-mazurskie,6906,3983,3979,53,249,2415,403,7,174,7,4,658,3,6
281205,gm. Nowe Miasto Lubawskie,nowomiejski,warmińsko-mazurskie,6319,3606,3602,60,218,1990,490,6,152,6,3,666,1,10
281303,gm. Kowale Oleckie,olecki,warmińsko-mazurskie,3870,1607,1599,38,122,817,233,3,37,3,1,339,3,3
281304,gm. Olecko,olecki,warmińsko-mazurskie,16425,9051,9097,157,604,3984,1473,14,218,6,17,2601,4,19
281305,gm. Świętajno,olecki,warmińsko-mazurskie,3086,1368,1369,14,85,702,196,3,30,2,3,331,0,3
281306,gm. Wieliczki,olecki,warmińsko-mazurskie,2603,1293,1295,23,140,743,142,2,33,0,4,207,1,0
281401,gm. Barczewo,olsztyński,warmińsko-mazurskie,14384,8448,8432,226,637,2928,1242,16,188,10,16,3149,7,13
281402,gm. Biskupiec,olsztyński,warmińsko-mazurskie,14735,7779,7790,152,422,3052,1054,17,237,6,9,2822,4,15
281403,gm. Dobre Miasto,olsztyński,warmińsko-mazurskie,12297,6836,6838,136,650,2787,968,10,155,10,8,2096,6,12
281404,gm. Dywity,olsztyński,warmińsko-mazurskie,9485,6239,6251,164,452,1792,1173,15,149,5,12,2471,4,14
281405,gm. Gietrzwałd,olsztyński,warmińsko-mazurskie,5451,3314,3315,86,237,1007,544,11,78,2,6,1338,1,5
281406,gm. Jeziorany,olsztyński,warmińsko-mazurskie,6013,2879,2887,77,245,1348,340,7,108,3,7,743,4,5
281407,gm. Jonkowo,olsztyński,warmińsko-mazurskie,5876,3557,3567,94,271,1039,640,10,91,2,8,1393,8,11
281408,gm. Kolno,olsztyński,warmińsko-mazurskie,2545,1204,1197,21,84,598,151,5,42,4,5,286,0,1
281409,gm. Olsztynek,olsztyński,warmińsko-mazurskie,11056,6166,6167,137,418,2492,739,7,150,3,10,2191,9,11
281410,gm. Purda,olsztyński,warmińsko-mazurskie,6959,4030,4052,104,276,1415,615,5,94,2,8,1514,11,8
281411,gm. Stawiguda,olsztyński,warmińsko-mazurskie,8704,6272,6280,157,496,1397,1217,20,151,4,8,2811,8,11
281412,gm. Świątki,olsztyński,warmińsko-mazurskie,3104,1508,1510,36,114,726,215,4,46,1,3,359,4,2
281501,m. Ostróda,ostródzki,warmińsko-mazurskie,25098,15792,15800,411,853,5132,2624,24,311,11,20,6365,20,29
281502,gm. Dąbrówno,ostródzki,warmińsko-mazurskie,3390,1702,1697,46,113,933,197,3,24,0,0,377,0,4
281503,gm. Grunwald,ostródzki,warmińsko-mazurskie,4267,2119,2105,41,92,1078,269,7,76,2,2,527,1,10
281504,gm. Łukta,ostródzki,warmińsko-mazurskie,3725,1992,1987,35,143,688,343,3,60,2,4,703,3,3
281505,gm. Małdyty,ostródzki,warmińsko-mazurskie,4961,2267,2268,48,121,994,409,8,60,3,5,616,4,0
281506,gm. Miłakowo,ostródzki,warmińsko-mazurskie,4313,2095,2098,34,146,980,292,3,63,2,3,568,5,2
281507,gm. Miłomłyn,ostródzki,warmińsko-mazurskie,4089,2125,2144,45,127,822,350,3,40,3,2,747,1,4
281508,gm. Morąg,ostródzki,warmińsko-mazurskie,18932,10392,10406,198,557,4097,1636,6,216,9,8,3646,12,21
281509,gm. Ostróda,ostródzki,warmińsko-mazurskie,12440,7101,7120,183,552,2884,1157,14,234,14,13,2043,10,16
281601,gm. Biała Piska,piski,warmińsko-mazurskie,8912,4191,4180,37,266,2525,401,5,87,0,5,851,0,3
281602,gm. Orzysz,piski,warmińsko-mazurskie,7261,3878,3888,73,253,1769,574,3,142,2,4,1059,4,5
281603,gm. Pisz,piski,warmińsko-mazurskie,21599,11782,11782,190,1020,5976,1337,15,273,12,19,2911,8,21
281604,gm. Ruciane-Nida,piski,warmińsko-mazurskie,7588,4661,4655,74,386,1883,541,8,103,4,10,1635,2,9
281701,m. Szczytno,szczycieński,warmińsko-mazurskie,18346,11316,11348,266,685,4663,1483,23,299,11,24,3860,12,22
281702,gm. Dźwierzuty,szczycieński,warmińsko-mazurskie,5462,2591,2602,50,179,1257,323,6,98,2,1,679,4,3
281703,gm. Jedwabno,szczycieński,warmińsko-mazurskie,3480,1950,1941,47,99,816,283,1,47,2,6,630,6,4
281704,gm. Pasym,szczycieński,warmińsko-mazurskie,4594,2509,2522,40,223,1073,377,1,61,1,1,738,3,4
281705,gm. Rozogi,szczycieński,warmińsko-mazurskie,4494,2156,2159,18,163,1396,209,4,72,0,4,290,2,1
281706,gm. Szczytno,szczycieński,warmińsko-mazurskie,10181,5879,5882,142,405,2617,790,12,164,5,6,1706,23,12
281707,gm. Świętajno,szczycieński,warmińsko-mazurskie,5108,2827,2825,64,158,1405,314,7,81,1,3,784,4,4
281708,gm. Wielbark,szczycieński,warmińsko-mazurskie,5074,2431,2430,28,152,1346,307,4,91,0,3,499,0,0
281801,gm. Banie Mazurskie,gołdapski,warmińsko-mazurskie,3013,1383,1382,30,60,596,250,1,42,1,3,398,0,1
281802,gm. Dubeninki,gołdapski,warmińsko-mazurskie,2338,1087,1097,22,54,600,164,3,24,2,0,225,2,1
281803,gm. Gołdap,gołdapski,warmińsko-mazurskie,15638,8108,8153,160,482,3061,1541,14,147,6,12,2707,8,15
281901,gm. Budry,węgorzewski,warmińsko-mazurskie,2319,1068,1068,20,59,574,142,1,46,2,1,220,1,2
281902,gm. Pozezdrze,węgorzewski,warmińsko-mazurskie,2834,1481,1476,28,69,628,228,4,51,5,5,451,3,4
281903,gm. Węgorzewo,węgorzewski,warmińsko-mazurskie,13540,7664,7665,159,493,2661,1172,12,210,11,9,2912,8,18
286101,m. Elbląg,Elbląg,warmińsko-mazurskie,88963,54212,54333,1341,3164,19753,8285,84,1022,44,82,20374,78,106
286201,m. Olsztyn,Olsztyn,warmińsko-mazurskie,129389,87118,87401,2884,6494,25976,13196,159,1755,109,152,36313,134,229
300101,m. Chodzież,chodzieski,wielkopolskie,14683,9697,9721,239,460,2709,1898,9,221,13,8,4122,23,19
300102,gm. Budzyń,chodzieski,wielkopolskie,6515,3885,3878,77,210,1431,724,3,144,3,4,1265,9,8
300103,gm. Chodzież,chodzieski,wielkopolskie,4624,2939,2938,62,159,966,647,4,102,0,3,983,4,8
300104,gm. Margonin,chodzieski,wielkopolskie,4997,3289,3298,59,175,1194,638,7,173,5,4,1035,1,7
300105,gm. Szamocin,chodzieski,wielkopolskie,5820,3387,3398,63,198,1352,772,6,111,2,4,885,0,5
300201,m. Czarnków,czarnkowsko-trzcianecki,wielkopolskie,8339,5359,5398,118,293,1620,985,5,120,7,9,2219,16,6
300202,gm. Czarnków,czarnkowsko-trzcianecki,wielkopolskie,8782,5141,5140,77,307,2120,988,6,176,10,9,1433,7,7
300203,gm. Drawsko,czarnkowsko-trzcianecki,wielkopolskie,4675,2904,2902,50,136,1381,541,3,91,3,5,677,7,8
300204,gm. Krzyż Wielkopolski,czarnkowsko-trzcianecki,wielkopolskie,6731,3822,3841,68,166,1469,788,4,65,1,7,1259,10,4
300205,gm. Lubasz,czarnkowsko-trzcianecki,wielkopolskie,5892,3678,3706,75,250,1440,657,4,163,1,8,1092,6,10
300206,gm. Połajewo,czarnkowsko-trzcianecki,wielkopolskie,4779,2914,2913,37,196,1416,519,5,100,1,2,626,5,6
300207,gm. Trzcianka,czarnkowsko-trzcianecki,wielkopolskie,18286,11000,11078,185,603,3621,2105,10,283,11,14,4210,18,18
300208,gm. Wieleń,czarnkowsko-trzcianecki,wielkopolskie,9538,5531,5553,101,207,2459,1084,5,174,9,7,1491,7,9
300301,m. Gniezno,gnieźnieński,wielkopolskie,52260,33754,33970,895,1983,11569,6502,53,482,33,37,12271,48,97
300302,gm. Czerniejewo,gnieźnieński,wielkopolskie,6177,3840,3851,68,226,1779,657,3,102,7,2,996,4,7
300303,gm. Gniezno,gnieźnieński,wielkopolskie,9260,6115,6125,144,421,2242,1286,13,218,5,8,1764,9,15
300304,gm. Kiszkowo,gnieźnieński,wielkopolskie,4238,2568,2579,51,154,1178,425,3,107,2,1,650,3,5
300305,gm. Kłecko,gnieźnieński,wielkopolskie,5785,3638,3653,74,222,1793,646,3,116,0,4,785,6,4
300306,gm. Łubowo,gnieźnieński,wielkopolskie,5006,3226,3244,70,180,1309,652,3,84,1,2,934,3,6
300307,gm. Mieleszyn,gnieźnieński,wielkopolskie,3050,1761,1768,40,97,936,289,1,57,0,3,343,2,0
300308,gm. Niechanowo,gnieźnieński,wielkopolskie,4576,2874,2871,52,191,1441,506,4,76,3,4,580,8,6
300309,gm. Trzemeszno,gnieźnieński,wielkopolskie,10937,6109,6117,134,357,2725,1060,13,182,7,9,1600,12,18
300310,gm. Witkowo,gnieźnieński,wielkopolskie,10553,6731,6745,141,363,3033,1118,9,152,11,17,1879,10,12
300401,gm. Borek Wielkopolski,gostyński,wielkopolskie,5844,3286,3344,55,230,1714,539,2,123,3,10,655,6,7
300402,gm. Gostyń,gostyński,wielkopolskie,21780,13859,13954,283,1416,5661,2176,28,386,8,12,3927,27,30
300403,gm. Krobia,gostyński,wielkopolskie,10074,5806,5820,100,535,3082,736,9,138,4,6,1189,8,13
300404,gm. Pępowo,gostyński,wielkopolskie,4704,2909,2918,36,290,1619,323,8,100,3,1,530,2,6
300405,gm. Piaski,gostyński,wielkopolskie,6769,3960,4022,68,427,1915,508,6,124,4,9,945,8,8
300406,gm. Pogorzela,gostyński,wielkopolskie,3890,2161,2167,29,171,1107,297,3,123,0,3,428,1,5
300407,gm. Poniec,gostyński,wielkopolskie,6036,3311,3313,60,313,1736,419,5,92,6,3,670,5,4
300501,gm. Granowo,grodziski,wielkopolskie,3862,2395,2411,39,183,1204,380,5,72,2,3,509,7,7
300502,gm. Grodzisk Wielkopolski,grodziski,wielkopolskie,15156,9564,9612,209,646,3669,1982,13,224,7,10,2824,10,18
300503,gm. Kamieniec,grodziski,wielkopolskie,5040,2969,2963,47,166,1500,476,3,116,0,2,641,6,6
300504,gm. Rakoniewice,grodziski,wielkopolskie,10024,6001,6047,109,471,2642,1037,8,190,13,6,1550,9,12
300505,gm. Wielichowo,grodziski,wielkopolskie,5364,3332,3348,51,203,1686,601,4,124,3,6,652,7,11
300601,gm. Jaraczewo,jarociński,wielkopolskie,6282,3878,3890,54,218,2302,472,5,178,2,3,639,8,9
300602,gm. Jarocin,jarociński,wielkopolskie,35264,21916,22048,472,1171,9555,3805,29,490,21,34,6375,40,56
300603,gm. Kotlin,jarociński,wielkopolskie,5612,3293,3302,50,231,1826,436,7,113,2,6,622,3,6
300604,gm. Żerków,jarociński,wielkopolskie,8107,4960,4981,53,306,2938,708,6,155,5,6,794,5,5
300701,gm. Blizanów,kaliski,wielkopolskie,7966,4807,4827,83,317,2491,675,4,229,6,6,1004,2,10
300702,gm. Brzeziny,kaliski,wielkopolskie,4643,2726,2739,54,180,1679,253,8,149,2,3,407,1,3
300703,gm. Ceków-Kolonia,kaliski,wielkopolskie,3800,2208,2218,36,146,1232,205,3,88,6,4,493,0,5
300704,gm. Godziesze Wielkie,kaliski,wielkopolskie,7577,4698,4720,88,325,2647,518,10,139,2,3,972,1,15
300705,gm. Koźminek,kaliski,wielkopolskie,5992,3539,3557,59,246,2175,359,3,134,1,8,567,3,2
300706,gm. Lisków,kaliski,wielkopolskie,4183,2425,2452,30,165,1526,187,4,108,3,4,422,0,3
300707,gm. Mycielin,kaliski,wielkopolskie,3905,2281,2281,30,125,1458,261,4,86,5,0,306,2,4
300708,gm. Opatówek,kaliski,wielkopolskie,8522,5401,5461,98,390,2909,623,9,154,5,8,1241,14,10
300709,gm. Stawiszyn,kaliski,wielkopolskie,5691,3461,3463,56,222,1906,421,6,117,3,3,716,6,7
300710,gm. Szczytniki,kaliski,wielkopolskie,6223,3883,3888,59,179,2773,292,4,132,5,3,430,2,9
300711,gm. Żelazków,kaliski,wielkopolskie,7490,4811,4856,82,280,2699,579,9,173,9,7,999,3,16
300801,gm. Baranów,kępiński,wielkopolskie,6051,0,3624,43,182,1784,680,6,97,3,4,813,4,8
300802,gm. Bralin,kępiński,wielkopolskie,4712,3150,3165,40,160,1431,594,7,68,5,6,840,3,11
300803,gm. Kępno,kępiński,wielkopolskie,19110,12370,12466,198,679,5025,2249,21,288,8,18,3947,13,20
300804,gm. Łęka Opatowska,kępiński,wielkopolskie,4121,2616,2625,37,153,1325,518,9,70,2,5,502,1,3
300805,gm. Perzów,kępiński,wielkopolskie,2975,1786,1793,25,97,811,383,2,53,0,6,410,1,5
300806,gm. Rychtal,kępiński,wielkopolskie,3057,1713,1724,17,123,920,195,3,71,4,0,389,0,2
300807,gm. Trzcinica,kępiński,wielkopolskie,3905,2415,2436,30,154,1307,390,4,62,0,3,470,3,13
300901,m. Koło,kolski,wielkopolskie,16886,10429,10463,197,624,4797,1370,16,193,15,19,3201,11,20
300902,gm. Babiak,kolski,wielkopolskie,6323,3739,3758,51,222,2503,343,5,121,0,2,497,6,8
300903,gm. Chodów,kolski,wielkopolskie,2536,1393,1391,12,59,956,113,4,43,0,0,202,0,2
300904,gm. Dąbie,kolski,wielkopolskie,5059,3066,3089,59,129,2183,219,3,89,8,4,389,1,5
300905,gm. Grzegorzew,kolski,wielkopolskie,4507,2742,2740,26,165,1738,280,4,97,2,4,416,1,7
300906,gm. Kłodawa,kolski,wielkopolskie,10060,5806,5829,79,262,3562,587,8,146,7,1,1164,3,10
300907,gm. Koło,kolski,wielkopolskie,6110,3856,3858,57,240,2252,417,6,137,4,2,735,1,7
300908,gm. Kościelec,kolski,wielkopolskie,5337,3322,3324,38,157,2135,351,3,92,3,6,531,3,5
300909,gm. Olszówka,kolski,wielkopolskie,3614,2076,2084,20,126,1496,155,2,78,1,2,199,1,4
300910,gm. Osiek Mały,kolski,wielkopolskie,4810,2926,2952,44,219,1969,278,4,110,5,3,314,3,3
300911,gm. Przedecz,kolski,wielkopolskie,3262,1824,1829,16,92,1176,151,3,85,0,1,296,2,7
301001,gm. Golina,koniński,wielkopolskie,9570,5930,5949,115,315,3187,884,10,149,2,14,1251,6,16
301002,gm. Grodziec,koniński,wielkopolskie,4087,2400,2411,35,127,1529,288,4,66,0,3,352,4,3
301003,gm. Kazimierz Biskupi,koniński,wielkopolskie,9136,5727,5747,103,373,3025,768,14,111,1,4,1333,5,10
301004,gm. Kleczew,koniński,wielkopolskie,7928,4896,4912,91,282,3116,502,3,103,1,6,795,5,8
301005,gm. Kramsk,koniński,wielkopolskie,8885,5494,5510,85,328,3326,691,7,104,8,6,929,5,21
301006,gm. Krzymów,koniński,wielkopolskie,6282,3959,3963,39,254,2514,424,0,71,5,10,636,3,7
301007,gm. Rychwał,koniński,wielkopolskie,6554,4065,4108,70,225,2646,493,1,96,5,2,561,4,5
301008,gm. Rzgów,koniński,wielkopolskie,5727,3604,3634,57,219,2071,528,5,91,2,2,649,3,7
301009,gm. Skulsk,koniński,wielkopolskie,4972,2772,2771,52,175,1742,279,5,58,1,1,455,2,1
301010,gm. Sompolno,koniński,wielkopolskie,8346,4956,4967,65,279,3228,483,4,99,3,10,777,4,15
301011,gm. Stare Miasto,koniński,wielkopolskie,9458,6305,6331,121,333,3156,1025,15,144,3,5,1510,7,12
301012,gm. Ślesin,koniński,wielkopolskie,11358,6813,6858,116,347,3931,821,10,113,7,8,1487,6,12
301013,gm. Wierzbinek,koniński,wielkopolskie,5631,3286,3275,40,118,2498,250,5,57,2,4,294,4,3
301014,gm. Wilczyn,koniński,wielkopolskie,4888,2935,2941,44,132,1927,309,4,86,2,2,427,5,3
301101,m. Kościan,kościański,wielkopolskie,18735,12484,12572,277,667,4125,2096,22,291,15,21,4998,29,31
301102,gm. Czempiń,kościański,wielkopolskie,9030,5425,5442,101,332,2147,963,9,197,8,9,1646,16,14
301103,gm. Kościan,kościański,wielkopolskie,12537,7833,7835,137,488,3297,1491,14,276,4,8,2078,19,23
301104,gm. Krzywiń,kościański,wielkopolskie,7730,4544,4559,69,297,2558,650,7,151,0,8,803,3,13
301105,gm. Śmigiel,kościański,wielkopolskie,13560,8099,8115,151,473,3803,1429,17,222,2,14,1979,9,16
301201,m. Sulmierzyce,krotoszyński,wielkopolskie,2239,1340,1353,19,95,705,221,1,50,1,0,257,4,0
301202,gm. Kobylin,krotoszyński,wielkopolskie,6248,3741,3747,56,227,2054,503,2,152,1,8,733,4,7
301203,gm. Koźmin Wielkopolski,krotoszyński,wielkopolskie,10400,6015,6056,63,376,2992,819,12,245,10,9,1511,5,14
301204,gm. Krotoszyn,krotoszyński,wielkopolskie,31098,19182,19363,361,1295,8576,2979,24,642,15,31,5366,24,50
301205,gm. Rozdrażew,krotoszyński,wielkopolskie,3998,2428,2433,33,172,1518,279,3,123,3,2,294,4,2
301206,gm. Zduny,krotoszyński,wielkopolskie,5782,3357,3395,62,239,1619,541,2,92,7,8,806,9,10
301301,gm. Krzemieniewo,leszczyński,wielkopolskie,6529,3900,3916,64,306,1996,551,5,149,5,7,820,7,6
301302,gm. Lipno,leszczyński,wielkopolskie,6336,4077,4084,87,327,1463,791,16,105,4,7,1269,2,13
301303,gm. Osieczna,leszczyński,wielkopolskie,7243,4459,4471,87,336,1996,721,3,99,3,8,1204,3,11
301304,gm. Rydzyna,leszczyński,wielkopolskie,7363,4775,4797,135,338,1848,923,14,144,1,9,1379,2,4
301305,gm. Święciechowa,leszczyński,wielkopolskie,6134,3846,3870,114,278,1464,672,10,116,5,6,1196,2,7
301306,gm. Wijewo,leszczyński,wielkopolskie,2977,1796,1797,29,142,785,352,2,70,4,3,406,0,4
301307,gm. Włoszakowice,leszczyński,wielkopolskie,7590,4737,4753,97,288,1909,997,8,156,2,8,1261,8,19
301401,gm. Chrzypsko Wielkie,międzychodzki,wielkopolskie,2729,1534,1539,44,75,727,214,3,75,2,1,390,6,2
301402,gm. Kwilcz,międzychodzki,wielkopolskie,4945,2876,2871,62,143,1143,596,3,107,1,2,805,4,5
301403,gm. Międzychód,międzychodzki,wielkopolskie,14306,8967,9004,212,496,2796,1580,8,250,15,13,3586,31,17
301404,gm. Sieraków,międzychodzki,wielkopolskie,6880,3936,3964,94,185,1462,653,2,142,7,1,1406,6,6
301501,gm. Kuślin,nowotomyski,wielkopolskie,4219,2600,2608,40,149,1161,614,4,83,8,1,537,4,7
