code,Województwo,Gmina,registered_voters,ballots_cast,valid_votes,braun,duda,jarubas,komorowski,korwin-mikke,kowalski,kukiz,ogórek,palikot,tanajno,wilk
20101,dolnośląskie,m. Bolesławiec,31535,15149,15039,152,4018,114,6059,576,68,3336,405,224,19,68
20102,dolnośląskie,gm. Bolesławiec,10951,4776,4751,53,1489,59,1678,180,21,1076,121,50,11,13
20103,dolnośląskie,gm. Gromadka,4539,1964,1943,13,776,16,669,50,4,338,45,19,1,12
20104,dolnośląskie,gm. Nowogrodziec,11934,4504,4463,41,1680,50,1289,152,39,1074,80,38,5,15
20105,dolnośląskie,gm. Osiecznica,5467,2237,2223,17,570,28,803,85,14,580,76,38,2,10
20106,dolnośląskie,gm. Warta Bolesławiecka,6700,2626,2582,19,916,29,881,88,5,538,59,40,1,6
20201,dolnośląskie,m. Bielawa,25187,11134,11057,57,3266,77,4264,341,48,2530,253,173,10,38
20202,dolnośląskie,m. Dzierżoniów,27811,13112,12987,69,3771,97,5466,372,72,2496,390,197,17,40
20203,dolnośląskie,m. Pieszyce,7696,3238,3211,27,1138,31,1183,132,15,555,63,49,7,11
20204,dolnośląskie,m. Piława Górna,5293,2216,2202,6,761,20,771,72,15,477,42,25,4,9
20205,dolnośląskie,gm. Dzierżoniów,7709,3491,3462,22,1200,36,1193,78,22,779,61,46,11,14
20206,dolnośląskie,gm. Łagiewniki,6085,2631,2614,18,1010,32,870,68,17,506,59,21,1,12
20207,dolnośląskie,gm. Niemcza,4749,1987,1967,13,617,20,766,53,8,405,51,24,0,10
20301,dolnośląskie,m. Głogów,54178,26841,26665,147,9211,179,9242,629,122,5859,775,338,41,122
20302,dolnośląskie,gm. Głogów,5175,2566,2552,17,960,29,791,77,2,581,56,29,5,5
20303,dolnośląskie,gm. Jerzmanowa,3544,1914,1896,8,710,15,548,68,12,476,41,11,0,7
20304,dolnośląskie,gm. Kotla,3391,1346,1331,12,534,12,439,25,1,254,34,13,1,6
20305,dolnośląskie,gm. Pęcław,1774,692,691,2,289,20,182,15,3,144,11,15,1,9
20306,dolnośląskie,gm. Żukowice,2780,1135,1132,2,375,19,335,23,4,321,37,15,1,0
20401,dolnośląskie,gm. Góra,16098,6465,6413,33,2074,127,2286,155,25,1457,141,83,3,29
20402,dolnośląskie,gm. Jemielno,2507,814,807,2,305,23,279,20,5,124,27,17,3,2
20403,dolnośląskie,gm. Niechlów,3973,1435,1422,14,518,53,458,51,7,270,41,7,2,1
20404,dolnośląskie,gm. Wąsosz,5909,2098,2086,12,763,48,688,81,10,400,45,25,2,12
20501,dolnośląskie,m. Jawor,19523,8886,8829,95,3073,80,2956,287,23,1952,196,110,16,41
20502,dolnośląskie,gm. Bolków,8706,3521,3485,14,1054,57,1335,92,19,744,113,42,4,11
20503,dolnośląskie,gm. Męcinka,3961,1712,1703,9,784,28,467,34,4,318,44,9,2,4
20504,dolnośląskie,gm. Mściwojów,3297,1408,1392,12,440,47,484,21,2,321,45,14,3,3
20505,dolnośląskie,gm. Paszowice,3208,1303,1295,11,462,28,426,34,5,272,28,16,3,10
20506,dolnośląskie,gm. Wądroże Wielkie,3258,1280,1263,5,392,41,447,34,9,302,15,10,2,6
20601,dolnośląskie,m. Karpacz,4430,2121,2109,9,397,25,1094,82,5,383,52,42,5,15
20602,dolnośląskie,m. Kowary,9041,3870,3829,23,921,29,1777,97,21,767,89,79,9,17
20603,dolnośląskie,m. Piechowice,5234,2403,2389,8,619,25,1004,98,6,523,61,35,1,9
20604,dolnośląskie,m. Szklarska Poręba,5523,2561,2547,12,598,26,1178,55,9,520,73,62,5,9
20605,dolnośląskie,gm. Janowice Wielkie,3519,1497,1486,17,375,11,660,49,9,300,30,26,4,5
20606,dolnośląskie,gm. Jeżów Sudecki,5637,2488,2480,12,577,24,1086,54,6,558,73,65,7,18
20607,dolnośląskie,gm. Mysłakowice,8138,3446,3414,18,918,34,1471,77,18,709,89,60,4,16
20608,dolnośląskie,gm. Podgórzyn,6679,2862,2844,20,628,22,1375,78,5,587,55,55,5,14
20609,dolnośląskie,gm. Stara Kamienica,4207,1674,1657,5,434,21,688,45,6,377,46,22,5,8
20701,dolnośląskie,m. Kamienna Góra,16439,7036,6978,31,2108,46,2868,142,39,1446,192,70,10,26
20702,dolnośląskie,gm. Kamienna Góra,7034,3120,3081,18,1004,33,1154,69,10,664,75,33,8,13
20703,dolnośląskie,gm. Lubawka,9248,4106,4067,20,1161,31,1760,77,18,805,117,62,1,15
20704,dolnośląskie,gm. Marciszów,3748,1418,1412,6,466,22,546,25,10,269,48,12,2,6
20801,dolnośląskie,m. Duszniki-Zdrój,4103,1865,1850,9,505,10,855,65,6,310,48,31,3,8
20802,dolnośląskie,m. Kłodzko,22779,10368,10304,83,2812,101,4252,349,43,2212,241,180,5,26
20803,dolnośląskie,m. Kudowa-Zdrój,8552,3964,3937,41,1242,40,1626,93,21,715,81,59,4,15
20804,dolnośląskie,m. Nowa Ruda,19121,7849,7798,57,2107,70,3296,205,33,1653,228,115,8,26
20805,dolnośląskie,m. Polanica-Zdrój,5872,2834,2793,14,891,22,1139,99,5,496,71,42,4,10
20806,dolnośląskie,gm. Bystrzyca Kłodzka,15972,6891,6846,66,2428,91,2386,160,40,1404,146,85,8,32
20807,dolnośląskie,gm. Kłodzko,13937,5871,5823,24,2007,199,1860,190,20,1275,140,84,6,18
20808,dolnośląskie,gm. Lądek-Zdrój,7177,3113,3089,31,906,30,1244,73,12,640,92,38,9,14
20809,dolnośląskie,gm. Lewin Kłodzki,1648,658,653,6,219,8,208,21,3,140,32,11,1,4
20810,dolnośląskie,gm. Międzylesie,6019,2432,2414,14,692,34,902,75,15,554,73,36,4,15
20811,dolnośląskie,gm. Nowa Ruda,9782,3879,3855,22,1045,51,1515,113,17,914,110,45,7,16
20812,dolnośląskie,gm. Radków,7535,2968,2941,15,1017,37,1104,77,7,587,70,19,2,6
20813,dolnośląskie,gm. Stronie Śląskie,6072,2454,2433,9,582,24,1011,61,16,597,79,45,1,8
20814,dolnośląskie,gm. Szczytna,5945,2375,2362,6,680,25,903,94,15,532,50,42,8,7
20901,dolnośląskie,m. Chojnów,11134,4833,4800,34,1638,36,1663,158,15,1066,130,42,4,14
20902,dolnośląskie,gm. Chojnów,7636,2992,2975,15,1172,46,926,97,22,596,70,22,3,6
20903,dolnośląskie,gm. Krotoszyce,2544,1181,1160,4,485,10,325,21,3,288,9,14,0,1
20904,dolnośląskie,gm. Kunice,4961,2555,2532,30,765,32,933,78,20,539,70,37,7,21
20905,dolnośląskie,gm. Legnickie Pole,3764,1836,1823,10,665,40,563,60,6,420,30,22,1,6
20906,dolnośląskie,gm. Miłkowice,5155,2566,2552,11,841,37,855,68,11,621,58,39,4,7
20907,dolnośląskie,gm. Prochowice,6012,2589,2566,15,878,41,902,82,9,547,47,36,6,3
20908,dolnośląskie,gm. Ruja,2144,803,797,2,267,17,285,20,3,164,33,2,1,3
21001,dolnośląskie,m. Lubań,17861,7983,7941,18,2229,60,3338,192,35,1667,260,106,12,24
21002,dolnośląskie,m. Świeradów-Zdrój,3700,1638,1623,6,452,15,674,57,13,330,36,30,3,7
21003,dolnośląskie,gm. Leśna,8153,3349,3316,41,903,30,1412,86,12,695,97,29,3,8
21004,dolnośląskie,gm. Lubań,5218,2172,2155,7,666,22,816,36,9,502,72,15,3,7
21005,dolnośląskie,gm. Olszyna,5337,2055,2037,9,556,24,838,67,10,432,70,20,1,10
21006,dolnośląskie,gm. Platerówka,1308,605,598,2,252,4,184,21,4,106,18,6,0,1
21007,dolnośląskie,gm. Siekierczyn,4061,1788,1778,9,599,22,656,44,4,347,64,26,1,6
21101,dolnośląskie,m. Lubin,58602,30920,30785,194,11042,195,8810,700,91,8446,791,374,36,106
21102,dolnośląskie,gm. Lubin,11600,5977,5948,27,2182,35,1636,154,28,1643,130,81,4,28
21103,dolnośląskie,gm. Rudna,6140,2987,2959,9,1248,33,718,60,8,794,60,23,0,6
21104,dolnośląskie,gm. Ścinawa,8146,3875,3853,22,1828,29,918,91,33,808,73,31,3,17
21201,dolnośląskie,gm. Gryfów Śląski,8119,3229,3202,18,985,45,1141,84,4,779,89,47,1,9
21202,dolnośląskie,gm. Lubomierz,4865,1896,1877,10,560,35,719,31,11,434,51,17,2,7
21203,dolnośląskie,gm. Lwówek Śląski,14232,5696,5670,41,1637,69,2255,179,15,1241,138,67,2,26
21204,dolnośląskie,gm. Mirsk,7091,2798,2773,15,903,42,939,83,20,655,73,30,6,7
21205,dolnośląskie,gm. Wleń,3628,1565,1549,22,457,33,578,36,7,334,54,23,2,3
21301,dolnośląskie,gm. Cieszków,3760,1614,1589,13,616,44,521,39,6,270,60,10,1,9
21302,dolnośląskie,gm. Krośnice,6380,2683,2673,10,1146,46,885,63,8,399,73,27,4,12
21303,dolnośląskie,gm. Milicz,19450,8472,8386,49,2974,109,3160,168,42,1499,247,102,9,27
21401,dolnośląskie,m. Oleśnica,30273,14987,14873,143,4217,100,6032,506,60,3177,334,204,34,66
21402,dolnośląskie,gm. Bierutów,8126,3301,3195,23,1063,46,1134,124,15,652,92,36,2,8
21403,dolnośląskie,gm. Dobroszyce,5166,2228,2201,12,774,26,721,90,4,514,34,13,5,8
21404,dolnośląskie,gm. Dziadowa Kłoda,3629,1346,1335,17,324,33,668,42,7,188,32,12,2,10
21405,dolnośląskie,gm. Międzybórz,3982,1570,1563,9,358,18,713,46,12,346,35,14,1,11
21406,dolnośląskie,gm. Oleśnica,9972,3991,3961,45,1342,54,1419,95,17,834,90,53,1,11
21407,dolnośląskie,gm. Syców,13346,6089,6060,28,1559,68,2625,224,24,1248,147,101,9,27
21408,dolnośląskie,gm. Twardogóra,10495,4498,4464,30,1358,30,1752,123,14,930,147,58,2,20
21501,dolnośląskie,m. Oława,25674,13385,13296,110,3994,100,4992,343,63,3149,293,173,25,54
21502,dolnośląskie,gm. Domaniów,4199,1849,1837,6,680,29,549,57,3,457,33,16,4,3
21503,dolnośląskie,gm. Jelcz-Laskowice,18088,8890,8826,87,3171,75,2802,309,35,2014,169,98,16,50
21504,dolnośląskie,gm. Oława,11723,5733,5666,50,2004,60,1715,176,27,1454,97,57,7,19
21601,dolnośląskie,gm. Chocianów,10282,5272,5252,38,2479,40,1142,157,41,1199,94,29,8,25
21602,dolnośląskie,gm. Gaworzyce,3102,1528,1522,8,680,25,388,21,1,337,41,18,0,3
21603,dolnośląskie,gm. Grębocice,4183,1824,1809,4,779,32,502,45,7,376,40,18,2,4
21604,dolnośląskie,gm. Polkowice,20855,10580,10508,62,4209,65,2770,301,67,2626,244,113,15,36
21605,dolnośląskie,gm. Przemków,6986,3013,2991,8,1229,22,921,104,10,569,92,21,2,13
21606,dolnośląskie,gm. Radwanice,3724,1757,1752,5,662,18,478,57,15,442,53,15,0,7
21701,dolnośląskie,gm. Borów,4335,2009,1996,8,845,38,555,55,6,412,40,25,4,8
21702,dolnośląskie,gm. Kondratowice,3708,1473,1455,9,564,15,474,25,4,307,36,15,3,3
21703,dolnośląskie,gm. Przeworno,4089,1632,1615,1,574,16,523,41,11,406,27,10,1,5
21704,dolnośląskie,gm. Strzelin,18382,8376,8307,47,2646,108,3135,200,45,1717,236,132,14,27
21705,dolnośląskie,gm. Wiązów,5949,2602,2572,12,1133,39,641,65,12,571,71,21,5,2
21801,dolnośląskie,gm. Kostomłoty,5741,2357,2325,22,923,39,711,72,9,453,51,31,5,9
21802,dolnośląskie,gm. Malczyce,4784,2065,2047,20,680,18,642,71,5,543,43,15,2,8
21803,dolnośląskie,gm. Miękinia,11102,5175,5130,59,1454,48,1849,211,17,1268,111,72,9,32
21804,dolnośląskie,gm. Środa Śląska,15694,6901,6847,59,2133,75,2524,199,22,1557,151,83,13,31
21805,dolnośląskie,gm. Udanin,4459,1820,1811,9,728,34,600,34,7,347,37,10,1,4
21901,dolnośląskie,m. Świdnica,47414,23355,23189,151,6172,170,9661,852,106,4904,609,413,57,94
21902,dolnośląskie,m. Świebodzice,18484,8447,8384,39,2455,59,3244,266,29,1885,215,133,20,39
21903,dolnośląskie,gm. Dobromierz,4310,1858,1843,13,701,23,625,36,6,374,38,15,3,9
21904,dolnośląskie,gm. Jaworzyna Śląska,8319,3420,3395,22,1170,26,1078,125,15,833,60,57,3,6
21905,dolnośląskie,gm. Marcinowice,5179,2377,2362,18,900,30,748,100,10,472,55,16,5,8
21906,dolnośląskie,gm. Strzegom,21510,9596,9537,78,3072,72,3600,419,51,1909,203,102,8,23
21907,dolnośląskie,gm. Świdnica,13400,5957,5905,43,1758,69,2234,178,28,1334,140,95,4,22
21908,dolnośląskie,gm. Żarów,10063,4307,4278,38,1319,39,1607,187,23,912,88,35,8,22
22001,dolnośląskie,gm. Oborniki Śląskie,15689,7980,7918,82,2343,56,3151,233,46,1653,164,140,12,38
22002,dolnośląskie,gm. Prusice,7495,3104,3081,31,1230,41,958,65,24,638,60,24,3,7
22003,dolnośląskie,gm. Trzebnica,18358,8789,8734,95,2971,81,3090,346,51,1744,189,106,14,47
22004,dolnośląskie,gm. Wisznia Mała,7720,3839,3816,36,1361,19,1379,111,17,726,61,75,13,18
22005,dolnośląskie,gm. Zawonia,4651,1835,1809,13,582,32,673,75,12,336,50,27,0,9
22006,dolnośląskie,gm. Żmigród,11859,4742,4704,22,1407,105,1783,150,12,1023,115,64,8,15
22101,dolnośląskie,m. Boguszów-Gorce,12752,5029,4985,36,1183,43,2122,156,26,1146,144,103,5,21
22102,dolnośląskie,m. Jedlina-Zdrój,3924,1725,1710,5,432,15,728,67,4,374,55,26,0,4
22103,dolnośląskie,m. Szczawno-Zdrój,4935,2541,2526,15,572,26,1179,66,9,519,64,64,2,10
22104,dolnośląskie,gm. Czarny Bór,3900,1893,1867,10,664,29,631,58,6,384,54,20,3,8
22105,dolnośląskie,gm. Głuszyca,7243,2955,2933,20,767,32,1267,106,12,625,44,48,1,11
22106,dolnośląskie,gm. Mieroszów,5661,2199,2173,19,537,23,950,86,10,443,59,37,4,5
22107,dolnośląskie,gm. Stare Bogaczowice,3406,1571,1557,1,451,15,603,47,6,363,33,29,2,7
22108,dolnośląskie,gm. Walim,4648,1884,1869,17,544,23,752,64,6,366,47,38,4,8
22201,dolnośląskie,gm. Brzeg Dolny,13064,6119,6056,50,1743,47,2495,168,22,1275,137,94,11,14
22202,dolnośląskie,gm. Wińsko,6959,2857,2837,21,1334,27,783,75,22,483,67,13,5,7
22203,dolnośląskie,gm. Wołów,19716,8580,8517,50,2710,81,3292,209,37,1721,269,107,11,30
22301,dolnośląskie,gm. Czernica,10057,5861,5814,77,1655,57,2281,207,17,1250,109,108,15,38
22302,dolnośląskie,gm. Długołęka,21350,11521,11406,94,3654,144,4080,383,45,2493,219,201,38,55
22303,dolnośląskie,gm. Jordanów Śląski,2576,1232,1220,12,461,16,381,31,6,261,26,22,0,4
22304,dolnośląskie,gm. Kąty Wrocławskie,16807,8441,8356,61,2520,79,2988,249,30,2089,147,120,23,50
22305,dolnośląskie,gm. Kobierzyce,13593,7082,7026,62,1867,48,2813,235,26,1652,115,131,23,54
22306,dolnośląskie,gm. Mietków,3188,1478,1463,9,487,33,565,48,8,257,34,17,1,4
22307,dolnośląskie,gm. Sobótka,10372,4723,4674,35,1525,51,1758,160,15,927,92,73,6,32
22308,dolnośląskie,gm. Siechnice,14549,8065,8012,56,2350,58,2788,358,34,2004,131,147,26,60
22309,dolnośląskie,gm. Żórawina,7882,3733,3688,26,1119,32,1356,125,15,868,56,56,6,29
22401,dolnośląskie,gm. Bardo,4402,1978,1965,18,632,33,627,35,9,523,50,32,2,4
22402,dolnośląskie,gm. Ciepłowody,2545,981,974,12,320,21,347,33,1,210,23,5,1,1
22403,dolnośląskie,gm. Kamieniec Ząbkowicki,6874,3065,3050,11,1027,37,1050,70,14,727,67,32,7,8
22404,dolnośląskie,gm. Stoszowice,4480,1750,1743,20,571,45,615,47,13,367,38,18,5,4
22405,dolnośląskie,gm. Ząbkowice Śląskie,18155,8527,8462,36,2756,88,3360,205,32,1657,198,101,7,22
22406,dolnośląskie,gm. Ziębice,14422,5608,5566,24,1854,92,2038,146,19,1169,120,64,8,32
22407,dolnośląskie,gm. Złoty Stok,3845,1649,1644,4,572,21,556,60,14,333,40,33,4,7
22501,dolnośląskie,m. Zawidów,3422,1547,1492,5,492,14,531,16,6,362,35,20,3,8
22502,dolnośląskie,m. Zgorzelec,25840,12312,12199,84,3597,79,4730,301,40,2788,342,185,13,40
22503,dolnośląskie,gm. Bogatynia,19286,8711,8660,49,2984,55,2663,269,30,2255,218,102,12,23
22504,dolnośląskie,gm. Pieńsk,7336,2657,2638,13,764,22,984,88,17,617,77,39,11,6
22505,dolnośląskie,gm. Sulików,4880,2161,2133,14,856,23,602,50,19,497,49,17,1,5
22506,dolnośląskie,gm. Węgliniec,7025,2892,2859,10,856,31,1076,80,11,676,73,34,3,9
22507,dolnośląskie,gm. Zgorzelec,6706,2839,2821,29,871,38,941,86,8,689,92,43,4,20
22601,dolnośląskie,m. Wojcieszów,3076,1132,1120,3,300,7,515,25,2,215,34,13,4,2
22602,dolnośląskie,m. Złotoryja,13255,6258,6216,47,1855,39,2231,162,21,1544,178,112,3,24
22603,dolnośląskie,gm. Pielgrzymka,3718,1551,1538,6,544,18,565,45,5,310,26,13,3,3
22604,dolnośląskie,gm. Świerzawa,6239,2454,2437,18,686,49,979,96,9,483,70,26,6,15
22605,dolnośląskie,gm. Zagrodno,4420,1888,1875,6,846,37,466,40,7,415,47,7,1,3
22606,dolnośląskie,gm. Złotoryja,5664,2429,2409,14,851,38,725,81,5,597,69,24,2,3
26101,dolnośląskie,m. Jelenia Góra,66222,31605,31389,184,7943,213,13834,854,97,6467,930,663,49,155
26201,dolnośląskie,m. Legnica,79152,37821,37550,270,11651,219,13442,1080,148,8935,995,624,44,142
26401,dolnośląskie,m. Wrocław,500161,275933,273450,3391,71792,1539,110040,11000,1171,59593,6080,5942,1120,1782
26501,dolnośląskie,m. Wałbrzych,92642,39705,39315,239,9711,286,17189,1190,142,8449,1200,714,63,132
40101,kujawsko-pomorskie,m. Aleksandrów Kujawski,9973,4273,4241,17,1222,59,1745,87,24,899,120,41,7,20
40102,kujawsko-pomorskie,m. Ciechocinek,9885,5612,5567,37,1820,40,2417,85,23,874,164,88,6,13
40103,kujawsko-pomorskie,m. Nieszawa,1636,784,776,9,208,21,250,37,7,211,18,12,2,1
40104,kujawsko-pomorskie,gm. Aleksandrów Kujawski,8959,3376,3336,26,1253,63,1008,105,20,716,89,26,6,24
40105,kujawsko-pomorskie,gm. Bądkowo,3555,1410,1400,8,481,45,457,50,3,272,58,15,4,7
40106,kujawsko-pomorskie,gm. Koneck,2679,976,962,5,397,32,270,24,2,189,28,12,0,3
40107,kujawsko-pomorskie,gm. Raciążek,2601,1101,1084,9,351,21,348,26,5,280,24,14,3,3
40108,kujawsko-pomorskie,gm. Waganiec,3617,1475,1464,7,623,35,412,26,7,278,54,15,2,5
40109,kujawsko-pomorskie,gm. Zakrzewo,2933,1170,1163,6,362,43,392,32,5,265,34,17,2,5
40201,kujawsko-pomorskie,m. Brodnica,21539,10364,10284,53,3126,69,3924,267,47,2390,247,98,15,48
40202,kujawsko-pomorskie,gm. Bobrowo,5062,2086,2064,8,728,72,733,62,5,377,50,19,3,7
40203,kujawsko-pomorskie,gm. Brodnica,5963,2492,2478,5,788,45,776,63,12,687,63,25,2,12
40204,kujawsko-pomorskie,gm. Brzozie,2927,1288,1262,7,517,39,394,17,5,245,26,8,1,3
40205,kujawsko-pomorskie,gm. Górzno,3199,1324,1313,17,505,35,396,27,16,265,39,11,1,1
40206,kujawsko-pomorskie,gm. Bartniczka,3660,1509,1492,5,566,37,487,33,12,305,29,13,2,3
40207,kujawsko-pomorskie,gm. Jabłonowo Pomorskie,7169,2749,2698,20,1005,75,914,91,10,484,62,26,3,8
40208,kujawsko-pomorskie,gm. Osiek,3239,1178,1171,2,457,35,339,49,3,232,42,5,3,4
40209,kujawsko-pomorskie,gm. Świedziebnia,4175,1575,1566,8,693,77,435,27,6,257,42,13,0,8
40210,kujawsko-pomorskie,gm. Zbiczno,3886,1735,1720,6,525,46,642,34,3,393,42,25,1,3
40301,kujawsko-pomorskie,gm. Białe Błota,14580,7568,7522,40,1792,64,3015,304,46,1841,223,143,15,39
40302,kujawsko-pomorskie,gm. Dąbrowa Chełmińska,6207,2494,2477,14,722,32,892,106,17,563,73,30,7,21
40303,kujawsko-pomorskie,gm. Dobrcz,8486,3774,3741,45,1025,59,1386,148,13,868,119,48,7,23
40304,kujawsko-pomorskie,gm. Koronowo,19375,7767,7697,38,2161,71,3113,238,23,1647,267,107,7,25
40305,kujawsko-pomorskie,gm. Nowa Wieś Wielka,7470,3230,3212,20,855,22,1130,108,8,881,98,68,11,11
40306,kujawsko-pomorskie,gm. Osielsko,9391,5329,5286,41,1104,39,2426,214,14,1150,120,119,13,46
40307,kujawsko-pomorskie,gm. Sicienko,7766,3428,3405,23,857,61,1461,117,19,702,111,36,5,13
40308,kujawsko-pomorskie,gm. Solec Kujawski,12819,6006,5955,31,1570,52,2345,244,30,1372,144,112,12,43
40401,kujawsko-pomorskie,m. Chełmno,15461,6884,6833,23,1939,60,2982,170,33,1302,198,92,6,28
40402,kujawsko-pomorskie,gm. Chełmno,4401,1543,1536,6,475,46,543,25,4,374,44,11,2,6
40403,kujawsko-pomorskie,gm. Kijewo Królewskie,3496,1462,1448,14,469,30,516,43,6,287,57,15,1,10
40404,kujawsko-pomorskie,gm. Lisewo,4077,1537,1524,4,530,35,566,51,7,252,51,15,2,11
40405,kujawsko-pomorskie,gm. Papowo Biskupie,3462,1192,1177,12,402,26,448,40,5,193,37,7,5,2
40406,kujawsko-pomorskie,gm. Stolno,4061,1660,1652,10,559,41,572,42,12,336,60,12,1,7
40407,kujawsko-pomorskie,gm. Unisław,5387,2298,2283,9,771,24,838,71,27,468,40,26,1,8
40501,kujawsko-pomorskie,m. Golub-Dobrzyń,9937,4281,4254,13,1401,33,1560,67,9,964,129,58,3,17
40502,kujawsko-pomorskie,gm. Ciechocin,3167,1249,1243,7,540,33,324,29,6,253,28,17,0,6
40503,kujawsko-pomorskie,gm. Golub-Dobrzyń,6922,2577,2555,12,985,54,753,51,10,549,104,27,5,5
40504,kujawsko-pomorskie,gm. Kowalewo Pomorskie,9147,3881,3853,16,1303,118,1329,119,13,778,125,32,6,14
40505,kujawsko-pomorskie,gm. Radomin,3330,1349,1332,7,623,33,300,38,17,239,51,16,2,6
40506,kujawsko-pomorskie,gm. Zbójno,3472,1200,1193,4,492,35,374,25,8,200,42,10,1,2
40601,kujawsko-pomorskie,gm. Grudziądz,9266,3860,3839,25,1185,68,1523,145,20,710,95,45,6,17
40602,kujawsko-pomorskie,gm. Gruta,5239,2054,2039,13,638,71,763,77,10,357,71,32,3,4
40603,kujawsko-pomorskie,gm. Łasin,6481,2499,2483,8,858,57,1007,69,22,370,59,18,2,13
40604,kujawsko-pomorskie,gm. Radzyń Chełmiński,3784,1312,1298,3,415,33,432,34,15,308,38,14,1,5
40605,kujawsko-pomorskie,gm. Rogóźno,3222,1284,1279,4,460,34,428,24,10,261,38,10,5,5
40606,kujawsko-pomorskie,gm. Świecie nad Osą,3351,1149,1130,4,435,26,402,42,7,169,23,12,1,9
40701,kujawsko-pomorskie,m. Inowrocław,61380,28823,28569,180,7537,214,11796,846,110,6150,1022,548,43,123
40702,kujawsko-pomorskie,gm. Dąbrowa Biskupia,4091,1445,1428,4,499,55,446,45,15,301,42,13,2,6
40703,kujawsko-pomorskie,gm. Gniewkowo,11485,4739,4701,22,1427,81,1727,149,20,1060,129,58,8,20
40704,kujawsko-pomorskie,gm. Inowrocław,9301,3840,3807,22,1181,58,1323,88,17,897,134,64,8,15
40705,kujawsko-pomorskie,gm. Janikowo,10912,4569,4521,14,1500,81,1470,132,32,1079,130,65,2,16
40706,kujawsko-pomorskie,gm. Kruszwica,15787,6308,6267,24,2147,139,2285,190,27,1199,179,59,3,15
40707,kujawsko-pomorskie,gm. Pakość,7955,3461,3436,14,1016,57,1283,94,12,790,109,39,4,18
40708,kujawsko-pomorskie,gm. Rojewo,3709,1427,1419,7,575,46,422,31,5,288,33,9,0,3
40709,kujawsko-pomorskie,gm. Złotniki Kujawskie,7322,2950,2920,19,831,67,1021,87,16,732,92,38,4,13
40801,kujawsko-pomorskie,m. Lipno,11540,4832,4789,14,1770,81,1640,111,21,955,145,40,6,6
40802,kujawsko-pomorskie,gm. Bobrowniki,2459,948,939,2,307,66,345,18,5,132,47,10,4,3
40803,kujawsko-pomorskie,gm. Chrostkowo,2417,809,802,4,371,38,213,21,4,127,17,6,0,1
40804,kujawsko-pomorskie,gm. Dobrzyń nad Wisłą,6324,2280,2261,13,878,67,692,90,4,411,73,20,7,6
40805,kujawsko-pomorskie,gm. Kikół,5711,2140,2124,11,804,117,623,54,8,428,47,24,1,7
40806,kujawsko-pomorskie,gm. Lipno,9192,3124,3100,21,1194,162,871,84,20,622,83,35,3,5
40807,kujawsko-pomorskie,gm. Skępe,6058,2405,2395,12,863,55,849,68,15,410,72,33,4,14
40808,kujawsko-pomorskie,gm. Tłuchowo,3645,1328,1319,5,545,58,357,33,1,270,29,9,3,9
40809,kujawsko-pomorskie,gm. Wielgie,5281,1944,1913,6,738,112,545,51,10,317,104,20,0,10
40901,kujawsko-pomorskie,gm. Dąbrowa,3713,1433,1422,4,433,46,463,38,2,329,76,16,3,12
40902,kujawsko-pomorskie,gm. Jeziora Wielkie,4000,1481,1468,6,467,48,543,30,8,276,62,19,2,7
40903,kujawsko-pomorskie,gm. Mogilno,19978,8708,8664,41,2467,169,3333,291,40,1862,293,119,9,40
40904,kujawsko-pomorskie,gm. Strzelno,9595,3955,3921,20,1115,65,1609,132,37,769,119,38,9,8
41001,kujawsko-pomorskie,gm. Kcynia,10684,4344,4312,18,1221,123,1752,149,31,797,165,40,8,8
41002,kujawsko-pomorskie,gm. Mrocza,7159,2848,2832,17,752,59,1246,80,16,524,92,34,2,10
41003,kujawsko-pomorskie,gm. Nakło nad Notecią,25907,11290,11211,63,3159,151,4822,370,41,2046,344,173,16,26
41004,kujawsko-pomorskie,gm. Sadki,5703,2306,2291,10,725,65,978,62,11,316,95,16,3,10
41005,kujawsko-pomorskie,gm. Szubin,18695,8124,8059,55,2214,104,3445,264,43,1568,226,105,6,29
41101,kujawsko-pomorskie,m. Radziejów,4877,2230,2211,10,693,20,829,41,9,476,79,29,1,24
41102,kujawsko-pomorskie,gm. Bytoń,3086,1138,1126,7,463,34,326,29,5,208,38,11,2,3
41103,kujawsko-pomorskie,gm. Dobre,4492,1677,1656,6,635,38,484,54,9,337,63,21,1,8
41104,kujawsko-pomorskie,gm. Osięciny,6504,2332,2312,11,914,54,613,46,11,516,119,19,1,8
41105,kujawsko-pomorskie,gm. Piotrków Kujawski,7678,2845,2823,14,1140,77,849,61,10,535,87,36,2,12
41106,kujawsko-pomorskie,gm. Radziejów,3639,1408,1398,3,536,52,383,62,3,279,67,11,1,1
41107,kujawsko-pomorskie,gm. Topólka,4117,1560,1550,6,555,73,514,30,7,291,49,16,1,8
41201,kujawsko-pomorskie,m. Rypin,13242,5836,5792,22,2073,52,2208,134,23,1064,122,58,3,33
41202,kujawsko-pomorskie,gm. Brzuze,4318,1467,1457,9,531,40,453,44,8,285,64,16,2,5
41203,kujawsko-pomorskie,gm. Rogowo,3869,1245,1227,6,642,36,292,29,3,179,25,10,2,3
41204,kujawsko-pomorskie,gm. Rypin,5920,2024,2013,12,799,50,666,41,7,367,40,19,3,9
41205,kujawsko-pomorskie,gm. Skrwilno,4854,1778,1770,13,908,52,407,33,9,264,50,28,2,4
