code,Województwo,Gmina,registered_voters,ballots_cast,valid_votes,braun,duda,jarubas,komorowski,korwin-mikke,kowalski,kukiz,ogórek,palikot,tanajno,wilk
260206,świętokrzyskie,gm. Sędziszów,10551,4857,4821,25,1988,793,767,127,10,907,136,46,0,22
260207,świętokrzyskie,gm. Słupia (Jędrzejowska),3615,1483,1474,5,575,347,193,41,3,249,37,20,1,3
260208,świętokrzyskie,gm. Sobków,6862,3189,3155,34,1421,482,532,82,7,506,51,26,2,12
260209,świętokrzyskie,gm. Wodzisław,6071,2467,2454,6,954,515,390,69,14,420,53,23,2,8
260301,świętokrzyskie,gm. Bejsce,3512,1263,1260,2,450,278,252,34,9,182,39,9,2,3
260302,świętokrzyskie,gm. Czarnocin,3350,1237,1227,9,423,366,167,25,10,170,31,17,0,9
260303,świętokrzyskie,gm. Kazimierza Wielka,13671,5008,4982,18,1987,654,1093,133,15,845,146,55,7,29
260304,świętokrzyskie,gm. Opatowiec,3075,1193,1187,1,284,496,186,9,3,129,38,6,0,35
260305,świętokrzyskie,gm. Skalbmierz,5495,1815,1804,5,796,357,280,30,10,258,52,6,3,7
260401,świętokrzyskie,gm. Bieliny,7892,3539,3525,18,1822,628,299,139,14,540,35,14,2,14
260402,świętokrzyskie,gm. Bodzentyn,9432,4217,4193,13,1727,908,636,136,20,662,39,37,4,11
260403,świętokrzyskie,gm. Chęciny,12300,6065,6029,46,2412,772,1053,162,23,1328,126,64,8,35
260404,świętokrzyskie,gm. Chmielnik,9324,4196,4176,44,1890,613,703,132,20,655,67,25,5,22
260405,świętokrzyskie,gm. Daleszyce,12362,5860,5819,17,2571,1020,919,172,25,967,72,31,5,20
260406,świętokrzyskie,gm. Górno,10872,5552,5505,29,2891,678,678,195,28,886,74,23,7,16
260407,świętokrzyskie,gm. Łagów,5671,2256,2240,14,1058,510,225,72,12,299,25,15,2,8
260408,świętokrzyskie,gm. Łopuszno,7255,3616,3592,24,1658,590,441,158,26,573,89,23,2,8
260409,świętokrzyskie,gm. Masłów,8363,4432,4395,31,1662,618,933,167,30,822,74,44,5,9
260410,świętokrzyskie,gm. Miedziana Góra,8816,4768,4718,34,1601,959,824,175,23,975,60,44,8,15
260411,świętokrzyskie,gm. Mniów,7452,3534,3512,20,1756,617,397,108,36,512,34,19,1,12
260412,świętokrzyskie,gm. Morawica,12249,6312,6245,48,2433,821,1287,209,27,1194,116,68,4,38
260413,świętokrzyskie,gm. Nowa Słupia,8191,3125,3109,13,1332,593,505,119,8,457,63,13,2,4
260414,świętokrzyskie,gm. Piekoszów,12789,6107,6051,45,2664,854,836,229,27,1246,86,45,5,14
260415,świętokrzyskie,gm. Pierzchnica,3970,1804,1789,12,814,298,301,49,5,266,23,12,1,8
260416,świętokrzyskie,gm. Raków,4840,2129,2124,12,914,543,287,72,10,239,29,13,1,4
260417,świętokrzyskie,gm. Sitkówka-Nowiny,5773,3166,3139,21,1073,392,743,107,21,681,51,30,2,18
260418,świętokrzyskie,gm. Strawczyn,8204,4068,4035,34,1817,635,524,146,31,772,44,14,2,16
260419,świętokrzyskie,gm. Zagnańsk,10586,5842,5812,56,2504,556,1108,198,29,1169,129,40,6,17
260501,świętokrzyskie,gm. Fałków,3899,1538,1521,1,800,243,217,31,12,166,37,10,1,3
260502,świętokrzyskie,gm. Gowarczów,3877,1634,1622,10,810,137,239,41,9,298,52,23,0,3
260503,świętokrzyskie,gm. Końskie,30251,14557,14461,97,5890,990,3662,408,81,2693,386,185,15,54
260504,świętokrzyskie,gm. Radoszyce,7430,3063,3049,17,1661,347,389,87,35,434,56,20,0,3
260505,świętokrzyskie,gm. Ruda Maleniecka,2751,1394,1386,2,609,264,242,44,11,160,34,11,0,9
260506,świętokrzyskie,gm. Słupia (Konecka),2794,1310,1302,11,648,220,191,31,3,172,17,6,0,3
260507,świętokrzyskie,gm. Smyków,3020,1386,1378,5,696,201,160,29,9,245,25,5,0,3
260508,świętokrzyskie,gm. Stąporków,14901,5986,5943,27,2344,611,1422,123,22,1137,184,50,9,14
260601,świętokrzyskie,gm. Baćkowice,4096,1810,1796,10,920,331,204,37,5,244,26,14,1,4
260602,świętokrzyskie,gm. Iwaniska,5599,2458,2428,7,1149,503,325,41,11,315,59,15,1,2
260603,świętokrzyskie,gm. Lipnik,4578,1875,1858,5,734,426,289,50,12,282,42,12,1,5
260604,świętokrzyskie,gm. Opatów,10020,4888,4824,27,1724,806,1011,125,17,904,137,55,5,13
260605,świętokrzyskie,gm. Ożarów,9029,4111,4065,22,1118,1066,867,104,27,685,90,67,5,14
260606,świętokrzyskie,gm. Sadowie,3461,1469,1460,7,489,313,250,49,4,278,47,17,0,6
260607,świętokrzyskie,gm. Tarłów,4689,1925,1901,7,667,481,281,35,7,333,55,25,1,9
260608,świętokrzyskie,gm. Wojciechowice,3483,1636,1614,5,434,520,269,45,8,263,39,21,2,8
260701,świętokrzyskie,m. Ostrowiec Świętokrzyski,58374,24789,24672,163,7809,1294,7626,672,162,5699,710,405,39,93
260702,świętokrzyskie,gm. Bałtów,3086,1228,1216,7,426,235,296,22,16,175,26,11,0,2
260703,świętokrzyskie,gm. Bodzechów,11147,4662,4630,30,1547,462,1177,127,23,1066,118,56,3,21
260704,świętokrzyskie,gm. Ćmielów,6299,2396,2387,7,697,326,609,73,9,530,90,42,0,4
260705,świętokrzyskie,gm. Kunów,8226,3353,3318,12,1214,317,825,80,32,691,97,37,4,9
260706,świętokrzyskie,gm. Waśniów,5624,2046,2036,13,983,410,206,45,16,305,37,16,1,4
260801,świętokrzyskie,gm. Działoszyce,4415,1571,1560,6,518,489,267,30,3,185,46,12,2,2
260802,świętokrzyskie,gm. Kije,3740,1757,1743,10,746,387,235,46,4,263,30,15,2,5
260803,świętokrzyskie,gm. Michałów,3890,1545,1534,7,605,418,249,25,5,172,39,6,2,6
260804,świętokrzyskie,gm. Pińczów,18366,8000,7931,45,2587,1440,1810,322,36,1310,240,106,11,24
260805,świętokrzyskie,gm. Złota,3912,1413,1397,9,428,433,264,42,3,148,49,16,0,5
260901,świętokrzyskie,m. Sandomierz,20274,9556,9485,86,3046,404,3032,300,88,2099,244,139,12,35
260902,świętokrzyskie,gm. Dwikozy,7400,2855,2833,12,923,423,608,127,18,612,60,40,2,8
260903,świętokrzyskie,gm. Klimontów,6845,2446,2422,13,1082,331,492,35,11,386,50,14,1,7
260904,świętokrzyskie,gm. Koprzywnica,5652,2657,2638,15,1297,320,388,78,22,433,50,25,2,8
260905,świętokrzyskie,gm. Łoniów,6153,2726,2707,12,1325,379,397,76,37,429,30,12,2,8
260906,świętokrzyskie,gm. Obrazów,5468,2316,2300,12,921,367,405,68,14,420,52,29,4,8
260907,świętokrzyskie,gm. Samborzec,7202,3211,3193,31,1295,456,596,94,21,626,40,25,2,7
260908,świętokrzyskie,gm. Wilczyce,3202,1251,1244,6,393,247,244,33,22,258,21,12,6,2
260909,świętokrzyskie,gm. Zawichost,3725,1443,1388,9,509,209,325,28,5,259,29,12,1,2
261001,świętokrzyskie,m. Skarżysko-Kamienna,39469,18214,18080,100,6154,1056,5732,535,87,3699,409,220,19,69
261002,świętokrzyskie,gm. Bliżyn,6964,3061,3032,14,1192,219,747,68,11,639,88,39,3,12
261003,świętokrzyskie,gm. Łączna,4267,1957,1950,13,966,247,280,70,7,324,29,9,0,5
261004,świętokrzyskie,gm. Skarżysko Kościelne,5138,2454,2428,13,1027,244,554,67,9,459,27,19,3,6
261005,świętokrzyskie,gm. Suchedniów,8803,4252,4216,25,1454,463,1176,114,13,839,79,31,3,19
261101,świętokrzyskie,m. Starachowice,42226,19552,19435,168,6440,1142,6034,607,98,4095,486,277,23,65
261102,świętokrzyskie,gm. Brody,8950,3860,3836,24,1726,310,713,122,28,807,61,31,3,11
261103,świętokrzyskie,gm. Mirzec,6878,3363,3344,24,1611,367,538,131,23,580,45,17,3,5
261104,świętokrzyskie,gm. Pawłów,12170,5139,5091,40,2675,735,506,167,36,828,60,32,3,9
261105,świętokrzyskie,gm. Wąchock,5848,2789,2774,26,1170,215,693,67,17,489,59,28,2,8
261201,świętokrzyskie,gm. Bogoria,6407,2421,2408,15,1178,330,370,76,8,373,35,14,4,5
261202,świętokrzyskie,gm. Łubnice,3535,1486,1475,3,725,240,157,45,4,257,21,16,4,3
261203,świętokrzyskie,gm. Oleśnica,3272,1311,1301,6,621,208,196,40,5,186,25,11,1,2
261204,świętokrzyskie,gm. Osiek,6364,2824,2808,6,1594,412,221,72,16,426,38,10,5,8
261205,świętokrzyskie,gm. Połaniec,9723,4699,4670,20,2025,570,756,158,24,995,82,25,1,14
261206,świętokrzyskie,gm. Rytwiany,5200,2148,2133,9,957,260,303,100,13,425,36,25,2,3
261207,świętokrzyskie,gm. Staszów,21812,9312,9241,42,3557,1274,2144,311,48,1548,184,77,12,44
261208,świętokrzyskie,gm. Szydłów,3999,1789,1753,9,627,513,234,43,3,263,49,9,0,3
261301,świętokrzyskie,gm. Kluczewsko,4283,2082,2074,9,1027,356,289,44,8,278,41,19,2,1
261302,świętokrzyskie,gm. Krasocin,8569,4100,4060,22,1921,516,598,137,17,752,54,32,0,11
261303,świętokrzyskie,gm. Moskorzew,2369,1067,1061,5,429,281,143,14,0,144,36,8,1,0
261304,świętokrzyskie,gm. Radków,2139,837,831,2,276,210,154,21,4,134,20,8,0,2
261305,świętokrzyskie,gm. Secemin,4130,1755,1731,8,675,332,346,68,8,212,49,22,4,7
261306,świętokrzyskie,gm. Włoszczowa,16477,8350,8300,47,3525,1387,1345,282,28,1437,170,60,7,12
266101,świętokrzyskie,m. Kielce,160675,88144,87424,726,27321,7154,26489,3190,394,18206,2002,1344,192,406
280101,warmińsko-mazurskie,m. Bartoszyce,19863,9217,9164,57,2446,91,3667,256,56,2117,321,112,5,36
280102,warmińsko-mazurskie,m. Górowo Iławeckie,3454,1402,1395,2,320,18,694,56,2,254,29,15,1,4
280103,warmińsko-mazurskie,gm. Bartoszyce,8719,3279,3258,23,1038,91,1091,108,19,763,87,30,3,5
280104,warmińsko-mazurskie,gm. Bisztynek,5342,1792,1772,13,475,29,757,74,6,341,51,18,3,5
280105,warmińsko-mazurskie,gm. Górowo Iławeckie,6790,1937,1925,9,425,25,977,58,6,326,70,24,3,2
280106,warmińsko-mazurskie,gm. Sępopol,5293,1756,1732,5,487,23,753,36,1,351,55,17,1,3
280201,warmińsko-mazurskie,m. Braniewo,13731,6262,6226,30,1740,56,2539,221,27,1342,152,89,5,25
280202,warmińsko-mazurskie,gm. Braniewo,4975,1694,1686,9,495,49,667,54,16,328,48,14,1,5
280203,warmińsko-mazurskie,gm. Frombork,3264,1315,1306,6,282,14,619,46,9,272,41,15,1,1
280204,warmińsko-mazurskie,gm. Lelkowo,2478,785,776,1,174,11,385,30,5,129,29,10,1,1
280205,warmińsko-mazurskie,gm. Pieniężno,5455,1949,1940,8,600,28,830,43,8,353,46,20,1,3
280206,warmińsko-mazurskie,gm. Płoskinia,2066,719,717,1,232,11,282,31,7,129,17,6,1,0
280207,warmińsko-mazurskie,gm. Wilczęta,2452,747,742,5,215,19,295,22,1,138,37,6,1,3
280301,warmińsko-mazurskie,m. Działdowo,17327,7695,7617,46,2449,66,3196,238,24,1259,211,98,7,23
280302,warmińsko-mazurskie,gm. Działdowo,7487,2589,2570,7,991,35,927,79,11,428,64,18,0,10
280303,warmińsko-mazurskie,gm. Iłowo-Osada,5723,2257,2241,22,946,40,718,46,10,355,63,23,1,17
280304,warmińsko-mazurskie,gm. Lidzbark,11663,4352,4270,23,1591,65,1582,112,20,705,101,50,8,13
280305,warmińsko-mazurskie,gm. Płośnica,4653,1689,1680,8,613,55,636,35,6,255,55,11,2,4
280306,warmińsko-mazurskie,gm. Rybno,5734,2578,2556,15,1146,39,791,69,9,394,68,17,0,8
280401,warmińsko-mazurskie,gm. Elbląg,5762,2081,2066,14,515,25,876,77,9,449,61,26,5,9
280402,warmińsko-mazurskie,gm. Godkowo,2644,844,843,3,307,13,289,20,6,164,31,7,2,1
280403,warmińsko-mazurskie,gm. Gronowo Elbląskie,3984,1398,1387,3,319,19,590,66,6,316,35,21,3,9
280404,warmińsko-mazurskie,gm. Markusy,3188,1030,1022,3,291,20,423,39,7,205,22,10,1,1
280405,warmińsko-mazurskie,gm. Milejewo,2684,1080,1069,10,353,18,350,45,7,254,22,5,3,2
280406,warmińsko-mazurskie,gm. Młynary,3666,1393,1381,7,440,25,521,48,7,277,35,19,0,2
280407,warmińsko-mazurskie,gm. Pasłęk,15625,6216,6181,35,1704,58,2577,201,21,1348,134,72,14,17
280408,warmińsko-mazurskie,gm. Rychliki,3187,971,959,4,230,19,459,33,4,160,30,16,0,4
280409,warmińsko-mazurskie,gm. Tolkmicko,5311,2008,1991,14,520,34,832,71,7,433,44,23,4,9
280501,warmińsko-mazurskie,m. Ełk,45343,19318,19155,230,6427,184,6075,845,101,4494,449,233,28,89
280502,warmińsko-mazurskie,gm. Ełk,8663,2943,2913,22,964,38,951,115,23,693,57,43,3,4
280503,warmińsko-mazurskie,gm. Kalinowo,5441,1772,1756,11,645,50,604,70,11,285,40,32,1,7
280504,warmińsko-mazurskie,gm. Prostki,5850,1696,1674,8,604,41,556,73,3,336,38,14,0,1
280505,warmińsko-mazurskie,gm. Stare Juchy,3099,903,890,7,272,18,380,17,5,158,16,12,1,4
280601,warmińsko-mazurskie,m. Giżycko,23801,10574,10502,107,2543,118,4844,397,47,1931,275,186,12,42
280604,warmińsko-mazurskie,gm. Giżycko,6667,2570,2543,17,681,37,1041,100,11,525,56,59,6,10
280605,warmińsko-mazurskie,gm. Kruklanki,2588,869,858,3,183,14,428,20,4,173,20,10,0,3
280606,warmińsko-mazurskie,gm. Miłki,3135,1086,1081,7,302,19,434,41,2,223,29,22,0,2
280608,warmińsko-mazurskie,gm. Ryn,4792,1746,1735,9,448,44,774,65,11,283,67,24,3,7
280610,warmińsko-mazurskie,gm. Wydminy,5327,2020,2007,15,635,32,808,77,21,325,60,27,3,4
280701,warmińsko-mazurskie,m. Iława,27570,13038,12950,84,3809,95,5065,500,65,2676,377,206,18,55
280702,warmińsko-mazurskie,m. Lubawa,7500,3929,3907,13,1266,26,1450,152,18,862,70,30,2,18
280703,warmińsko-mazurskie,gm. Iława,9695,3695,3672,13,1155,75,1347,172,19,747,79,50,5,10
280704,warmińsko-mazurskie,gm. Kisielice,4898,1730,1717,5,565,31,647,40,14,300,66,39,4,6
280705,warmińsko-mazurskie,gm. Lubawa,8195,3823,3804,51,1629,81,1087,140,21,656,97,16,7,19
280706,warmińsko-mazurskie,gm. Susz,9950,3491,3453,17,1039,62,1355,113,12,695,99,33,12,16
280707,warmińsko-mazurskie,gm. Zalewo,5680,1756,1750,11,501,9,763,73,6,306,55,21,1,4
280801,warmińsko-mazurskie,m. Kętrzyn,22625,9869,9790,53,2749,111,4012,299,58,2032,253,160,14,49
280802,warmińsko-mazurskie,gm. Barciany,5342,1502,1491,4,417,44,669,34,9,252,34,26,1,1
280803,warmińsko-mazurskie,gm. Kętrzyn,6617,2220,2199,18,600,58,853,67,19,469,64,35,5,11
280804,warmińsko-mazurskie,gm. Korsze,8567,2804,2783,15,895,56,976,76,13,599,111,28,3,11
280805,warmińsko-mazurskie,gm. Reszel,6524,2528,2502,9,771,43,935,80,10,534,84,25,1,10
280806,warmińsko-mazurskie,gm. Srokowo,3287,1157,1156,2,254,24,505,38,8,275,26,22,1,1
280901,warmińsko-mazurskie,m. Lidzbark Warmiński,12922,6150,6088,34,1649,60,2569,219,28,1259,155,77,13,25
280902,warmińsko-mazurskie,gm. Kiwity,2807,1036,1023,4,364,13,347,34,10,190,35,18,3,5
280903,warmińsko-mazurskie,gm. Lidzbark Warmiński,5430,1823,1806,9,527,26,703,76,8,389,43,20,1,4
280904,warmińsko-mazurskie,gm. Lubomino,2924,953,952,9,329,10,367,23,5,173,22,7,2,5
280905,warmińsko-mazurskie,gm. Orneta,9887,3673,3643,25,1126,45,1457,114,19,687,99,46,7,18
281001,warmińsko-mazurskie,m. Mrągowo,17456,8340,8284,75,2432,67,2997,308,37,1944,245,124,10,45
281002,warmińsko-mazurskie,gm. Mikołajki,6794,2677,2649,8,736,48,1130,73,13,538,60,31,1,11
281003,warmińsko-mazurskie,gm. Mrągowo,6255,2195,2170,17,602,47,824,100,16,461,52,38,3,10
281004,warmińsko-mazurskie,gm. Piecki,6290,2424,2399,28,800,28,877,101,8,453,71,21,4,8
281005,warmińsko-mazurskie,gm. Sorkwity,3712,1370,1362,11,365,42,550,46,8,277,36,16,2,9
281101,warmińsko-mazurskie,gm. Janowiec Kościelny,2647,975,962,5,442,29,268,29,4,136,37,9,0,3
281102,warmińsko-mazurskie,gm. Janowo,2184,817,806,2,342,21,230,27,11,133,33,5,0,2
281103,warmińsko-mazurskie,gm. Kozłowo,4790,1542,1519,7,562,23,554,39,5,264,44,12,0,9
281104,warmińsko-mazurskie,gm. Nidzica,17094,7018,6954,48,2439,87,2576,225,31,1230,200,85,5,28
281201,warmińsko-mazurskie,m. Nowe Miasto Lubawskie,8754,4043,4004,17,1311,48,1618,92,28,738,101,35,2,14
281202,warmińsko-mazurskie,gm. Biskupiec,7639,2929,2911,24,901,90,1185,86,35,483,74,24,0,9
281203,warmińsko-mazurskie,gm. Grodziczno,4945,2193,2181,11,1102,34,561,48,10,345,42,10,2,16
281204,warmińsko-mazurskie,gm. Kurzętnik,6844,2900,2858,13,1124,43,993,50,15,498,85,23,3,11
281205,warmińsko-mazurskie,gm. Nowe Miasto Lubawskie,6290,2695,2680,19,1086,39,859,70,14,490,64,34,3,2
281303,warmińsko-mazurskie,gm. Kowale Oleckie,4197,1206,1201,17,373,14,469,47,6,229,30,12,2,2
281304,warmińsko-mazurskie,gm. Olecko,16997,7081,7016,90,2229,74,2482,265,52,1539,162,93,6,24
281305,warmińsko-mazurskie,gm. Świętajno,3257,1045,1035,6,310,22,411,19,6,217,14,16,0,14
281306,warmińsko-mazurskie,gm. Wieliczki,2700,1011,1005,4,405,19,294,41,7,202,21,9,0,3
281401,warmińsko-mazurskie,gm. Barczewo,14051,6006,5950,36,1556,74,2414,177,31,1314,200,109,13,26
281402,warmińsko-mazurskie,gm. Biskupiec,15294,5890,5823,38,1501,156,2496,198,29,1141,165,79,2,18
281403,warmińsko-mazurskie,gm. Dobre Miasto,12834,5432,5397,52,1634,60,1867,231,26,1329,125,56,5,12
281404,warmińsko-mazurskie,gm. Dywity,8642,4211,4182,29,1039,67,1709,156,20,973,84,66,14,25
281405,warmińsko-mazurskie,gm. Gietrzwałd,4920,2248,2218,24,482,21,983,92,22,493,49,37,3,12
281406,warmińsko-mazurskie,gm. Jeziorany,6414,2213,2196,23,710,52,769,78,11,428,83,25,1,16
281407,warmińsko-mazurskie,gm. Jonkowo,5499,2339,2321,33,541,38,981,84,14,514,64,37,7,8
281408,warmińsko-mazurskie,gm. Kolno,2763,932,923,6,289,16,362,23,7,163,35,17,2,3
281409,warmińsko-mazurskie,gm. Olsztynek,10941,4536,4487,28,1258,63,1832,158,36,911,109,58,13,21
281410,warmińsko-mazurskie,gm. Purda,6711,2638,2612,25,650,22,1071,115,11,601,66,40,5,6
281411,warmińsko-mazurskie,gm. Stawiguda,6269,3154,3131,34,665,32,1325,122,13,776,81,58,9,16
281412,warmińsko-mazurskie,gm. Świątki,3282,1122,1114,1,328,10,451,30,5,231,32,17,2,7
281501,warmińsko-mazurskie,m. Ostróda,27127,12473,12379,46,3180,102,5452,406,59,2558,336,178,19,43
281502,warmińsko-mazurskie,gm. Dąbrówno,3416,1291,1273,8,466,13,472,23,15,223,32,18,1,2
281503,warmińsko-mazurskie,gm. Grunwald,4407,1408,1400,11,385,21,598,39,8,272,39,20,0,7
281504,warmińsko-mazurskie,gm. Łukta,3571,1198,1188,6,309,22,525,22,4,257,21,19,0,3
281505,warmińsko-mazurskie,gm. Małdyty,5077,1593,1582,12,455,12,727,45,6,249,58,16,0,2
281506,warmińsko-mazurskie,gm. Miłakowo,4524,1549,1533,10,526,22,605,42,14,249,41,19,3,2
281507,warmińsko-mazurskie,gm. Miłomłyn,4099,1457,1443,6,384,17,681,47,4,256,31,14,1,2
281508,warmińsko-mazurskie,gm. Morąg,19711,7732,7672,24,2010,79,3301,237,46,1660,186,79,6,44
281509,warmińsko-mazurskie,gm. Ostróda,12324,4692,4642,28,1271,61,1912,182,36,944,125,61,5,17
281601,warmińsko-mazurskie,gm. Biała Piska,9491,3323,3293,10,1324,53,1077,91,23,555,97,47,3,13
281602,warmińsko-mazurskie,gm. Orzysz,7419,2750,2727,11,759,52,1143,85,24,534,61,44,1,13
281603,warmińsko-mazurskie,gm. Pisz,21837,9064,8991,42,3467,150,2804,276,94,1781,197,123,8,49
281604,warmińsko-mazurskie,gm. Ruciane-Nida,6973,2948,2915,30,1084,33,1046,133,44,445,43,39,2,16
281701,warmińsko-mazurskie,m. Szczytno,19805,9663,9578,81,2958,114,3348,339,55,2197,249,169,13,55
281702,warmińsko-mazurskie,gm. Dźwierzuty,5432,2021,1998,16,660,43,770,45,16,343,57,36,3,9
281703,warmińsko-mazurskie,gm. Jedwabno,3071,1224,1203,9,399,15,468,23,10,221,26,16,1,15
281704,warmińsko-mazurskie,gm. Pasym,4327,1609,1588,13,456,28,667,56,10,301,39,14,0,4
281705,warmińsko-mazurskie,gm. Rozogi,4539,1697,1677,16,744,49,433,67,9,307,35,12,2,3
281706,warmińsko-mazurskie,gm. Szczytno,9573,3704,3651,45,1242,73,1210,150,41,758,57,47,3,25
281707,warmińsko-mazurskie,gm. Świętajno,4925,1953,1939,12,693,50,701,48,9,347,45,24,4,6
281708,warmińsko-mazurskie,gm. Wielbark,5133,1684,1645,5,561,56,534,57,7,361,40,21,0,3
281801,warmińsko-mazurskie,gm. Banie Mazurskie,3297,1005,992,6,242,19,462,20,5,198,20,18,1,1
281802,warmińsko-mazurskie,gm. Dubeninki,2481,766,755,2,280,12,263,16,6,139,24,9,3,1
281803,warmińsko-mazurskie,gm. Gołdap,16049,6007,5962,38,1580,67,2549,213,24,1233,163,71,7,17
281901,warmińsko-mazurskie,gm. Budry,2458,722,719,2,207,20,309,13,5,131,23,4,4,1
281902,warmińsko-mazurskie,gm. Pozezdrze,2762,909,901,3,288,12,370,18,4,166,29,6,4,1
281903,warmińsko-mazurskie,gm. Węgorzewo,13948,5163,5140,31,1290,75,2418,158,24,946,115,59,8,16
286101,warmińsko-mazurskie,m. Elbląg,95674,44108,43778,267,11902,266,18399,1518,187,9213,1141,618,87,180
286201,warmińsko-mazurskie,m. Olsztyn,134733,71327,70620,714,17830,589,28718,2805,388,15841,1827,1254,220,434
300101,wielkopolskie,m. Chodzież,15661,7906,7833,34,1608,62,3944,200,24,1548,258,118,15,22
300102,wielkopolskie,gm. Budzyń,6599,2753,2733,12,639,44,1317,81,22,435,121,43,4,15
300103,wielkopolskie,gm. Chodzież,4575,2131,2089,10,432,24,1033,48,17,416,64,34,2,9
300104,wielkopolskie,gm. Margonin,4915,2450,2436,6,622,49,1160,51,15,426,74,22,1,10
300105,wielkopolskie,gm. Szamocin,5813,2379,2337,12,644,43,1061,56,14,380,76,37,6,8
300201,wielkopolskie,m. Czarnków,8992,4497,4463,21,1085,37,2103,132,12,848,122,74,9,20
300202,wielkopolskie,gm. Czarnków,8733,3771,3735,29,1072,82,1606,101,31,656,87,49,4,18
300203,wielkopolskie,gm. Drawsko,4777,2045,2015,18,661,34,768,50,4,371,79,13,7,10
300204,wielkopolskie,gm. Krzyż Wielkopolski,7032,2838,2809,18,792,23,1268,72,14,495,83,31,2,11
300205,wielkopolskie,gm. Lubasz,5790,2572,2552,14,729,70,1091,89,12,431,72,26,4,14
300206,wielkopolskie,gm. Połajewo,4830,2020,2004,14,573,63,901,52,4,316,50,23,2,6
300207,wielkopolskie,gm. Trzcianka,18880,8219,8122,36,2205,79,3516,195,22,1766,180,91,8,24
300208,wielkopolskie,gm. Wieleń,9954,4267,4235,14,1356,61,1890,73,9,631,126,49,7,19
300301,wielkopolskie,m. Gniezno,55363,27233,27044,179,7319,187,10929,819,138,6097,784,442,43,107
300302,wielkopolskie,gm. Czerniejewo,6180,2830,2807,4,947,42,980,88,20,570,99,42,5,10
300303,wielkopolskie,gm. Gniezno,8236,3766,3705,22,1097,86,1247,131,38,901,113,46,3,21
300304,wielkopolskie,gm. Kiszkowo,4279,1857,1840,12,575,60,743,37,10,330,39,23,9,2
300305,wielkopolskie,gm. Kłecko,5976,2715,2669,13,1031,68,872,56,14,476,93,30,4,12
300306,wielkopolskie,gm. Łubowo,4757,2161,2122,5,693,31,794,40,8,450,67,20,4,10
300307,wielkopolskie,gm. Mieleszyn,3089,1169,1160,6,402,49,405,17,3,202,58,15,0,3
300308,wielkopolskie,gm. Niechanowo,4377,1981,1968,10,715,50,625,61,10,406,59,23,1,8
300309,wielkopolskie,gm. Trzemeszno,11229,4553,4508,29,1385,80,1651,114,39,959,171,58,5,17
300310,wielkopolskie,gm. Witkowo,10753,5255,5170,20,1713,81,1896,110,22,1058,170,74,8,18
300401,wielkopolskie,gm. Borek Wielkopolski,6035,2374,2362,16,754,63,888,46,9,448,101,23,2,12
300402,wielkopolskie,gm. Gostyń,22441,10616,10533,88,3029,111,3963,362,53,2422,316,123,21,45
300403,wielkopolskie,gm. Krobia,10293,4354,4331,26,1684,58,1390,121,23,848,118,46,5,12
300404,wielkopolskie,gm. Pępowo,4760,2169,2155,8,851,45,770,51,8,323,79,14,1,5
300405,wielkopolskie,gm. Piaski,6874,3089,3069,11,1056,69,1064,95,18,600,102,36,3,15
300406,wielkopolskie,gm. Pogorzela,4052,1532,1525,3,447,77,592,39,7,272,61,11,2,14
300407,wielkopolskie,gm. Poniec,6314,2372,2358,14,840,53,791,81,12,436,97,17,5,12
300501,wielkopolskie,gm. Granowo,3914,1640,1624,11,619,26,562,27,4,292,57,16,1,9
300502,wielkopolskie,gm. Grodzisk Wielkopolski,15195,6983,6923,56,1957,102,2921,194,41,1306,219,82,10,35
300503,wielkopolskie,gm. Kamieniec,5181,2248,2229,10,653,86,994,65,8,309,76,15,3,10
300504,wielkopolskie,gm. Rakoniewice,9961,4273,4246,18,1253,45,1957,169,19,615,113,31,5,21
300505,wielkopolskie,gm. Wielichowo,5404,2387,2369,12,782,60,936,58,12,392,90,12,3,12
300601,wielkopolskie,gm. Jaraczewo,6564,3013,2985,16,1158,89,990,71,14,527,90,19,3,8
300602,wielkopolskie,gm. Jarocin,36234,16911,16805,56,4951,222,6506,460,56,3882,423,175,25,49
300603,wielkopolskie,gm. Kotlin,5706,2411,2392,23,860,41,871,53,12,436,76,17,2,1
300604,wielkopolskie,gm. Żerków,8298,3635,3618,18,1428,66,1195,57,10,691,117,19,4,13
300701,wielkopolskie,gm. Blizanów,7833,3408,3391,14,1078,123,1202,107,16,672,110,53,4,12
300702,wielkopolskie,gm. Brzeziny,4634,1867,1848,13,746,104,454,43,6,344,102,19,4,13
300703,wielkopolskie,gm. Ceków-Kolonia,3842,1471,1463,9,468,50,484,45,9,296,68,21,0,13
300704,wielkopolskie,gm. Godziesze Wielkie,7408,3104,3093,20,1226,82,868,106,14,597,113,41,9,17
300705,wielkopolskie,gm. Koźminek,6048,2245,2231,14,978,80,523,67,12,409,97,30,9,12
300706,wielkopolskie,gm. Lisków,4264,1692,1646,16,605,60,499,42,12,314,79,14,3,2
300707,wielkopolskie,gm. Mycielin,4002,1521,1510,9,532,45,466,63,8,305,57,20,0,5
300708,wielkopolskie,gm. Opatówek,8609,4074,4040,33,1602,76,1103,120,23,810,183,53,9,28
300709,wielkopolskie,gm. Stawiszyn,5824,2441,2414,20,821,51,814,86,14,505,71,16,4,12
