Code,v_id,Powiat,p_id,Gmina,g_id
20101,2,bolesławiecki,01,m. Bolesławiec,01
20102,2,bolesławiecki,01,gm. Bolesławiec,02
20103,2,bolesławiecki,01,gm. Gromadka,03
20104,2,bolesławiecki,01,gm. Nowogrodziec,04
20105,2,bolesławiecki,01,gm. Osiecznica,05
20106,2,bolesławiecki,01,gm. Warta Bolesławiecka,06
20301,2,głogowski,03,m. Głogów,01
20302,2,głogowski,03,gm. Głogów,02
20303,2,głogowski,03,gm. Jerzmanowa,03
20304,2,głogowski,03,gm. Kotla,04
20305,2,głogowski,03,gm. Pęcław,05
20306,2,głogowski,03,gm. Żukowice,06
20501,2,jaworski,05,m. Jawor,01
20502,2,jaworski,05,gm. Bolków,02
20503,2,jaworski,05,gm. Męcinka,03
20504,2,jaworski,05,gm. Mściwojów,04
20505,2,jaworski,05,gm. Paszowice,05
20506,2,jaworski,05,gm. Wądroże Wielkie,06
20601,2,jeleniogórski,06,m. Karpacz,01
20602,2,jeleniogórski,06,m. Kowary,02
20603,2,jeleniogórski,06,m. Piechowice,03
20604,2,jeleniogórski,06,m. Szklarska Poręba,04
20605,2,jeleniogórski,06,gm. Janowice Wielkie,05
20606,2,jeleniogórski,06,gm. Jeżów Sudecki,06
20607,2,jeleniogórski,06,gm. Mysłakowice,07
20608,2,jeleniogórski,06,gm. Podgórzyn,08
20609,2,jeleniogórski,06,gm. Stara Kamienica,09
20701,2,kamiennogórski,07,m. Kamienna Góra,01
20702,2,kamiennogórski,07,gm. Kamienna Góra,02
20703,2,kamiennogórski,07,gm. Lubawka,03
20704,2,kamiennogórski,07,gm. Marciszów,04
20901,2,legnicki,09,m. Chojnów,01
20902,2,legnicki,09,gm. Chojnów,02
20903,2,legnicki,09,gm. Krotoszyce,03
20904,2,legnicki,09,gm. Kunice,04
20905,2,legnicki,09,gm. Legnickie Pole,05
20906,2,legnicki,09,gm. Miłkowice,06
20907,2,legnicki,09,gm. Prochowice,07
20908,2,legnicki,09,gm. Ruja,08
21001,2,lubański,10,m. Lubań,01
21002,2,lubański,10,m. Świeradów-Zdrój,02
21003,2,lubański,10,gm. Leśna,03
21004,2,lubański,10,gm. Lubań,04
21005,2,lubański,10,gm. Olszyna,05
21006,2,lubański,10,gm. Platerówka,06
21007,2,lubański,10,gm. Siekierczyn,07
21101,2,lubiński,11,m. Lubin,01
21102,2,lubiński,11,gm. Lubin,02
21103,2,lubiński,11,gm. Rudna,03
21104,2,lubiński,11,gm. Ścinawa,04
21201,2,lwówecki,12,gm. Gryfów Śląski,01
21202,2,lwówecki,12,gm. Lubomierz,02
21203,2,lwówecki,12,gm. Lwówek Śląski,03
21204,2,lwówecki,12,gm. Mirsk,04
21205,2,lwówecki,12,gm. Wleń,05
21601,2,polkowicki,16,gm. Chocianów,01
21602,2,polkowicki,16,gm. Gaworzyce,02
21603,2,polkowicki,16,gm. Grębocice,03
21604,2,polkowicki,16,gm. Polkowice,04
21605,2,polkowicki,16,gm. Przemków,05
21606,2,polkowicki,16,gm. Radwanice,06
22501,2,zgorzelecki,25,m. Zawidów,01
22502,2,zgorzelecki,25,m. Zgorzelec,02
22503,2,zgorzelecki,25,gm. Bogatynia,03
22504,2,zgorzelecki,25,gm. Pieńsk,04
22505,2,zgorzelecki,25,gm. Sulików,05
22506,2,zgorzelecki,25,gm. Węgliniec,06
22507,2,zgorzelecki,25,gm. Zgorzelec,07
22601,2,złotoryjski,26,m. Wojcieszów,01
22602,2,złotoryjski,26,m. Złotoryja,02
22603,2,złotoryjski,26,gm. Pielgrzymka,03
22604,2,złotoryjski,26,gm. Świerzawa,04
22605,2,złotoryjski,26,gm. Zagrodno,05
22606,2,złotoryjski,26,gm. Złotoryja,06
26101,2,m. Jelenia Góra,61,m. Jelenia Góra,01
26201,2,m. Legnica,62,m. Legnica,01
20201,2,dzierżoniowski,02,m. Bielawa,01
20202,2,dzierżoniowski,02,m. Dzierżoniów,02
20203,2,dzierżoniowski,02,m. Pieszyce,03
20204,2,dzierżoniowski,02,m. Piława Górna,04
20205,2,dzierżoniowski,02,gm. Dzierżoniów,05
20206,2,dzierżoniowski,02,gm. Łagiewniki,06
20207,2,dzierżoniowski,02,gm. Niemcza,07
20801,2,kłodzki,08,m. Duszniki-Zdrój,01
20802,2,kłodzki,08,m. Kłodzko,02
20803,2,kłodzki,08,m. Kudowa-Zdrój,03
20804,2,kłodzki,08,m. Nowa Ruda,04
20805,2,kłodzki,08,m. Polanica-Zdrój,05
20806,2,kłodzki,08,gm. Bystrzyca Kłodzka,06
20807,2,kłodzki,08,gm. Kłodzko,07
20808,2,kłodzki,08,gm. Lądek-Zdrój,08
20809,2,kłodzki,08,gm. Lewin Kłodzki,09
20810,2,kłodzki,08,gm. Międzylesie,10
20811,2,kłodzki,08,gm. Nowa Ruda,11
20812,2,kłodzki,08,gm. Radków,12
20813,2,kłodzki,08,gm. Stronie Śląskie,13
20814,2,kłodzki,08,gm. Szczytna,14
21901,2,świdnicki,19,m. Świdnica,01
21902,2,świdnicki,19,m. Świebodzice,02
21903,2,świdnicki,19,gm. Dobromierz,03
21904,2,świdnicki,19,gm. Jaworzyna Śląska,04
21905,2,świdnicki,19,gm. Marcinowice,05
21906,2,świdnicki,19,gm. Strzegom,06
21907,2,świdnicki,19,gm. Świdnica,07
21908,2,świdnicki,19,gm. Żarów,08
22101,2,wałbrzyski,21,m. Boguszów-Gorce,01
22102,2,wałbrzyski,21,m. Jedlina-Zdrój,02
22103,2,wałbrzyski,21,m. Szczawno-Zdrój,03
22104,2,wałbrzyski,21,gm. Czarny Bór,04
22105,2,wałbrzyski,21,gm. Głuszyca,05
22106,2,wałbrzyski,21,gm. Mieroszów,06
22107,2,wałbrzyski,21,gm. Stare Bogaczowice,07
22108,2,wałbrzyski,21,gm. Walim,08
22109,2,wałbrzyski,21,m. Wałbrzych,09
22401,2,ząbkowicki,24,gm. Bardo,01
22402,2,ząbkowicki,24,gm. Ciepłowody,02
22403,2,ząbkowicki,24,gm. Kamieniec Ząbkowicki,03
22404,2,ząbkowicki,24,gm. Stoszowice,04
22405,2,ząbkowicki,24,gm. Ząbkowice Śląskie,05
22406,2,ząbkowicki,24,gm. Ziębice,06
22407,2,ząbkowicki,24,gm. Złoty Stok,07
20401,2,górowski,04,gm. Góra,01
20402,2,górowski,04,gm. Jemielno,02
20403,2,górowski,04,gm. Niechlów,03
20404,2,górowski,04,gm. Wąsosz,04
21301,2,milicki,13,gm. Cieszków,01
21302,2,milicki,13,gm. Krośnice,02
21303,2,milicki,13,gm. Milicz,03
21401,2,oleśnicki,14,m. Oleśnica,01
21402,2,oleśnicki,14,gm. Bierutów,02
21403,2,oleśnicki,14,gm. Dobroszyce,03
21404,2,oleśnicki,14,gm. Dziadowa Kłoda,04
21405,2,oleśnicki,14,gm. Międzybórz,05
21406,2,oleśnicki,14,gm. Oleśnica,06
21407,2,oleśnicki,14,gm. Syców,07
21408,2,oleśnicki,14,gm. Twardogóra,08
21501,2,oławski,15,m. Oława,01
21502,2,oławski,15,gm. Domaniów,02
21503,2,oławski,15,gm. Jelcz-Laskowice,03
21504,2,oławski,15,gm. Oława,04
21701,2,strzeliński,17,gm. Borów,01
21702,2,strzeliński,17,gm. Kondratowice,02
21703,2,strzeliński,17,gm. Przeworno,03
21704,2,strzeliński,17,gm. Strzelin,04
21705,2,strzeliński,17,gm. Wiązów,05
21801,2,średzki,18,gm. Kostomłoty,01
21802,2,średzki,18,gm. Malczyce,02
21803,2,średzki,18,gm. Miękinia,03
21804,2,średzki,18,gm. Środa Śląska,04
21805,2,średzki,18,gm. Udanin,05
22001,2,trzebnicki,20,gm. Oborniki Śląskie,01
22002,2,trzebnicki,20,gm. Prusice,02
22003,2,trzebnicki,20,gm. Trzebnica,03
22004,2,trzebnicki,20,gm. Wisznia Mała,04
22005,2,trzebnicki,20,gm. Zawonia,05
22006,2,trzebnicki,20,gm. Żmigród,06
22201,2,wołowski,22,gm. Brzeg Dolny,01
22202,2,wołowski,22,gm. Wińsko,02
22203,2,wołowski,22,gm. Wołów,03
22301,2,wrocławski,23,gm. Czernica,01
22302,2,wrocławski,23,gm. Długołęka,02
22303,2,wrocławski,23,gm. Jordanów Śląski,03
22304,2,wrocławski,23,gm. Kąty Wrocławskie,04
22305,2,wrocławski,23,gm. Kobierzyce,05
22306,2,wrocławski,23,gm. Mietków,06
22307,2,wrocławski,23,gm. Sobótka,07
22308,2,wrocławski,23,gm. Święta Katarzyna,08
22309,2,wrocławski,23,gm. Żórawina,09
26401,2,m. Wrocław,64,m. Wrocław,01
40301,4,bydgoski,03,gm. Białe Błota,01
40302,4,bydgoski,03,gm. Dąbrowa Chełmińska,02
40303,4,bydgoski,03,gm. Dobrcz,03
40304,4,bydgoski,03,gm. Koronowo,04
40305,4,bydgoski,03,gm. Nowa Wieś Wielka,05
40306,4,bydgoski,03,gm. Osielsko,06
40307,4,bydgoski,03,gm. Sicienko,07
40308,4,bydgoski,03,gm. Solec Kujawski,08
40701,4,inowrocławski,07,m. Inowrocław,01
40702,4,inowrocławski,07,gm. Dąbrowa Biskupia,02
40703,4,inowrocławski,07,gm. Gniewkowo,03
40704,4,inowrocławski,07,gm. Inowrocław,04
40705,4,inowrocławski,07,gm. Janikowo,05
40706,4,inowrocławski,07,gm. Kruszwica,06
40707,4,inowrocławski,07,gm. Pakość,07
40708,4,inowrocławski,07,gm. Rojewo,08
40709,4,inowrocławski,07,gm. Złotniki Kujawskie,09
40901,4,mogileński,09,gm. Dąbrowa,01
40902,4,mogileński,09,gm. Jeziora Wielkie,02
40903,4,mogileński,09,gm. Mogilno,03
40904,4,mogileński,09,gm. Strzelno,04
41001,4,nakielski,10,gm. Kcynia,01
41002,4,nakielski,10,gm. Mrocza,02
41003,4,nakielski,10,gm. Nakło nad Notecią,03
41004,4,nakielski,10,gm. Sadki,04
41005,4,nakielski,10,gm. Szubin,05
41301,4,sępoleński,13,gm. Kamień Krajeński,01
41302,4,sępoleński,13,gm. Sępólno Krajeńskie,02
41303,4,sępoleński,13,gm. Sośno,03
41304,4,sępoleński,13,gm. Więcbork,04
41401,4,świecki,14,gm. Bukowiec,01
41402,4,świecki,14,gm. Dragacz,02
41403,4,świecki,14,gm. Drzycim,03
41404,4,świecki,14,gm. Jeżewo,04
41405,4,świecki,14,gm. Lniano,05
41406,4,świecki,14,gm. Nowe,06
41407,4,świecki,14,gm. Osie,07
41408,4,świecki,14,gm. Pruszcz,08
41409,4,świecki,14,gm. Świecie,09
41410,4,świecki,14,gm. Świekatowo,10
41411,4,świecki,14,gm. Warlubie,11
41601,4,tucholski,16,gm. Cekcyn,01
41602,4,tucholski,16,gm. Gostycyn,02
41603,4,tucholski,16,gm. Kęsowo,03
41604,4,tucholski,16,gm. Lubiewo,04
41605,4,tucholski,16,gm. Śliwice,05
41606,4,tucholski,16,gm. Tuchola,06
41901,4,żniński,19,gm. Barcin,01
41902,4,żniński,19,gm. Gąsawa,02
41903,4,żniński,19,gm. Janowiec Wielkopolski,03
41904,4,żniński,19,gm. Łabiszyn,04
41905,4,żniński,19,gm. Rogowo,05
41906,4,żniński,19,gm. Żnin,06
46101,4,m. Bydgoszcz,61,m. Bydgoszcz,01
40101,4,aleksandrowski,01,m. Aleksandrów Kujawski,01
40102,4,aleksandrowski,01,m. Ciechocinek,02
40103,4,aleksandrowski,01,m. Nieszawa,03
40104,4,aleksandrowski,01,gm. Aleksandrów Kujawski,04
40105,4,aleksandrowski,01,gm. Bądkowo,05
40106,4,aleksandrowski,01,gm. Koneck,06
40107,4,aleksandrowski,01,gm. Raciążek,07
40108,4,aleksandrowski,01,gm. Waganiec,08
40109,4,aleksandrowski,01,gm. Zakrzewo,09
40201,4,brodnicki,02,m. Brodnica,01
40202,4,brodnicki,02,gm. Bobrowo,02
40203,4,brodnicki,02,gm. Brodnica,03
40204,4,brodnicki,02,gm. Brzozie,04
40205,4,brodnicki,02,gm. Górzno,05
40206,4,brodnicki,02,gm. Bartniczka,06
40207,4,brodnicki,02,gm. Jabłonowo Pomorskie,07
40208,4,brodnicki,02,gm. Osiek,08
40209,4,brodnicki,02,gm. Świedziebnia,09
40210,4,brodnicki,02,gm. Zbiczno,10
40401,4,chełmiński,04,m. Chełmno,01
40402,4,chełmiński,04,gm. Chełmno,02
40403,4,chełmiński,04,gm. Kijewo Królewskie,03
40404,4,chełmiński,04,gm. Lisewo,04
40405,4,chełmiński,04,gm. Papowo Biskupie,05
40406,4,chełmiński,04,gm. Stolno,06
40407,4,chełmiński,04,gm. Unisław,07
40501,4,golubsko-dobrzyński,05,m. Golub-Dobrzyń,01
40502,4,golubsko-dobrzyński,05,gm. Ciechocin,02
40503,4,golubsko-dobrzyński,05,gm. Golub-Dobrzyń,03
40504,4,golubsko-dobrzyński,05,gm. Kowalewo Pomorskie,04
40505,4,golubsko-dobrzyński,05,gm. Radomin,05
40506,4,golubsko-dobrzyński,05,gm. Zbójno,06
40601,4,grudziądzki,06,gm. Grudziądz,01
40602,4,grudziądzki,06,gm. Gruta,02
40603,4,grudziądzki,06,gm. Łasin,03
40604,4,grudziądzki,06,gm. Radzyń Chełmiński,04
40605,4,grudziądzki,06,gm. Rogóźno,05
40606,4,grudziądzki,06,gm. Świecie nad Osą,06
40801,4,lipnowski,08,m. Lipno,01
40802,4,lipnowski,08,gm. Bobrowniki,02
40803,4,lipnowski,08,gm. Chrostkowo,03
40804,4,lipnowski,08,gm. Dobrzyń nad Wisłą,04
40805,4,lipnowski,08,gm. Kikół,05
40806,4,lipnowski,08,gm. Lipno,06
40807,4,lipnowski,08,gm. Skępe,07
40808,4,lipnowski,08,gm. Tłuchowo,08
40809,4,lipnowski,08,gm. Wielgie,09
41101,4,radziejowski,11,m. Radziejów,01
41102,4,radziejowski,11,gm. Bytoń,02
41103,4,radziejowski,11,gm. Dobre,03
41104,4,radziejowski,11,gm. Osięciny,04
41105,4,radziejowski,11,gm. Piotrków Kujawski,05
41106,4,radziejowski,11,gm. Radziejów,06
41107,4,radziejowski,11,gm. Topólka,07
41201,4,rypiński,12,m. Rypin,01
41202,4,rypiński,12,gm. Brzuze,02
41203,4,rypiński,12,gm. Rogowo,03
41204,4,rypiński,12,gm. Rypin,04
41205,4,rypiński,12,gm. Skrwilno,05
41206,4,rypiński,12,gm. Wąpielsk,06
41501,4,toruński,15,m. Chełmża,01
41502,4,toruński,15,gm. Chełmża,02
41503,4,toruński,15,gm. Czernikowo,03
41504,4,toruński,15,gm. Lubicz,04
41505,4,toruński,15,gm. Łubianka,05
41506,4,toruński,15,gm. Łysomice,06
41507,4,toruński,15,gm. Obrowo,07
41508,4,toruński,15,gm. Wielka Nieszawka,08
41509,4,toruński,15,gm. Zławieś Wielka,09
41701,4,wąbrzeski,17,m. Wąbrzeźno,01
41702,4,wąbrzeski,17,gm. Dębowa Łąka,02
41703,4,wąbrzeski,17,gm. Książki,03
41704,4,wąbrzeski,17,gm. Płużnica,04
41705,4,wąbrzeski,17,gm. Wąbrzeźno,05
41801,4,włocławski,18,m. Kowal,01
41802,4,włocławski,18,gm. Baruchowo,02
41803,4,włocławski,18,gm. Boniewo,03
41804,4,włocławski,18,gm. Brześć Kujawski,04
41805,4,włocławski,18,gm. Choceń,05
41806,4,włocławski,18,gm. Chodecz,06
41807,4,włocławski,18,gm. Fabianki,07
41808,4,włocławski,18,gm. Izbica Kujawska,08
41809,4,włocławski,18,gm. Kowal,09
41810,4,włocławski,18,gm. Lubanie,10
41811,4,włocławski,18,gm. Lubień Kujawski,11
41812,4,włocławski,18,gm. Lubraniec,12
41813,4,włocławski,18,gm. Włocławek,13
46201,4,m. Grudziądz,62,m. Grudziądz,01
46301,4,m. Toruń,63,m. Toruń,01
46401,4,m. Włocławek,64,m. Włocławek,01
60501,6,janowski,05,gm. Batorz,01
60502,6,janowski,05,gm. Chrzanów,02
60503,6,janowski,05,gm. Dzwola,03
60504,6,janowski,05,gm. Godziszów,04
60505,6,janowski,05,gm. Janów Lubelski,05
60506,6,janowski,05,gm. Modliborzyce,06
60507,6,janowski,05,gm. Potok Wielki,07
60701,6,kraśnicki,07,m. Kraśnik,01
60702,6,kraśnicki,07,gm. Annopol,02
60703,6,kraśnicki,07,gm. Dzierzkowice,03
60704,6,kraśnicki,07,gm. Gościeradów,04
60705,6,kraśnicki,07,gm. Kraśnik,05
60706,6,kraśnicki,07,gm. Szastarka,06
60707,6,kraśnicki,07,gm. Trzydnik Duży,07
60708,6,kraśnicki,07,gm. Urzędów,08
60709,6,kraśnicki,07,gm. Wilkołaz,09
60710,6,kraśnicki,07,gm. Zakrzówek,10
60801,6,lubartowski,08,m. Lubartów,01
60802,6,lubartowski,08,gm. Abramów,02
60803,6,lubartowski,08,gm. Firlej,03
60804,6,lubartowski,08,gm. Jeziorzany,04
60805,6,lubartowski,08,gm. Kamionka,05
60806,6,lubartowski,08,gm. Kock,06
60807,6,lubartowski,08,gm. Lubartów,07
60808,6,lubartowski,08,gm. Michów,08
60809,6,lubartowski,08,gm. Niedźwiada,09
60810,6,lubartowski,08,gm. Ostrów Lubelski,10
60811,6,lubartowski,08,gm. Ostrówek,11
60812,6,lubartowski,08,gm. Serniki,12
60813,6,lubartowski,08,gm. Uścimów,13
60901,6,lubelski,09,gm. Bełżyce,01
60902,6,lubelski,09,gm. Borzechów,02
60903,6,lubelski,09,gm. Bychawa,03
60904,6,lubelski,09,gm. Garbów,04
60905,6,lubelski,09,gm. Głusk,05
60906,6,lubelski,09,gm. Jabłonna,06
60907,6,lubelski,09,gm. Jastków,07
60908,6,lubelski,09,gm. Konopnica,08
60909,6,lubelski,09,gm. Krzczonów,09
60910,6,lubelski,09,gm. Niedrzwica Duża,10
60911,6,lubelski,09,gm. Niemce,11
60912,6,lubelski,09,gm. Strzyżewice,12
60913,6,lubelski,09,gm. Wojciechów,13
60914,6,lubelski,09,gm. Wólka,14
60915,6,lubelski,09,gm. Wysokie,15
60916,6,lubelski,09,gm. Zakrzew,16
61001,6,łęczyński,10,gm. Cyców,01
61002,6,łęczyński,10,gm. Ludwin,02
61003,6,łęczyński,10,gm. Łęczna,03
61004,6,łęczyński,10,gm. Milejów,04
61005,6,łęczyński,10,gm. Puchaczów,05
61006,6,łęczyński,10,gm. Spiczyn,06
61101,6,łukowski,11,m. Łuków,01
61102,6,łukowski,11,m. Stoczek Łukowski,02
61103,6,łukowski,11,gm. Adamów,03
61104,6,łukowski,11,gm. Krzywda,04
61105,6,łukowski,11,gm. Łuków,05
61106,6,łukowski,11,gm. Serokomla,06
61107,6,łukowski,11,gm. Stanin,07
61108,6,łukowski,11,gm. Stoczek Łukowski,08
61109,6,łukowski,11,gm. Trzebieszów,09
61110,6,łukowski,11,gm. Wojcieszków,10
61111,6,łukowski,11,gm. Wola Mysłowska,11
61201,6,opolski,12,gm. Chodel,01
61202,6,opolski,12,gm. Józefów nad Wisłą,02
61203,6,opolski,12,gm. Karczmiska,03
61204,6,opolski,12,gm. Łaziska,04
61205,6,opolski,12,gm. Opole Lubelskie,05
61206,6,opolski,12,gm. Poniatowa,06
61207,6,opolski,12,gm. Wilków,07
61401,6,puławski,14,m. Puławy,01
61402,6,puławski,14,gm. Baranów,02
61403,6,puławski,14,gm. Janowiec,03
61404,6,puławski,14,gm. Kazimierz Dolny,04
61405,6,puławski,14,gm. Końskowola,05
61406,6,puławski,14,gm. Kurów,06
61407,6,puławski,14,gm. Markuszów,07
61408,6,puławski,14,gm. Nałęczów,08
61409,6,puławski,14,gm. Puławy,09
61410,6,puławski,14,gm. Wąwolnica,10
61411,6,puławski,14,gm. Żyrzyn,11
61601,6,rycki,16,m. Dęblin,01
61602,6,rycki,16,gm. Kłoczew,02
61603,6,rycki,16,gm. Nowodwór,03
61604,6,rycki,16,gm. Ryki,04
61605,6,rycki,16,gm. Stężyca,05
61606,6,rycki,16,gm. Ułęż,06
61701,6,świdnicki,17,m. Świdnik,01
61702,6,świdnicki,17,gm. Mełgiew,02
61703,6,świdnicki,17,gm. Piaski,03
61704,6,świdnicki,17,gm. Rybczewice,04
61705,6,świdnicki,17,gm. Trawniki,05
66301,6,m. Lublin,63,m. Lublin,01
60101,6,bialski,01,m. Międzyrzec Podlaski,01
60102,6,bialski,01,m. Terespol,02
60103,6,bialski,01,gm. Biała Podlaska,03
60104,6,bialski,01,gm. Drelów,04
60105,6,bialski,01,gm. Janów Podlaski,05
60106,6,bialski,01,gm. Kodeń,06
60107,6,bialski,01,gm. Konstantynów,07
60108,6,bialski,01,gm. Leśna Podlaska,08
60109,6,bialski,01,gm. Łomazy,09
60110,6,bialski,01,gm. Międzyrzec Podlaski,10
60111,6,bialski,01,gm. Piszczac,11
60112,6,bialski,01,gm. Rokitno,12
60113,6,bialski,01,gm. Rossosz,13
60114,6,bialski,01,gm. Sławatycze,14
60115,6,bialski,01,gm. Sosnówka,15
60116,6,bialski,01,gm. Terespol,16
60117,6,bialski,01,gm. Tuczna,17
60118,6,bialski,01,gm. Wisznice,18
60119,6,bialski,01,gm. Zalesie,19
60201,6,biłgorajski,02,m. Biłgoraj,01
60202,6,biłgorajski,02,gm. Aleksandrów,02
60203,6,biłgorajski,02,gm. Biłgoraj,03
60204,6,biłgorajski,02,gm. Biszcza,04
60205,6,biłgorajski,02,gm. Frampol,05
60206,6,biłgorajski,02,gm. Goraj,06
60207,6,biłgorajski,02,gm. Józefów,07
60208,6,biłgorajski,02,gm. Księżpol,08
60209,6,biłgorajski,02,gm. Łukowa,09
60210,6,biłgorajski,02,gm. Obsza,10
60211,6,biłgorajski,02,gm. Potok Górny,11
60212,6,biłgorajski,02,gm. Tarnogród,12
60213,6,biłgorajski,02,gm. Tereszpol,13
60214,6,biłgorajski,02,gm. Turobin,14
60301,6,chełmski,03,m. Rejowiec Fabryczny,01
60302,6,chełmski,03,gm. Białopole,02
60303,6,chełmski,03,gm. Chełm,03
60304,6,chełmski,03,gm. Dorohusk,04
60305,6,chełmski,03,gm. Dubienka,05
60306,6,chełmski,03,gm. Kamień,06
60307,6,chełmski,03,gm. Leśniowice,07
60308,6,chełmski,03,gm. Rejowiec Fabryczny,08
60309,6,chełmski,03,gm. Ruda-Huta,09
60310,6,chełmski,03,gm. Sawin,10
60311,6,chełmski,03,gm. Siedliszcze,11
60312,6,chełmski,03,gm. Wierzbica,12
60313,6,chełmski,03,gm. Wojsławice,13
60314,6,chełmski,03,gm. Żmudź,14
60401,6,hrubieszowski,04,m. Hrubieszów,01
60402,6,hrubieszowski,04,gm. Dołhobyczów,02
60403,6,hrubieszowski,04,gm. Horodło,03
60404,6,hrubieszowski,04,gm. Hrubieszów,04
60405,6,hrubieszowski,04,gm. Mircze,05
60406,6,hrubieszowski,04,gm. Trzeszczany,06
60407,6,hrubieszowski,04,gm. Uchanie,07
60408,6,hrubieszowski,04,gm. Werbkowice,08
60601,6,krasnostawski,06,m. Krasnystaw,01
60602,6,krasnostawski,06,gm. Fajsławice,02
60603,6,krasnostawski,06,gm. Gorzków,03
60604,6,krasnostawski,06,gm. Izbica,04
60605,6,krasnostawski,06,gm. Krasnystaw,05
60606,6,krasnostawski,06,gm. Kraśniczyn,06
60607,6,krasnostawski,06,gm. Łopiennik Górny,07
60608,6,krasnostawski,06,gm. Rejowiec,08
60609,6,krasnostawski,06,gm. Rudnik,09
60610,6,krasnostawski,06,gm. Siennica Różana,10
60611,6,krasnostawski,06,gm. Żółkiewka,11
61301,6,parczewski,13,gm. Dębowa Kłoda,01
61302,6,parczewski,13,gm. Jabłoń,02
61303,6,parczewski,13,gm. Milanów,03
61304,6,parczewski,13,gm. Parczew,04
61305,6,parczewski,13,gm. Podedwórze,05
61306,6,parczewski,13,gm. Siemień,06
61307,6,parczewski,13,gm. Sosnowica,07
61501,6,radzyński,15,m. Radzyń Podlaski,01
61502,6,radzyński,15,gm. Borki,02
61503,6,radzyński,15,gm. Czemierniki,03
61504,6,radzyński,15,gm. Kąkolewnica Wschodnia,04
61505,6,radzyński,15,gm. Komarówka Podlaska,05
61506,6,radzyński,15,gm. Radzyń Podlaski,06
61507,6,radzyński,15,gm. Ulan-Majorat,07
61508,6,radzyński,15,gm. Wohyń,08
61801,6,tomaszowski,18,m. Tomaszów Lubelski,01
61802,6,tomaszowski,18,gm. Bełżec,02
61803,6,tomaszowski,18,gm. Jarczów,03
61804,6,tomaszowski,18,gm. Krynice,04
61805,6,tomaszowski,18,gm. Lubycza Królewska,05
61806,6,tomaszowski,18,gm. Łaszczów,06
61807,6,tomaszowski,18,gm. Rachanie,07
61808,6,tomaszowski,18,gm. Susiec,08
61809,6,tomaszowski,18,gm. Tarnawatka,09
61810,6,tomaszowski,18,gm. Telatyn,10
61811,6,tomaszowski,18,gm. Tomaszów Lubelski,11
61812,6,tomaszowski,18,gm. Tyszowce,12
61813,6,tomaszowski,18,gm. Ulhówek,13
61901,6,włodawski,19,m. Włodawa,01
61902,6,włodawski,19,gm. Hanna,02
61903,6,włodawski,19,gm. Hańsk,03
61904,6,włodawski,19,gm. Stary Brus,04
61905,6,włodawski,19,gm. Urszulin,05
61906,6,włodawski,19,gm. Włodawa,06
61907,6,włodawski,19,gm. Wola Uhruska,07
61908,6,włodawski,19,gm. Wyryki,08
62001,6,zamojski,20,gm. Adamów,01
62002,6,zamojski,20,gm. Grabowiec,02
62003,6,zamojski,20,gm. Komarów-Osada,03
62004,6,zamojski,20,gm. Krasnobród,04
62005,6,zamojski,20,gm. Łabunie,05
62006,6,zamojski,20,gm. Miączyn,06
62007,6,zamojski,20,gm. Nielisz,07
62008,6,zamojski,20,gm. Radecznica,08
62009,6,zamojski,20,gm. Sitno,09
62010,6,zamojski,20,gm. Skierbieszów,10
62011,6,zamojski,20,gm. Stary Zamość,11
62012,6,zamojski,20,gm. Sułów,12
62013,6,zamojski,20,gm. Szczebrzeszyn,13
62014,6,zamojski,20,gm. Zamość,14
62015,6,zamojski,20,gm. Zwierzyniec,15
66101,6,m. Biała Podlaska,61,m. Biała Podlaska,01
66201,6,m. Chełm,62,m. Chełm,01
66401,6,m. Zamość,64,m. Zamość,01
80101,8,gorzowski,01,m. Kostrzyn nad Odrą,01
80102,8,gorzowski,01,gm. Bogdaniec,02
80103,8,gorzowski,01,gm. Deszczno,03
80104,8,gorzowski,01,gm. Kłodawa,04
80105,8,gorzowski,01,gm. Lubiszyn,05
80106,8,gorzowski,01,gm. Santok,06
80107,8,gorzowski,01,gm. Witnica,07
80201,8,krośnieński,02,m. Gubin,01
80202,8,krośnieński,02,gm. Bobrowice,02
80203,8,krośnieński,02,gm. Bytnica,03
80204,8,krośnieński,02,gm. Dąbie,04
80205,8,krośnieński,02,gm. Gubin,05
80206,8,krośnieński,02,gm. Krosno Odrzańskie,06
80207,8,krośnieński,02,gm. Maszewo,07
80301,8,międzyrzecki,03,gm. Bledzew,01
80302,8,międzyrzecki,03,gm. Międzyrzecz,02
80303,8,międzyrzecki,03,gm. Przytoczna,03
80304,8,międzyrzecki,03,gm. Pszczew,04
80305,8,międzyrzecki,03,gm. Skwierzyna,05
80306,8,międzyrzecki,03,gm. Trzciel,06
80401,8,nowosolski,04,m. Nowa Sól,01
80402,8,nowosolski,04,gm. Bytom Odrzański,02
80403,8,nowosolski,04,gm. Kolsko,03
80404,8,nowosolski,04,gm. Kożuchów,04
80405,8,nowosolski,04,gm. Nowa Sól,05
80406,8,nowosolski,04,gm. Nowe Miasteczko,06
80407,8,nowosolski,04,gm. Otyń,07
80408,8,nowosolski,04,gm. Siedlisko,08
80501,8,słubicki,05,gm. Cybinka,01
80502,8,słubicki,05,gm. Górzyca,02
80503,8,słubicki,05,gm. Ośno Lubuskie,03
80504,8,słubicki,05,gm. Rzepin,04
80505,8,słubicki,05,gm. Słubice,05
