Code,v_id,Powiat,p_id,Gmina,g_id
301013,30,koniński,10,gm. Wierzbinek,13
301014,30,koniński,10,gm. Wilczyn,14
302301,30,słupecki,23,m. Słupca,01
302302,30,słupecki,23,gm. Lądek,02
302303,30,słupecki,23,gm. Orchowo,03
302304,30,słupecki,23,gm. Ostrowite,04
302305,30,słupecki,23,gm. Powidz,05
302306,30,słupecki,23,gm. Słupca,06
302307,30,słupecki,23,gm. Strzałkowo,07
302308,30,słupecki,23,gm. Zagórów,08
302501,30,średzki,25,gm. Dominowo,01
302502,30,średzki,25,gm. Krzykosy,02
302503,30,średzki,25,gm. Nowe Miasto nad Wartą,03
302504,30,średzki,25,gm. Środa Wielkopolska,04
302505,30,średzki,25,gm. Zaniemyśl,05
302601,30,śremski,26,gm. Brodnica,01
302602,30,śremski,26,gm. Dolsk,02
302603,30,śremski,26,gm. Książ Wielkopolski,03
302604,30,śremski,26,gm. Śrem,04
302701,30,turecki,27,m. Turek,01
302702,30,turecki,27,gm. Brudzew,02
302703,30,turecki,27,gm. Dobra,03
302704,30,turecki,27,gm. Kawęczyn,04
302705,30,turecki,27,gm. Malanów,05
302706,30,turecki,27,gm. Przykona,06
302707,30,turecki,27,gm. Tuliszków,07
302708,30,turecki,27,gm. Turek,08
302709,30,turecki,27,gm. Władysławów,09
303001,30,wrzesiński,30,gm. Kołaczkowo,01
303002,30,wrzesiński,30,gm. Miłosław,02
303003,30,wrzesiński,30,gm. Nekla,03
303004,30,wrzesiński,30,gm. Pyzdry,04
303005,30,wrzesiński,30,gm. Września,05
306201,30,m. Konin,62,m. Konin,01
300101,30,chodzieski,01,m. Chodzież,01
300102,30,chodzieski,01,gm. Budzyń,02
300103,30,chodzieski,01,gm. Chodzież,03
300104,30,chodzieski,01,gm. Margonin,04
300105,30,chodzieski,01,gm. Szamocin,05
300201,30,czarnkowsko-trzcianecki,02,m. Czarnków,01
300202,30,czarnkowsko-trzcianecki,02,gm. Czarnków,02
300203,30,czarnkowsko-trzcianecki,02,gm. Drawsko,03
300204,30,czarnkowsko-trzcianecki,02,gm. Krzyż Wielkopolski,04
300205,30,czarnkowsko-trzcianecki,02,gm. Lubasz,05
300206,30,czarnkowsko-trzcianecki,02,gm. Połajewo,06
300207,30,czarnkowsko-trzcianecki,02,gm. Trzcianka,07
300208,30,czarnkowsko-trzcianecki,02,gm. Wieleń,08
300501,30,grodziski,05,gm. Granowo,01
300502,30,grodziski,05,gm. Grodzisk Wielkopolski,02
300503,30,grodziski,05,gm. Kamieniec,03
300504,30,grodziski,05,gm. Rakoniewice,04
300505,30,grodziski,05,gm. Wielichowo,05
301401,30,międzychodzki,14,gm. Chrzypsko Wielkie,01
301402,30,międzychodzki,14,gm. Kwilcz,02
301403,30,międzychodzki,14,gm. Międzychód,03
301404,30,międzychodzki,14,gm. Sieraków,04
301501,30,nowotomyski,15,gm. Kuślin,01
301502,30,nowotomyski,15,gm. Lwówek,02
301503,30,nowotomyski,15,gm. Miedzichowo,03
301504,30,nowotomyski,15,gm. Nowy Tomyśl,04
301505,30,nowotomyski,15,gm. Opalenica,05
301506,30,nowotomyski,15,gm. Zbąszyń,06
301601,30,obornicki,16,gm. Oborniki,01
301602,30,obornicki,16,gm. Rogoźno,02
301603,30,obornicki,16,gm. Ryczywół,03
301901,30,pilski,19,m. Piła,01
301902,30,pilski,19,gm. Białośliwie,02
301903,30,pilski,19,gm. Kaczory,03
301904,30,pilski,19,gm. Łobżenica,04
301905,30,pilski,19,gm. Miasteczko Krajeńskie,05
301906,30,pilski,19,gm. Szydłowo,06
301907,30,pilski,19,gm. Ujście,07
301908,30,pilski,19,gm. Wyrzysk,08
301909,30,pilski,19,gm. Wysoka,09
302401,30,szamotulski,24,m. Obrzycko,01
302402,30,szamotulski,24,gm. Duszniki,02
302403,30,szamotulski,24,gm. Kaźmierz,03
302404,30,szamotulski,24,gm. Obrzycko,04
302405,30,szamotulski,24,gm. Ostroróg,05
302406,30,szamotulski,24,gm. Pniewy,06
302407,30,szamotulski,24,gm. Szamotuły,07
302408,30,szamotulski,24,gm. Wronki,08
302801,30,wągrowiecki,28,m. Wągrowiec,01
302802,30,wągrowiecki,28,gm. Damasławek,02
302803,30,wągrowiecki,28,gm. Gołańcz,03
302804,30,wągrowiecki,28,gm. Mieścisko,04
302805,30,wągrowiecki,28,gm. Skoki,05
302806,30,wągrowiecki,28,gm. Wapno,06
302807,30,wągrowiecki,28,gm. Wągrowiec,07
302901,30,wolsztyński,29,gm. Przemęt,01
302902,30,wolsztyński,29,gm. Siedlec,02
302903,30,wolsztyński,29,gm. Wolsztyn,03
303101,30,złotowski,31,m. Złotów,01
303102,30,złotowski,31,gm. Jastrowie,02
303103,30,złotowski,31,gm. Krajenka,03
303104,30,złotowski,31,gm. Lipka,04
303105,30,złotowski,31,gm. Okonek,05
303106,30,złotowski,31,gm. Tarnówka,06
303107,30,złotowski,31,gm. Zakrzewo,07
303108,30,złotowski,31,gm. Złotów,08
302101,30,poznański,21,m. Luboń,01
302102,30,poznański,21,m. Puszczykowo,02
302103,30,poznański,21,gm. Buk,03
302104,30,poznański,21,gm. Czerwonak,04
302105,30,poznański,21,gm. Dopiewo,05
302106,30,poznański,21,gm. Kleszczewo,06
302107,30,poznański,21,gm. Komorniki,07
302108,30,poznański,21,gm. Kostrzyn,08
302109,30,poznański,21,gm. Kórnik,09
302110,30,poznański,21,gm. Mosina,10
302111,30,poznański,21,gm. Murowana Goślina,11
302112,30,poznański,21,gm. Pobiedziska,12
302113,30,poznański,21,gm. Rokietnica,13
302114,30,poznański,21,gm. Stęszew,14
302115,30,poznański,21,gm. Suchy Las,15
302116,30,poznański,21,gm. Swarzędz,16
302117,30,poznański,21,gm. Tarnowo Podgórne,17
306401,30,m. Poznań,64,m. Poznań,01
320101,32,białogardzki,01,m. Białogard,01
320102,32,białogardzki,01,gm. Białogard,02
320103,32,białogardzki,01,gm. Karlino,03
320104,32,białogardzki,01,gm. Tychowo,04
320201,32,choszczeński,02,gm. Bierzwnik,01
320202,32,choszczeński,02,gm. Choszczno,02
320203,32,choszczeński,02,gm. Drawno,03
320204,32,choszczeński,02,gm. Krzęcin,04
320205,32,choszczeński,02,gm. Pełczyce,05
320206,32,choszczeński,02,gm. Recz,06
320301,32,drawski,03,gm. Czaplinek,01
320302,32,drawski,03,gm. Drawsko Pomorskie,02
320303,32,drawski,03,gm. Kalisz Pomorski,03
320304,32,drawski,03,gm. Ostrowice,04
320305,32,drawski,03,gm. Wierzchowo,05
320306,32,drawski,03,gm. Złocieniec,06
320801,32,kołobrzeski,08,m. Kołobrzeg,01
320802,32,kołobrzeski,08,gm. Dygowo,02
320803,32,kołobrzeski,08,gm. Gościno,03
320804,32,kołobrzeski,08,gm. Kołobrzeg,04
320805,32,kołobrzeski,08,gm. Rymań,05
320806,32,kołobrzeski,08,gm. Siemyśl,06
320807,32,kołobrzeski,08,gm. Ustronie Morskie,07
320901,32,koszaliński,09,gm. Będzino,01
320902,32,koszaliński,09,gm. Biesiekierz,02
320903,32,koszaliński,09,gm. Bobolice,03
320904,32,koszaliński,09,gm. Manowo,04
320905,32,koszaliński,09,gm. Mielno,05
320906,32,koszaliński,09,gm. Polanów,06
320907,32,koszaliński,09,gm. Sianów,07
320908,32,koszaliński,09,gm. Świeszyno,08
321301,32,sławieński,13,m. Darłowo,01
321302,32,sławieński,13,m. Sławno,02
321303,32,sławieński,13,gm. Darłowo,03
321304,32,sławieński,13,gm. Malechowo,04
321305,32,sławieński,13,gm. Postomino,05
321306,32,sławieński,13,gm. Sławno,06
321501,32,szczecinecki,15,m. Szczecinek,01
321502,32,szczecinecki,15,gm. Barwice,02
321503,32,szczecinecki,15,gm. Biały Bór,03
321504,32,szczecinecki,15,gm. Borne Sulinowo,04
321505,32,szczecinecki,15,gm. Grzmiąca,05
321506,32,szczecinecki,15,gm. Szczecinek,06
321601,32,świdwiński,16,m. Świdwin,01
321602,32,świdwiński,16,gm. Brzeżno,02
321603,32,świdwiński,16,gm. Połczyn-Zdrój,03
321604,32,świdwiński,16,gm. Rąbino,04
321605,32,świdwiński,16,gm. Sławoborze,05
321606,32,świdwiński,16,gm. Świdwin,06
321701,32,wałecki,17,m. Wałcz,01
321702,32,wałecki,17,gm. Człopa,02
321703,32,wałecki,17,gm. Mirosławiec,03
321704,32,wałecki,17,gm. Tuczno,04
321705,32,wałecki,17,gm. Wałcz,05
326101,32,m. Koszalin,61,m. Koszalin,01
320402,32,goleniowski,04,gm. Goleniów,02
320403,32,goleniowski,04,gm. Maszewo,03
320404,32,goleniowski,04,gm. Nowogard,04
320405,32,goleniowski,04,gm. Osina,05
320406,32,goleniowski,04,gm. Przybiernów,06
320407,32,goleniowski,04,gm. Stepnica,07
320501,32,gryficki,05,gm. Brojce,01
320502,32,gryficki,05,gm. Gryfice,02
320503,32,gryficki,05,gm. Karnice,03
320504,32,gryficki,05,gm. Płoty,04
320507,32,gryficki,05,gm. Rewal,07
320508,32,gryficki,05,gm. Trzebiatów,08
320601,32,gryfiński,06,gm. Banie,01
320602,32,gryfiński,06,gm. Cedynia,02
320603,32,gryfiński,06,gm. Chojna,03
320604,32,gryfiński,06,gm. Gryfino,04
320605,32,gryfiński,06,gm. Mieszkowice,05
320606,32,gryfiński,06,gm. Moryń,06
320607,32,gryfiński,06,gm. Stare Czarnowo,07
320608,32,gryfiński,06,gm. Trzcińsko-Zdrój,08
320609,32,gryfiński,06,gm. Widuchowa,09
320701,32,kamieński,07,gm. Dziwnów,01
320702,32,kamieński,07,gm. Golczewo,02
320703,32,kamieński,07,gm. Kamień Pomorski,03
320704,32,kamieński,07,gm. Międzyzdroje,04
320705,32,kamieński,07,gm. Świerzno,05
320706,32,kamieński,07,gm. Wolin,06
321001,32,myśliborski,10,gm. Barlinek,01
321002,32,myśliborski,10,gm. Boleszkowice,02
321003,32,myśliborski,10,gm. Dębno,03
321004,32,myśliborski,10,gm. Myślibórz,04
321005,32,myśliborski,10,gm. Nowogródek Pomorski,05
321101,32,policki,11,gm. Dobra (Szczecińska),01
321102,32,policki,11,gm. Kołbaskowo,02
321103,32,policki,11,gm. Nowe Warpno,03
321104,32,policki,11,gm. Police,04
321201,32,pyrzycki,12,gm. Bielice,01
321202,32,pyrzycki,12,gm. Kozielice,02
321203,32,pyrzycki,12,gm. Lipiany,03
321204,32,pyrzycki,12,gm. Przelewice,04
321205,32,pyrzycki,12,gm. Pyrzyce,05
321206,32,pyrzycki,12,gm. Warnice,06
321401,32,stargardzki,14,m. Stargard Szczeciński,01
321402,32,stargardzki,14,gm. Chociwel,02
321403,32,stargardzki,14,gm. Dobrzany,03
321404,32,stargardzki,14,gm. Dolice,04
321405,32,stargardzki,14,gm. Ińsko,05
321406,32,stargardzki,14,gm. Kobylanka,06
321408,32,stargardzki,14,gm. Marianowo,08
321409,32,stargardzki,14,gm. Stara Dąbrowa,09
321410,32,stargardzki,14,gm. Stargard Szczeciński,10
321411,32,stargardzki,14,gm. Suchań,11
321801,32,łobeski,18,gm. Dobra,01
321802,32,łobeski,18,gm. Łobez,02
321803,32,łobeski,18,gm. Radowo Małe,03
321804,32,łobeski,18,gm. Resko,04
321805,32,łobeski,18,gm. Węgorzyno,05
326201,32,m. Szczecin,62,m. Szczecin,01
326301,32,m. Świnoujście,63,m. Świnoujście,01
329901,32,Statki,99,Statki,01
